"Season","Date","Team","Conference","Opponent","Result","S","MS","Kills","Errors","Total Attacks","Hit Pct","Assists","Aces","SErr","Digs","RErr","Block Solos","Block Assists","BErr","PTS","BHE"
"2024-2025","03/21/2025","Pepperdine","MPSF","Menlo","W 3-0",3,NA,42,11,78,0.397,41,5,14,24,NA,1,14,NA,55,NA
"2024-2025","03/22/2025","Pepperdine","MPSF","Menlo","W 3-0",3,NA,48,9,86,0.453,48,6,11,33,5,NA,6,1,57,NA
"2024-2025","03/27/2025","Pepperdine","MPSF","@ UCLA","L 0-3",3,NA,38,7,87,0.356,37,5,12,27,8,NA,4,1,45,NA
"2024-2025","03/29/2025","Pepperdine","MPSF","UCLA","L 1-3",4,NA,52,21,114,0.272,49,4,15,32,5,1,7,2,60.5,NA
"2024-2025","04/03/2025","Pepperdine","MPSF","@ Southern California","L 1-3",4,NA,61,21,138,0.29,57,4,14,46,5,1,15,2,73.5,NA
"2024-2025","04/05/2025","Pepperdine","MPSF","Southern California","W 3-1",4,NA,49,22,109,0.248,47,7,14,40,4,3,28,2,73,NA
"2024-2025","04/10/2025","Pepperdine","MPSF","Jessup","W 3-1",4,NA,41,14,106,0.255,39,9,17,35,2,3,8,4,57,NA
"2024-2025","04/11/2025","Pepperdine","MPSF","Jessup","W 3-0",3,NA,35,6,66,0.439,31,7,13,22,1,1,6,NA,46,NA
"2024-2025","04/18/2025","Pepperdine","MPSF","@ BYU","L 2-3",5,NA,60,19,121,0.339,57,9,23,26,4,1,12,2,76,NA
"2024-2025","04/19/2025","Pepperdine","MPSF","@ BYU","L 1-3",4,NA,41,17,96,0.25,40,6,17,24,6,NA,18,5,56,NA
"2024-2025","04/24/2025","Pepperdine","MPSF","#5 Grand Canyon @Malibu, CA (2025 MVB MPSF Tournament)","W 3-0",3,NA,39,18,98,0.214,36,9,11,27,NA,2,11,NA,55.5,1
"2024-2025","04/25/2025","Pepperdine","MPSF","#1 UCLA @Malibu, CA (2025 MVB MPSF Tournament)","W 3-2",5,NA,47,21,113,0.23,40,4,16,20,NA,2,8,1,57,NA
"2024-2025","04/26/2025","Pepperdine","MPSF","#2 Southern California 2025 MVB MPSF Tournament","W 3-1",4,NA,51,24,140,0.193,51,8,15,54,2,NA,17,NA,67.5,NA
"2024-2025","05/08/2025","Pepperdine","MPSF","#4 Loyola Chicago @Columbus, OH (2025 NC MVB NCAA Tournament)","W 3-1",4,NA,45,14,105,0.295,43,7,21,25,3,1,15,2,60.5,NA
"2024-2025","05/10/2025","Pepperdine","MPSF","#1 Long Beach St. @Columbus, OH (2025 NC MVB NCAA Tournament)","L 1-3",4,NA,53,8,107,0.421,52,3,16,31,5,1,6,NA,60,NA
"2024-2025","01/09/2025","Southern California","MPSF","Daemen","W 3-1",4,NA,44,13,98,0.316,40,4,18,31,5,1,24,5,61,NA
"2024-2025","01/11/2025","Southern California","MPSF","Princeton","W 3-0",3,NA,42,13,95,0.305,39,2,16,33,1,3,16,1,55,NA
"2024-2025","01/17/2025","Southern California","MPSF","D'Youville","W 3-0",3,NA,32,8,72,0.333,28,4,13,29,4,4,10,NA,45,NA
"2024-2025","01/18/2025","Southern California","MPSF","Emmanuel (GA)","W 3-0",3,NA,36,6,61,0.492,30,5,9,29,1,1,21,2,52.5,NA
"2024-2025","01/22/2025","Southern California","MPSF","@ CSUN","W 3-1",4,NA,58,13,114,0.395,49,3,13,37,3,2,NA,2,78,NA
"2024-2025","01/29/2025","Southern California","MPSF","Central St. (OH)","W 3-0",3,NA,44,7,75,0.493,38,3,7,32,NA,NA,18,2,56,NA
"2024-2025","01/31/2025","Southern California","MPSF","@ Ohio St.","W 3-1",4,NA,56,11,90,0.5,54,2,15,23,5,1,25,2,71.5,NA
"2024-2025","02/01/2025","Southern California","MPSF","Penn St. @Columbus, OH","W 3-1",4,NA,59,7,110,0.473,55,4,19,35,5,NA,14,NA,70,NA
"2024-2025","02/08/2025","Southern California","MPSF","Dominican (NY)","W 3-0",3,NA,42,4,55,NA,38,8,10,25,NA,NA,8,4,54,NA
"2024-2025","02/12/2025","Southern California","MPSF","@ UC Irvine","L 2-3",5,NA,NA,23,NA,0.311,NA,3,16,NA,4,2,16,4,NA,NA
"2024-2025","02/14/2025","Southern California","MPSF","UC Irvine","L 0-3",3,NA,40,20,94,0.213,40,1,9,26,3,NA,8,2,45,NA
"2024-2025","02/26/2025","Southern California","MPSF","@ Vanguard","W 3-0",3,NA,43,10,73,0.452,41,7,16,24,3,1,17,1,59.5,NA
"2024-2025","02/28/2025","Southern California","MPSF","Vanguard","W 3-0",3,NA,45,7,85,0.447,40,2,15,42,3,1,16,NA,56,NA
"2024-2025","03/07/2025","Southern California","MPSF","@ BYU","W 3-2",5,NA,66,24,126,0.333,65,2,18,39,13,1,NA,NA,84,1
"2024-2025","03/08/2025","Southern California","MPSF","@ BYU","W 3-0",3,NA,46,9,94,0.394,43,2,11,28,4,1,20,NA,59,NA
"2024-2025","03/13/2025","Southern California","MPSF","Penn St. @Honolulu, HI","W 3-0",3,NA,30,15,65,0.231,30,6,9,21,7,4,24,2,52,NA
"2024-2025","03/14/2025","Southern California","MPSF","Ball St. @Honolulu, HI","W 3-0",3,NA,50,14,87,0.414,48,5,11,28,NA,NA,6,NA,58,NA
"2024-2025","03/15/2025","Southern California","MPSF","@ Hawaii","W 3-1",4,NA,57,11,118,0.39,55,7,10,35,6,1,17,2,73.5,NA
"2024-2025","03/28/2025","Southern California","MPSF","Grand Canyon","W 3-1",4,NA,53,10,98,0.439,51,6,18,28,3,4,13,4,69.5,NA
"2024-2025","03/29/2025","Southern California","MPSF","Grand Canyon","W 3-1",4,NA,55,19,129,0.279,50,2,11,47,4,1,14,1,65,NA
"2024-2025","04/03/2025","Southern California","MPSF","Pepperdine","W 3-1",4,NA,57,17,132,0.303,52,5,12,42,4,NA,23,3,73.5,NA
"2024-2025","04/05/2025","Southern California","MPSF","@ Pepperdine","L 1-3",4,NA,39,24,113,0.133,38,4,12,34,7,NA,16,1,51,NA
"2024-2025","04/11/2025","Southern California","MPSF","Stanford","L 2-3",5,NA,56,19,131,0.282,48,2,14,33,4,3,18,1,70,NA
"2024-2025","04/12/2025","Southern California","MPSF","Stanford","L 1-3",4,NA,62,22,142,0.282,61,3,12,40,4,2,17,5,75.5,NA
"2024-2025","04/17/2025","Southern California","MPSF","@ UCLA","L 2-3",5,NA,44,21,104,0.221,44,5,17,29,8,4,17,4,61.5,NA
"2024-2025","04/19/2025","Southern California","MPSF","UCLA","W 3-0",3,NA,35,9,61,0.426,31,7,14,14,3,5,8,1,51,NA
"2024-2025","04/25/2025","Southern California","MPSF","#6 Stanford @Malibu, CA (2025 MVB MPSF Tournament)","W 3-1",4,NA,49,19,101,0.297,47,3,16,26,4,NA,20,1,69,NA
"2024-2025","04/26/2025","Southern California","MPSF","@#4 Pepperdine 2025 MVB MPSF Tournament","L 1-3",4,NA,48,17,134,0.231,47,2,19,49,8,4,23,1,65.5,NA
"2024-2025","01/10/2025","Stanford","MPSF","Ball St.","L 0-3",3,NA,42,18,93,0.258,41,5,12,34,4,NA,2,1,48,NA
"2024-2025","01/11/2025","Stanford","MPSF","Ball St.","W 3-0",3,NA,47,17,83,0.361,45,5,12,26,4,NA,7,NA,55.5,NA
"2024-2025","01/17/2025","Stanford","MPSF","Ohio St. @Austin, TX","W 3-0",3,NA,30,14,65,0.246,29,11,15,20,2,1,24,NA,54,NA
"2024-2025","01/18/2025","Stanford","MPSF","Penn St. @Austin, TX","W 3-1",4,NA,42,18,99,0.242,37,6,31,37,5,NA,20,NA,58,NA
"2024-2025","01/31/2025","Stanford","MPSF","UC Irvine","L 0-3",3,NA,34,18,78,0.205,33,2,10,24,9,NA,10,1,41,NA
"2024-2025","02/01/2025","Stanford","MPSF","UC Irvine","L 0-3",3,NA,42,19,102,0.225,39,2,19,37,6,1,11,3,50.5,NA
"2024-2025","02/05/2025","Stanford","MPSF","@ Hawaii","L 2-3",5,NA,54,18,124,0.29,51,7,24,33,11,4,16,2,73,NA
"2024-2025","02/07/2025","Stanford","MPSF","@ Hawaii","W 3-1",4,NA,56,17,124,0.315,54,6,14,33,8,1,13,NA,69.5,NA
"2024-2025","02/15/2025","Stanford","MPSF","Master's","L 2-3",5,NA,65,17,152,0.316,62,8,29,48,6,2,12,NA,81,NA
"2024-2025","02/21/2025","Stanford","MPSF","@ Vanguard","W 3-1",4,NA,49,9,99,0.404,41,8,13,31,4,NA,7,5,60.5,NA
"2024-2025","02/22/2025","Stanford","MPSF","@ Vanguard","W 3-0",3,NA,34,14,76,0.263,31,5,17,22,6,2,19,1,50.5,NA
"2024-2025","02/28/2025","Stanford","MPSF","UC Merced","W 3-0",3,NA,33,12,75,0.28,29,3,13,28,3,1,6,3,40,NA
"2024-2025","03/01/2025","Stanford","MPSF","UC San Diego","L 2-3",5,NA,60,26,134,0.254,60,5,23,44,4,1,12,2,72,NA
"2024-2025","03/06/2025","Stanford","MPSF","@ UCLA","L 1-3",4,NA,37,16,89,0.236,35,4,17,28,8,1,4,1,44,1
"2024-2025","03/07/2025","Stanford","MPSF","@ UCLA","L 0-3",3,NA,26,20,79,0.076,24,3,16,17,5,1,15,1,37.5,NA
"2024-2025","03/14/2025","Stanford","MPSF","Pepperdine","L 1-3",4,NA,42,26,110,0.145,40,4,14,31,7,2,6,NA,51,NA
"2024-2025","03/15/2025","Stanford","MPSF","Pepperdine","L 1-3",4,NA,51,21,108,0.278,50,1,20,26,2,NA,12,1,58,NA
"2024-2025","03/28/2025","Stanford","MPSF","@ Menlo","W 3-0",3,NA,33,12,69,0.304,33,6,13,18,1,1,10,NA,45,NA
"2024-2025","03/29/2025","Stanford","MPSF","Menlo","W 3-0",3,NA,46,12,86,0.395,46,5,14,22,5,1,14,3,59,NA
"2024-2025","04/03/2025","Stanford","MPSF","@ BYU","L 0-3",3,NA,36,15,75,0.28,33,NA,16,17,4,NA,14,4,43,NA
"2024-2025","04/04/2025","Stanford","MPSF","@ BYU","L 1-3",4,NA,43,14,107,0.271,41,1,28,19,3,1,27,1,58.5,NA
"2024-2025","04/11/2025","Stanford","MPSF","@ Southern California","W 3-2",5,NA,73,23,139,0.36,70,4,19,44,2,1,11,2,83.5,NA
"2024-2025","04/12/2025","Stanford","MPSF","@ Southern California","W 3-1",4,NA,65,19,137,0.336,63,4,16,48,3,4,13,1,79.5,NA
"2024-2025","04/17/2025","Stanford","MPSF","Grand Canyon","L 2-3",5,NA,50,18,106,0.302,48,9,24,26,8,NA,18,2,68,NA
"2024-2025","04/18/2025","Stanford","MPSF","Grand Canyon","L 2-3",5,NA,53,20,119,0.277,53,8,27,37,7,1,17,3,70.5,NA
"2024-2025","04/23/2025","Stanford","MPSF","#7 Menlo @Malibu, CA (2025 MVB MPSF Tournament)","W 3-1",4,NA,60,17,112,0.384,55,NA,20,32,7,2,20,2,72,NA
"2024-2025","04/24/2025","Stanford","MPSF","#3 BYU @Malibu, CA (2025 MVB MPSF Tournament)","W 3-2",5,NA,53,23,123,0.244,51,10,19,33,8,3,25,1,78.5,NA
"2024-2025","04/25/2025","Stanford","MPSF","#2 Southern California @Malibu, CA (2025 MVB MPSF Tournament)","L 1-3",4,NA,47,24,120,0.192,45,4,22,22,3,3,14,NA,61,NA
"2024-2025","01/09/2025","UCLA","MPSF","FDU","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","01/10/2025","UCLA","MPSF","Saint Francis @Long Beach, CA","W 3-0",3,NA,32,3,63,0.46,28,5,18,21,4,1,12,1,44,NA
"2024-2025","01/17/2025","UCLA","MPSF","Penn St. @Austin, TX","W 3-0",3,NA,27,11,53,0.302,27,5,22,15,4,2,18,1,43,NA
"2024-2025","01/18/2025","UCLA","MPSF","Ohio St. @Austin, TX","L 1-3",4,NA,47,15,91,0.352,45,4,27,25,7,3,18,2,63,NA
"2024-2025","01/23/2025","UCLA","MPSF","UC San Diego","W 3-1",4,NA,51,17,109,0.312,49,NA,25,34,11,2,10,1,74,NA
"2024-2025","01/24/2025","UCLA","MPSF","@ CSUN","W 3-1",4,NA,47,15,88,0.364,42,12,14,32,7,1,24,2,72,NA
"2024-2025","01/31/2025","UCLA","MPSF","Penn St. @Columbus, OH","W 3-0",3,NA,41,10,69,0.449,39,6,21,16,5,NA,13,NA,53.5,NA
"2024-2025","02/01/2025","UCLA","MPSF","@ Ohio St.","W 3-1",4,NA,48,15,101,0.327,46,12,19,27,7,NA,25,NA,72.5,NA
"2024-2025","02/07/2025","UCLA","MPSF","@ Long Beach St.","L 1-3",4,NA,44,16,92,0.304,41,3,26,19,9,1,10,3,53,NA
"2024-2025","02/12/2025","UCLA","MPSF","Long Beach St.","L 0-3",3,NA,38,12,72,0.361,36,1,15,16,3,1,8,NA,44,NA
"2024-2025","02/19/2025","UCLA","MPSF","@ UC Irvine","W 3-0",3,NA,45,11,77,0.442,41,4,22,23,9,NA,14,3,56,NA
"2024-2025","02/22/2025","UCLA","MPSF","UC Irvine","W 3-2",5,NA,56,15,101,0.406,54,13,20,30,3,1,14,5,77,1
"2024-2025","02/26/2025","UCLA","MPSF","UC Santa Barbara","W 3-1",4,NA,41,18,97,0.237,37,9,21,23,5,2,15,NA,59.5,NA
"2024-2025","02/28/2025","UCLA","MPSF","@ UC Santa Barbara","W 3-1",4,NA,53,7,86,0.535,52,4,26,31,4,NA,16,NA,65,NA
"2024-2025","03/06/2025","UCLA","MPSF","Stanford","W 3-1",4,NA,55,13,101,0.416,53,8,30,25,4,1,16,NA,72,1
"2024-2025","03/07/2025","UCLA","MPSF","Stanford","W 3-0",3,NA,34,15,75,0.253,29,5,21,24,3,1,27,NA,53.5,NA
"2024-2025","03/13/2025","UCLA","MPSF","@ Vanguard","W 3-0",3,NA,37,12,74,0.338,34,7,21,14,2,1,15,1,52.5,NA
"2024-2025","03/15/2025","UCLA","MPSF","Vanguard","W 3-0",3,NA,37,11,70,0.371,32,9,19,24,4,2,16,1,56,NA
"2024-2025","03/27/2025","UCLA","MPSF","Pepperdine","W 3-0",3,NA,47,9,91,0.418,45,8,14,26,5,1,7,4,59.5,NA
"2024-2025","03/29/2025","UCLA","MPSF","@ Pepperdine","W 3-1",4,NA,59,8,111,0.459,53,5,22,35,4,2,21,NA,76.5,NA
"2024-2025","04/04/2025","UCLA","MPSF","@ Grand Canyon","L 0-3",3,NA,43,26,109,0.156,41,2,21,30,3,3,5,1,50.5,NA
"2024-2025","04/05/2025","UCLA","MPSF","@ Grand Canyon","W 3-2",5,NA,62,19,125,0.344,53,10,NA,39,6,1,10,3,78,NA
"2024-2025","04/11/2025","UCLA","MPSF","BYU","W 3-2",5,NA,64,15,120,0.408,61,12,31,31,6,3,18,NA,NA,NA
"2024-2025","04/12/2025","UCLA","MPSF","BYU","W 3-1",4,NA,58,12,96,0.479,51,7,29,23,7,NA,23,1,76.5,NA
"2024-2025","04/17/2025","UCLA","MPSF","Southern California","W 3-2",5,NA,64,19,121,0.372,60,8,30,31,5,NA,12,1,78,NA
"2024-2025","04/19/2025","UCLA","MPSF","@ Southern California","L 0-3",3,NA,40,14,77,0.338,38,3,19,12,7,1,4,2,46,NA
"2024-2025","04/25/2025","UCLA","MPSF","#4 Pepperdine @Malibu, CA (2025 MVB MPSF Tournament)","L 2-3",5,NA,56,19,101,0.366,52,15,28,24,4,4,16,5,83,NA
"2024-2025","05/08/2025","UCLA","MPSF","#6 Belmont Abbey @Columbus, OH (2025 NC MVB NCAA Tournament)","W 3-0",3,NA,44,9,77,0.455,40,5,14,18,1,3,20,NA,62,NA
"2024-2025","05/10/2025","UCLA","MPSF","#2 Hawaii @Columbus, OH (2025 NC MVB NCAA Tournament)","W 3-0",3,NA,40,10,81,0.37,37,6,16,34,3,2,18,1,57,NA
"2024-2025","05/12/2025","UCLA","MPSF","#1 Long Beach St. @Columbus, OH (2025 NC MVB NCAA Tournament)","L 0-3",3,NA,29,15,73,0.192,29,3,18,10,5,1,14,2,40,NA
"2024-2025","01/09/2025","Vanguard","MPSF","Merrimack","W 3-0",3,NA,41,10,79,0.392,38,3,18,20,2,1,12,1,51,NA
"2024-2025","01/24/2025","Vanguard","MPSF","@ UC San Diego","L 0-3",3,NA,23,13,72,0.139,23,2,11,17,8,1,2,2,27,NA
"2024-2025","01/30/2025","Vanguard","MPSF","UC Merced","W 3-0",3,NA,49,14,107,0.327,46,5,18,42,3,2,8,2,60,1
"2024-2025","02/06/2025","Vanguard","MPSF","Master's","L 1-3",4,NA,39,18,112,0.188,36,4,18,37,3,4,4,2,49,NA
"2024-2025","02/07/2025","Vanguard","MPSF","UC San Diego","L 2-3",5,NA,49,20,114,0.254,42,13,26,30,6,1,8,5,67,NA
"2024-2025","02/14/2025","Vanguard","MPSF","@ Long Beach St.","L 0-3",3,NA,21,11,56,0.179,22,3,16,11,9,2,NA,1,26,NA
"2024-2025","02/20/2025","Vanguard","MPSF","Simpson (CA)","W 3-0",3,NA,34,11,81,0.284,30,9,18,32,5,2,14,NA,52,NA
"2024-2025","02/21/2025","Vanguard","MPSF","Stanford","L 1-3",4,NA,54,17,114,0.325,49,4,23,30,8,1,8,3,63,NA
"2024-2025","02/22/2025","Vanguard","MPSF","Stanford","L 0-3",3,NA,26,23,76,0.039,23,6,17,18,5,3,14,2,42,1
"2024-2025","02/26/2025","Vanguard","MPSF","Southern California","L 0-3",3,NA,24,12,65,0.185,20,3,12,12,7,2,8,5,33,NA
"2024-2025","02/28/2025","Vanguard","MPSF","@ Southern California","L 0-3",3,NA,30,16,96,0.146,28,3,12,28,2,1,NA,2,34,NA
"2024-2025","03/03/2025","Vanguard","MPSF","Jamestown","W 3-0",3,NA,40,10,89,0.337,35,7,15,28,3,1,14,NA,55,NA
"2024-2025","03/05/2025","Vanguard","MPSF","Olivet Nazarene","W 3-0",3,NA,35,10,76,0.329,31,8,16,22,7,1,8,2,48,NA
"2024-2025","03/07/2025","Vanguard","MPSF","Menlo","L 2-3",5,NA,51,16,114,0.307,48,8,20,43,10,NA,22,2,70,1
"2024-2025","03/08/2025","Vanguard","MPSF","Menlo","W 3-1",4,NA,63,23,142,0.282,58,4,16,54,6,1,20,2,78,NA
"2024-2025","03/13/2025","Vanguard","MPSF","UCLA","L 0-3",3,NA,23,16,57,0.123,22,2,14,19,7,1,8,2,30,1
"2024-2025","03/15/2025","Vanguard","MPSF","@ UCLA","L 0-3",3,NA,23,13,65,0.154,20,4,13,16,9,2,2,NA,30,NA
"2024-2025","03/20/2025","Vanguard","MPSF","@ CUI","W 3-2",5,NA,52,21,139,0.223,50,8,19,32,4,2,8,NA,66,NA
"2024-2025","03/22/2025","Vanguard","MPSF","@ CUI","L 0-3",3,NA,35,13,92,0.239,31,2,12,31,5,1,9,NA,42.5,1
"2024-2025","03/27/2025","Vanguard","MPSF","CUI","L 1-3",4,NA,52,17,113,0.31,50,8,19,31,8,1,14,3,68,NA
"2024-2025","03/29/2025","Vanguard","MPSF","CUI","L 2-3",5,NA,54,17,133,0.278,51,8,13,57,11,NA,12,3,68,NA
"2024-2025","04/04/2025","Vanguard","MPSF","Jessup","L 2-3",5,NA,54,30,152,0.158,48,4,19,55,3,2,14,1,67,NA
"2024-2025","04/05/2025","Vanguard","MPSF","Jessup","W 3-2",5,NA,61,27,151,0.225,56,6,16,55,6,3,12,1,76,1
"2024-2025","04/11/2025","Vanguard","MPSF","@ Menlo","L 1-3",4,NA,46,14,105,0.305,42,2,19,36,14,4,8,NA,56,NA
"2024-2025","04/12/2025","Vanguard","MPSF","@ Menlo","L 0-3",3,NA,37,19,86,0.209,33,3,15,28,5,3,7,NA,46.5,NA
"2024-2025","04/22/2025","Vanguard","MPSF","#8 CUI @Malibu, CA (2025 MVB MPSF Tournament)","L 1-3",4,NA,46,13,123,0.268,43,6,25,35,5,3,14,4,62,NA
"2024-2025","01/17/2025","D'Youville","NEC","@ Southern California","L 0-3",3,NA,26,23,87,0.034,24,4,16,25,4,NA,9,1,34.5,NA
"2024-2025","01/18/2025","D'Youville","NEC","@ CUI","L 0-3",3,NA,29,17,74,0.162,26,3,13,19,6,1,5,2,35.5,NA
"2024-2025","01/19/2025","D'Youville","NEC","@ Pepperdine","L 0-3",3,NA,13,12,54,0.019,13,NA,6,8,15,NA,NA,2,13,NA
"2024-2025","01/25/2025","D'Youville","NEC","Dominican (NY)","W 3-0",3,NA,37,13,78,0.308,35,2,20,27,2,2,10,1,46,NA
"2024-2025","02/08/2025","D'Youville","NEC","Rockhurst","L 1-3",4,NA,39,24,108,0.139,37,6,13,37,5,2,11,3,52.5,NA
"2024-2025","02/14/2025","D'Youville","NEC","@ St. Thomas Aquinas","L 0-3",3,NA,37,19,108,0.167,30,1,7,33,5,2,10,3,45,NA
"2024-2025","02/20/2025","D'Youville","NEC","Central St. (OH)","W 3-2",5,NA,51,22,136,0.213,49,9,24,46,7,NA,6,2,63,NA
"2024-2025","02/21/2025","D'Youville","NEC","American Int'l","Ppd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","02/24/2025","D'Youville","NEC","@ Roberts Wesleyan","W 3-2",5,NA,54,15,108,0.361,50,7,18,30,10,4,13,2,71.5,1
"2024-2025","03/07/2025","D'Youville","NEC","@ Merrimack","L 1-3",4,NA,35,12,92,0.25,32,4,17,28,12,8,6,NA,50,NA
"2024-2025","03/08/2025(2)","D'Youville","NEC","@ American Int'l","W 3-1",4,NA,46,18,129,0.217,42,2,16,47,3,NA,12,NA,63,NA
"2024-2025","03/08/2025","D'Youville","NEC","@ Harvard","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","03/14/2025","D'Youville","NEC","Thomas More","L 1-3",4,NA,51,29,135,0.163,47,5,11,43,8,6,14,3,69,NA
"2024-2025","03/15/2025","D'Youville","NEC","Thomas More","L 0-3",3,NA,28,25,97,0.031,27,2,11,35,2,4,14,NA,41,NA
"2024-2025","03/17/2025","D'Youville","NEC","Roberts Wesleyan","W 3-2",5,NA,52,24,121,0.231,52,2,16,39,11,3,18,5,66,NA
"2024-2025","03/21/2025","D'Youville","NEC","@ Saint Francis","L 0-3",3,NA,29,15,75,0.187,27,1,11,22,6,1,4,NA,33,NA
"2024-2025","03/22/2025","D'Youville","NEC","@ Saint Francis","L 0-3",3,NA,25,22,80,0.038,24,2,9,32,6,NA,4,1,29,NA
"2024-2025","03/29/2025","D'Youville","NEC","@ NJIT","L 0-3",3,NA,31,17,87,0.161,28,2,9,23,4,2,4,3,37,NA
"2024-2025","03/30/2025","D'Youville","NEC","@ Dominican (NY)","W 3-1",4,NA,44,15,95,0.305,43,2,17,36,10,4,13,NA,56.5,NA
"2024-2025","04/04/2025","D'Youville","NEC","LIU","L 0-3",3,NA,28,22,94,0.064,27,2,10,33,4,1,2,2,32,NA
"2024-2025","04/05/2025","D'Youville","NEC","LIU","L 1-3",4,NA,42,18,107,0.224,38,2,11,37,5,5,8,NA,53,NA
"2024-2025","04/11/2025","D'Youville","NEC","@ FDU","L 1-3",4,NA,42,27,137,0.109,39,1,9,47,6,3,8,2,50,NA
"2024-2025","04/12/2025","D'Youville","NEC","@ FDU","L 0-3",3,NA,34,19,96,0.156,32,NA,7,32,6,3,8,3,41,NA
"2024-2025","04/18/2025","D'Youville","NEC","@ Daemen","L 1-3",4,NA,42,16,134,0.194,36,3,13,49,5,2,2,1,48,1
"2024-2025","04/19/2025","D'Youville","NEC","Daemen","W 3-1",4,NA,40,20,95,0.211,37,2,14,41,7,1,14,2,50,NA
"2024-2025","01/09/2025","Daemen","NEC","@ Southern California","L 1-3",4,NA,43,25,107,0.168,40,5,18,32,4,1,10,3,54,2
"2024-2025","01/10/2025","Daemen","NEC","@ UC San Diego","L 0-3",3,NA,24,19,65,0.077,23,3,20,17,5,2,NA,NA,29,NA
"2024-2025","01/11/2025","Daemen","NEC","@ CUI","W 3-1",4,NA,49,19,104,0.288,47,8,19,32,7,3,17,NA,68.5,NA
"2024-2025","01/24/2025","Daemen","NEC","Dominican (NY)","W 3-0",3,NA,40,15,88,0.284,34,5,18,31,NA,2,2,NA,48,NA
"2024-2025","02/05/2025","Daemen","NEC","Roberts Wesleyan","W 3-1",4,NA,41,21,103,0.194,38,10,25,41,4,6,16,1,65,1
"2024-2025","02/08/2025","Daemen","NEC","Rockhurst @Buffalo, NY","W 3-1",4,NA,48,12,96,0.375,44,7,9,36,1,4,17,1,67.5,NA
"2024-2025","02/15/2025","Daemen","NEC","@ St. Thomas Aquinas","L 0-3",3,NA,34,16,72,0.25,34,4,16,13,7,NA,4,NA,40,NA
"2024-2025","02/16/2025","Daemen","NEC","@ Dominican (NY)","W 3-0",3,NA,37,10,76,0.355,33,9,28,18,5,1,7,2,50.5,NA
"2024-2025","02/21/2025","Daemen","NEC","Central St. (OH)","W 3-0",3,NA,34,13,70,0.3,30,3,22,24,3,2,8,2,43,NA
"2024-2025","02/22/2025","Daemen","NEC","American Int'l","W 3-0",3,NA,41,16,87,0.287,37,6,20,24,3,4,7,1,54.5,NA
"2024-2025","02/27/2025","Daemen","NEC","@ Roberts Wesleyan","W 3-1",4,NA,42,12,93,0.323,39,6,23,37,4,5,19,NA,62.5,NA
"2024-2025","03/07/2025","Daemen","NEC","@ American Int'l","W 3-0",3,NA,36,11,75,0.333,35,8,19,26,3,1,6,NA,48,NA
"2024-2025","03/08/2025","Daemen","NEC","@ Merrimack","L 1-3",4,NA,41,24,119,0.143,38,8,13,39,7,5,15,NA,61.5,NA
"2024-2025","03/20/2025","Daemen","NEC","@ George Mason","L 1-3",4,NA,53,21,110,0.291,50,6,28,31,3,6,6,1,68,NA
"2024-2025","03/21/2025","Daemen","NEC","UC Irvine @Fairfax, VA","L 0-3",3,NA,28,11,61,0.279,26,1,16,9,7,2,NA,NA,31,NA
"2024-2025","03/22/2025","Daemen","NEC","@ Princeton","L 1-3",4,NA,45,21,102,0.235,40,6,12,31,12,NA,5,NA,53.5,NA
"2024-2025","03/28/2025","Daemen","NEC","@ LIU","L 2-3",5,NA,54,23,137,0.226,52,5,21,44,11,3,21,3,72.5,NA
"2024-2025","03/29/2025","Daemen","NEC","@ LIU","L 0-3",3,NA,35,16,96,0.198,31,2,11,31,5,NA,12,2,43,NA
"2024-2025","03/30/2025","Daemen","NEC","@ Harvard","L 0-3",3,NA,26,20,80,0.075,25,5,15,18,5,2,4,2,35,NA
"2024-2025","04/05/2025","Daemen","NEC","FDU","W 3-1",4,NA,54,14,101,0.396,50,8,18,30,5,8,10,NA,75,NA
"2024-2025","04/06/2025","Daemen","NEC","FDU","W 3-1",4,NA,57,13,116,0.379,51,5,20,40,4,2,12,1,70,NA
"2024-2025","04/11/2025","Daemen","NEC","Saint Francis","W 3-1",4,NA,51,17,114,0.298,43,2,19,38,5,4,2,NA,58,NA
"2024-2025","04/12/2025","Daemen","NEC","Saint Francis","L 0-3",3,NA,35,22,88,0.148,33,10,17,21,6,3,4,3,50,NA
"2024-2025","04/18/2025","Daemen","NEC","D'Youville","W 3-1",4,NA,61,24,140,0.264,55,5,16,58,3,7,NA,1,73,1
"2024-2025","04/19/2025","Daemen","NEC","@ D'Youville","L 1-3",4,NA,44,24,116,0.172,43,7,30,31,2,4,12,1,61,NA
"2024-2025","04/25/2025","Daemen","NEC","#2 LIU @Loretto, PA (2025 MVB NEC Tournament)","W 3-2",5,NA,48,23,122,0.205,40,6,22,43,NA,2,16,NA,64,NA
"2024-2025","04/26/2025","Daemen","NEC","@#1 Saint Francis 2025 MVB NEC Tournament","W 3-1",4,NA,49,23,118,0.22,47,3,17,52,4,3,16,NA,63,NA
