"Season","Date","Team","Conference","Opponent","Result","S","MS","Kills","Errors","Total Attacks","Hit Pct","Assists","Aces","SErr","Digs","RErr","Block Solos","Block Assists","BErr","PTS","BHE"
"2024-2025","04/12/2025","Catawba","DI Independent","@ Lincoln Memorial","L 0-3",3,NA,27,11,68,0.235,27,2,9,16,7,1,8,NA,34,NA
"2024-2025","04/18/2025","Catawba","DI Independent","#5 Rockhurst @St. Louis, MO (2025 MVB IVA Tournament)","L 1-3",4,NA,56,17,142,0.275,51,2,10,55,6,2,11,NA,65.5,NA
"2024-2025","01/20/2025","Jessup","DI Independent","@ Pacific Union","W 3-1",4,NA,45,12,81,0.407,41,8,NA,22,5,7,4,NA,62,NA
"2024-2025","01/25/2025","Jessup","DI Independent","@ Menlo","L 0-3",3,NA,36,20,83,0.193,31,2,14,24,8,NA,7,NA,41.5,NA
"2024-2025","01/31/2025","Jessup","DI Independent","@ Simpson (CA)","W 3-1",4,NA,53,25,117,0.239,51,5,18,46,8,2,9,7,64.5,NA
"2024-2025","02/06/2025","Jessup","DI Independent","UC Merced","L 0-3",3,NA,22,24,69,-0.029,22,5,14,19,9,NA,2,3,28,NA
"2024-2025","02/07/2025","Jessup","DI Independent","Menlo","W 3-1",4,NA,40,25,110,0.136,37,9,17,29,4,5,21,2,64.5,NA
"2024-2025","02/12/2025","Jessup","DI Independent","@ UC Merced","W 3-1",4,NA,56,25,129,0.24,53,2,12,40,4,5,12,NA,69,NA
"2024-2025","02/14/2025","Jessup","DI Independent","@ CSUN","L 1-3",4,NA,40,17,91,0.253,39,4,19,20,11,1,8,NA,49,1
"2024-2025","02/27/2025","Jessup","DI Independent","@ Soka","W 3-0",3,NA,37,5,48,NA,31,11,13,20,2,1,6,NA,52,NA
"2024-2025","03/01/2025","Jessup","DI Independent","Ottawa (AZ) @Aliso Viejo, Calif.","W 3-1",4,NA,61,25,128,0.281,59,4,21,36,3,1,14,NA,73,NA
"2024-2025","03/06/2025","Jessup","DI Independent","@ CUI","L 1-3",4,NA,47,27,111,0.18,46,8,11,40,9,2,6,1,60,NA
"2024-2025","03/07/2025","Jessup","DI Independent","@ CUI","L 0-3",3,NA,30,16,87,0.161,30,5,12,26,9,3,7,NA,41.5,NA
"2024-2025","03/11/2025","Jessup","DI Independent","Simpson (CA)","W 3-0",3,NA,26,8,59,0.305,22,11,15,26,2,1,19,2,47.5,NA
"2024-2025","03/16/2025","Jessup","DI Independent","@ Simpson (CA)","L 0-3",3,NA,35,18,90,0.189,34,2,14,32,5,3,5,4,42.5,NA
"2024-2025","03/20/2025","Jessup","DI Independent","Pacific Union","W 3-0",3,NA,33,9,54,0.444,32,12,24,17,NA,5,2,NA,51,NA
"2024-2025","04/01/2025","Jessup","DI Independent","UC Merced","W 3-0",3,NA,38,10,61,0.459,36,11,13,24,2,1,2,NA,51,1
"2024-2025","04/02/2025","Jessup","DI Independent","Simpson (CA)","W 3-0",3,NA,46,9,83,0.446,42,6,15,28,2,2,6,3,57,NA
"2024-2025","04/04/2025","Jessup","DI Independent","@ Vanguard","W 3-2",5,NA,54,23,139,0.223,53,3,23,58,4,1,22,3,69,NA
"2024-2025","04/05/2025","Jessup","DI Independent","@ Vanguard","L 2-3",5,NA,50,28,148,0.149,48,6,16,56,6,2,21,1,68.5,NA
"2024-2025","04/10/2025","Jessup","DI Independent","@ Pepperdine","L 1-3",4,NA,48,27,122,0.172,46,2,23,40,9,2,5,3,54.5,NA
"2024-2025","04/11/2025","Jessup","DI Independent","@ Pepperdine","L 0-3",3,NA,29,18,73,0.151,27,1,13,19,7,3,4,4,35,NA
"2024-2025","04/25/2025","Jessup","DI Independent","Roberts Wesleyan @Elgin, IL","W 3-1",4,NA,47,11,84,0.429,43,5,20,31,7,4,2,1,57,NA
"2024-2025","04/25/2025","Jessup","DI Independent","@ Judson (IL)","W 3-0",3,NA,42,12,80,0.375,40,3,12,30,5,6,14,1,58,NA
"2024-2025","04/26/2025","Jessup","DI Independent","Roberts Wesleyan @Elgin, IL","W 3-0",3,NA,31,17,71,0.197,28,4,6,31,5,3,14,2,45,NA
"2024-2025","04/26/2025","Jessup","DI Independent","Oakland City @Elgin, IL","W 3-0",3,NA,44,12,82,0.39,42,5,12,32,3,3,NA,3,52,NA
"2024-2025","01/09/2025","Lincoln Memorial","DI Independent","@ North Greenville","W 3-1",4,NA,45,9,99,0.364,43,4,16,36,2,2,22,NA,62,NA
"2024-2025","01/10/2025","Lincoln Memorial","DI Independent","@ Belmont Abbey","W 3-1",4,NA,45,18,101,0.267,42,6,16,42,7,2,10,4,58,NA
"2024-2025","01/17/2025","Lincoln Memorial","DI Independent","@ Charleston (WV)","W 3-0",3,NA,42,10,75,0.427,39,NA,14,24,NA,9,6,NA,54,NA
"2024-2025","01/18/2025","Lincoln Memorial","DI Independent","@ Charleston (WV)","W 3-1",4,NA,49,17,111,0.288,47,5,14,42,2,7,10,1,66,NA
"2024-2025","01/22/2025","Lincoln Memorial","DI Independent","Erskine","Ppd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","01/25/2025","Lincoln Memorial","DI Independent","Quincy","W 3-1",4,NA,52,29,147,0.156,47,5,15,50,NA,2,18,NA,68,NA
"2024-2025","01/31/2025","Lincoln Memorial","DI Independent","@ Harvard","W 3-2",5,NA,57,23,142,0.239,54,2,18,48,4,1,25,3,72.5,1
"2024-2025","02/01/2025","Lincoln Memorial","DI Independent","Saint Francis @Cambridge, MA","W 3-2",5,NA,54,18,121,0.298,50,6,18,49,8,2,12,3,68,NA
"2024-2025","02/04/2025","Lincoln Memorial","DI Independent","@ UC San Diego","L 0-3",3,NA,34,14,83,0.241,31,1,11,30,5,1,8,NA,40,NA
"2024-2025","02/05/2025","Lincoln Memorial","DI Independent","@ CUI","W 3-1",4,NA,44,16,98,0.286,41,9,18,39,4,1,11,2,59.5,NA
"2024-2025","02/12/2025","Lincoln Memorial","DI Independent","Tusculum","W 3-0",3,NA,32,6,65,0.4,30,5,10,22,NA,2,12,NA,45,NA
"2024-2025","02/13/2025","Lincoln Memorial","DI Independent","Lees-McRae","W 3-0",3,NA,35,10,70,0.357,32,8,12,29,NA,NA,9,NA,47.5,1
"2024-2025","02/21/2025","Lincoln Memorial","DI Independent","Fort Valley St.","W 3-0",3,NA,38,8,74,0.405,33,11,15,28,3,1,9,NA,54.5,NA
"2024-2025","03/01/2025","Lincoln Memorial","DI Independent","@ Princeton","W 3-0",3,NA,42,12,83,0.361,35,7,13,25,2,1,10,NA,55,NA
"2024-2025","03/02/2025","Lincoln Memorial","DI Independent","@ NJIT","W 3-0",3,NA,35,15,78,0.256,34,2,9,30,6,3,19,NA,49.5,NA
"2024-2025","03/05/2025","Lincoln Memorial","DI Independent","@ King (TN)","W 3-0",3,NA,43,8,75,0.467,41,6,21,27,4,2,8,NA,55,NA
"2024-2025","03/18/2025","Lincoln Memorial","DI Independent","@ Tusculum","W 3-0",3,NA,40,8,78,0.41,34,10,19,24,1,2,10,NA,57,NA
"2024-2025","03/21/2025","Lincoln Memorial","DI Independent","North Greenville","W 3-0",3,NA,41,8,65,0.508,37,5,13,19,3,1,10,NA,52,NA
"2024-2025","04/04/2025","Lincoln Memorial","DI Independent","@ Barton","W 3-0",3,NA,32,13,68,0.279,29,9,18,30,2,5,4,NA,48,NA
"2024-2025","04/05/2025","Lincoln Memorial","DI Independent","@ Mount Olive","W 3-1",4,NA,52,22,127,0.236,46,6,18,47,3,4,15,NA,69.5,NA
"2024-2025","04/08/2025","Lincoln Memorial","DI Independent","@ Lees-McRae","W 3-0",3,NA,40,11,66,0.439,37,4,15,17,4,3,12,NA,53,1
"2024-2025","04/11/2025","Lincoln Memorial","DI Independent","King (TN)","W 3-0",3,NA,36,11,64,0.391,33,6,14,32,NA,1,25,NA,55.5,NA
"2024-2025","04/12/2025","Lincoln Memorial","DI Independent","Catawba","W 3-0",3,NA,47,12,77,0.455,41,7,13,25,2,2,4,NA,58,NA
"2024-2025","04/18/2025","Lincoln Memorial","DI Independent","#8 Thomas More @St. Louis, MO (2025 MVB IVA Tournament)","W 3-0",3,NA,33,14,86,0.221,32,2,14,39,2,1,12,NA,42,NA
"2024-2025","04/19/2025","Lincoln Memorial","DI Independent","#5 Rockhurst @St. Louis, MO (2025 MVB IVA Tournament)","W 3-0",3,NA,40,15,104,0.24,35,3,9,43,3,2,15,NA,52.5,NA
"2024-2025","04/19/2025","Lincoln Memorial","DI Independent","@#2 Maryville (MO) 2025 MVB IVA Tournament","W 3-1",4,NA,57,10,131,0.359,55,2,17,46,5,NA,15,NA,66.5,NA
"2024-2025","01/10/2025","Maryville (MO)","DI Independent","@ Lewis","L 0-3",3,NA,40,18,102,0.216,38,3,10,33,4,NA,2,NA,44,NA
"2024-2025","01/11/2025","Maryville (MO)","DI Independent","@ Loyola Chicago","L 1-3",4,NA,50,17,103,0.32,48,2,12,28,6,NA,14,NA,59,1
"2024-2025","01/18/2025","Maryville (MO)","DI Independent","Kentucky St.","Ppd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","01/24/2025","Maryville (MO)","DI Independent","@ Ball St.","L 0-3",3,NA,38,14,85,0.282,35,1,9,17,5,1,8,NA,44,NA
"2024-2025","01/27/2025","Maryville (MO)","DI Independent","Brescia","W 3-0",3,NA,46,12,80,0.425,43,7,10,31,3,1,8,NA,58,NA
"2024-2025","01/31/2025","Maryville (MO)","DI Independent","@ McKendree","L 0-3",3,NA,27,23,91,0.044,26,1,7,34,5,NA,6,1,31,NA
"2024-2025","02/01/2025","Maryville (MO)","DI Independent","@ Lindenwood","L 1-3",4,NA,55,8,119,0.395,51,6,17,29,8,5,6,2,69,NA
"2024-2025","02/04/2025","Maryville (MO)","DI Independent","Mo. Baptist","W 3-2",5,NA,50,30,134,0.149,46,12,17,49,4,6,20,2,78,NA
"2024-2025","02/07/2025","Maryville (MO)","DI Independent","Central St. (OH)","W 3-1",4,NA,43,19,91,0.264,40,5,15,31,2,2,24,1,62,NA
"2024-2025","02/08/2025","Maryville (MO)","DI Independent","LeMoyne-Owen","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","02/14/2025","Maryville (MO)","DI Independent","@ Rockhurst","W 3-0",3,NA,49,13,93,0.387,45,6,6,31,3,1,6,1,59,NA
"2024-2025","02/15/2025","Maryville (MO)","DI Independent","@ Rockhurst","W 3-1",4,NA,50,17,114,0.289,49,4,12,44,7,3,14,2,64,NA
"2024-2025","02/26/2025","Maryville (MO)","DI Independent","@ Missouri S&T","W 3-0",3,NA,43,19,90,0.267,41,5,13,26,3,3,7,NA,54.5,NA
"2024-2025","02/28/2025","Maryville (MO)","DI Independent","Rockhurst","L 2-3",5,NA,61,NA,152,0.158,54,3,17,58,3,1,14,3,72,NA
"2024-2025","03/01/2025","Maryville (MO)","DI Independent","@ Roosevelt","W 3-0",3,NA,36,9,67,0.403,34,10,11,24,3,2,6,NA,51,NA
"2024-2025","03/05/2025","Maryville (MO)","DI Independent","McKendree","L 1-3",4,NA,39,34,133,0.038,38,5,19,51,2,3,9,NA,51.5,NA
"2024-2025","03/07/2025","Maryville (MO)","DI Independent","Mt. St. Joseph","W 3-0",3,NA,31,3,67,0.418,30,15,11,19,NA,1,NA,NA,47,NA
"2024-2025","03/10/2025","Maryville (MO)","DI Independent","@ Central St. (OH)","W 3-0",3,NA,38,12,83,0.313,32,8,16,31,2,2,13,NA,54.5,NA
"2024-2025","03/11/2025","Maryville (MO)","DI Independent","@ Purdue Fort Wayne","L 2-3",5,NA,48,20,108,0.259,47,9,13,25,8,NA,20,2,67,NA
"2024-2025","03/12/2025","Maryville (MO)","DI Independent","@ Thomas More","W 3-0",3,NA,37,17,79,0.253,35,2,9,30,1,3,15,NA,49.5,NA
"2024-2025","03/13/2025","Maryville (MO)","DI Independent","@ Kentucky St.","Ppd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","03/13/2025(1)","Maryville (MO)","DI Independent","@ Kentucky St.","Ppd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","03/22/2025","Maryville (MO)","DI Independent","Wabash","W 3-0",3,NA,37,13,79,0.304,34,2,15,21,4,2,17,NA,49.5,NA
"2024-2025","03/29/2025","Maryville (MO)","DI Independent","Edward Waters @Memphis, TN","W 3-0",3,NA,48,10,93,0.409,40,8,14,40,1,5,2,NA,62,2
"2024-2025","03/29/2025","Maryville (MO)","DI Independent","@ LeMoyne-Owen","W 3-0",3,NA,34,3,56,0.554,31,NA,16,18,6,1,NA,2,54,NA
"2024-2025","03/30/2025","Maryville (MO)","DI Independent","@ LeMoyne-Owen","W 3-0",3,NA,33,12,64,0.328,29,12,17,30,3,3,4,3,50,NA
"2024-2025","04/04/2025","Maryville (MO)","DI Independent","Roosevelt","W 3-0",3,NA,35,20,90,0.167,32,7,13,30,2,2,10,NA,49,NA
"2024-2025","04/09/2025","Maryville (MO)","DI Independent","Missouri S&T","W 3-1",4,NA,54,24,153,0.196,49,4,10,60,6,3,8,NA,65,NA
"2024-2025","04/11/2025","Maryville (MO)","DI Independent","Thomas More","W 3-0",3,NA,48,17,105,0.295,46,6,10,42,3,1,8,NA,59,1
"2024-2025","04/18/2025","Maryville (MO)","DI Independent","#7 Barry 2025 MVB IVA Tournament","W 3-0",3,NA,34,9,64,0.391,32,8,13,27,1,1,9,NA,47.5,NA
"2024-2025","04/19/2025","Maryville (MO)","DI Independent","#6 Missouri S&T 2025 MVB IVA Tournament","W 3-2",5,NA,70,20,173,0.289,62,5,15,NA,2,3,19,NA,87.5,NA
"2024-2025","04/19/2025","Maryville (MO)","DI Independent","#1 Lincoln Memorial 2025 MVB IVA Tournament","L 1-3",4,NA,53,22,136,0.228,51,5,12,48,2,3,2,NA,62,NA
"2024-2025","01/09/2025","Missouri S&T","DI Independent","@ UC Santa Barbara","L 0-3",3,NA,39,18,87,0.241,39,3,14,33,3,2,4,NA,46,1
"2024-2025","01/10/2025","Missouri S&T","DI Independent","CSUN @Santa Barbara, CA","L 0-3",3,NA,29,14,75,0.2,28,1,15,15,4,2,2,1,33,NA
"2024-2025","01/11/2025","Missouri S&T","DI Independent","UC Irvine @Santa Barbara, CA","L 0-3",3,NA,25,15,70,0.143,24,2,8,16,7,2,4,NA,31,NA
"2024-2025","01/13/2025","Missouri S&T","DI Independent","@ Pepperdine","L 0-3",3,NA,19,16,72,0.042,18,1,8,17,8,1,8,NA,25,NA
"2024-2025","01/17/2025","Missouri S&T","DI Independent","Kentucky St.","Ppd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","01/24/2025","Missouri S&T","DI Independent","@ Loyola Chicago","L 0-3",3,NA,23,18,88,0.057,23,1,12,37,4,NA,13,1,30.5,NA
"2024-2025","01/25/2025","Missouri S&T","DI Independent","@ Lewis","L 0-3",3,NA,26,13,83,0.157,25,3,13,21,4,2,NA,NA,31,NA
"2024-2025","01/31/2025","Missouri S&T","DI Independent","@ Quincy","W 3-1",4,NA,51,14,115,0.322,48,7,17,31,7,6,2,NA,65,NA
"2024-2025","02/01/2025","Missouri S&T","DI Independent","Emmanuel (GA) @Quincy, IL","W 3-0",3,NA,39,17,111,0.198,34,3,8,37,3,6,6,NA,51,NA
"2024-2025","02/01/2025","Missouri S&T","DI Independent","Roberts Wesleyan @Quincy, IL","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","02/01/2025","Missouri S&T","DI Independent","Roosevelt  @Quincy, IL","W 3-0",3,NA,39,10,68,0.426,35,3,17,22,1,4,8,1,50,1
"2024-2025","02/06/2025","Missouri S&T","DI Independent","Park (MO)","L 0-3",3,NA,38,17,103,0.204,38,4,13,45,2,2,14,2,51,NA
"2024-2025","02/07/2025","Missouri S&T","DI Independent","LeMoyne-Owen","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","02/08/2025","Missouri S&T","DI Independent","Central St. (OH)","W 3-0",3,NA,39,8,66,0.47,37,8,13,16,1,1,4,1,50,NA
"2024-2025","02/22/2025","Missouri S&T","DI Independent","@ LeMoyne-Owen","W 3-0",3,NA,35,8,61,0.443,27,10,10,27,4,3,4,2,50,NA
"2024-2025","02/26/2025","Missouri S&T","DI Independent","Maryville (MO)","L 0-3",3,NA,28,15,72,0.181,27,3,10,27,5,1,10,1,37,1
"2024-2025","03/01/2025","Missouri S&T","DI Independent","@ Kentucky St.","W 3-0",3,NA,37,8,63,0.46,31,14,12,21,2,NA,6,NA,54,NA
"2024-2025","03/02/2025","Missouri S&T","DI Independent","@ Thomas More","W 3-0",3,NA,40,9,87,0.356,38,4,13,28,5,5,15,NA,56.5,NA
"2024-2025","03/08/2025","Missouri S&T","DI Independent","@ McKendree","L 1-3",4,NA,40,15,113,0.221,39,4,20,33,4,2,9,NA,50.5,NA
"2024-2025","03/10/2025","Missouri S&T","DI Independent","Thomas More","W 3-0",3,NA,42,19,102,0.225,35,4,9,47,3,2,11,NA,53.5,NA
"2024-2025","03/13/2025","Missouri S&T","DI Independent","Quincy","L 2-3",5,NA,65,23,152,0.276,58,4,17,53,7,1,19,NA,79.5,NA
"2024-2025","03/21/2025","Missouri S&T","DI Independent","Rockhurst","W 3-0",3,NA,36,11,69,0.362,33,7,8,21,2,2,16,NA,53,NA
"2024-2025","03/22/2025","Missouri S&T","DI Independent","Roosevelt","W 3-1",4,NA,53,18,116,0.302,49,1,15,34,2,3,21,NA,67.5,1
"2024-2025","04/02/2025","Missouri S&T","DI Independent","McKendree","L 1-3",4,NA,47,20,132,0.205,46,4,17,44,4,3,9,NA,58.5,NA
"2024-2025","04/05/2025","Missouri S&T","DI Independent","@ Rockhurst","L 2-3",5,NA,51,22,144,0.201,49,5,14,55,7,3,12,1,65,NA
"2024-2025","04/09/2025","Missouri S&T","DI Independent","@ Maryville (MO)","L 1-3",4,NA,50,22,153,0.183,48,6,13,63,4,3,12,NA,65,NA
"2024-2025","04/18/2025","Missouri S&T","DI Independent","#3 Tusculum @St. Louis, MO (2025 MVB IVA Tournament)","W 3-2",5,NA,53,14,130,0.3,51,8,11,43,7,NA,23,NA,72.5,NA
"2024-2025","04/19/2025","Missouri S&T","DI Independent","@#2 Maryville (MO) 2025 MVB IVA Tournament","L 2-3",5,NA,68,25,177,0.243,61,2,14,NA,5,1,6,NA,74,NA
"2024-2025","01/14/2025","Roosevelt","DI Independent","@ Lewis","L 0-3",3,NA,30,18,79,0.152,28,6,9,22,5,NA,NA,NA,36,NA
"2024-2025","01/16/2025","Roosevelt","DI Independent","Quincy","L 1-3",4,NA,42,16,103,0.252,40,3,13,32,4,1,6,1,49,2
"2024-2025","01/31/2025","Roosevelt","DI Independent","@ Quincy","L 0-3",3,NA,23,20,82,0.037,20,3,11,20,7,3,NA,NA,29,1
"2024-2025","02/01/2025","Roosevelt","DI Independent","Rockhurst @Quincy, IL","L 0-3",3,NA,24,20,67,0.06,19,2,6,16,4,3,2,NA,30,NA
"2024-2025","02/01/2025","Roosevelt","DI Independent","Missouri S&T @Quincy, IL","L 0-3",3,NA,31,17,75,0.187,28,1,15,15,3,3,8,NA,39,1
"2024-2025","02/12/2025","Roosevelt","DI Independent","Trinity Christian","Ppd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","02/14/2025","Roosevelt","DI Independent","Wis.-Stevens Point @River Forest, IL","L 1-3",4,NA,48,31,140,0.121,44,5,9,54,10,1,16,NA,62,NA
"2024-2025","02/14/2025","Roosevelt","DI Independent","@ Concordia Chicago","L 1-3",4,NA,38,31,128,0.055,36,4,19,48,8,1,6,NA,46,NA
"2024-2025","02/18/2025","Roosevelt","DI Independent","St. Xavier","L 1-3",4,NA,34,17,107,0.159,32,4,10,36,10,2,15,NA,47.5,NA
"2024-2025","02/21/2025","Roosevelt","DI Independent","Culver-Stockton","W 3-2",5,NA,70,24,168,0.274,67,7,17,61,6,1,6,NA,81,2
"2024-2025","03/01/2025","Roosevelt","DI Independent","Maryville (MO)","L 0-3",3,NA,20,16,67,0.06,18,3,11,10,10,NA,NA,2,23,NA
"2024-2025","03/07/2025","Roosevelt","DI Independent","St. John Fisher @Miami Shores, FL","L 1-3",4,NA,50,18,118,0.271,45,9,18,38,14,1,8,1,64,1
"2024-2025","03/07/2025","Roosevelt","DI Independent","LIU @Miami Shores, FL","L 1-3",4,NA,39,20,107,0.178,38,7,18,31,6,2,9,1,52.5,NA
"2024-2025","03/08/2025","Roosevelt","DI Independent","@ Barry","L 0-3",3,NA,37,15,87,0.253,35,3,7,29,5,NA,8,1,44,NA
"2024-2025","03/12/2025","Roosevelt","DI Independent","Trinity Christian","W 3-0",3,NA,40,10,69,0.435,39,12,16,28,2,3,4,NA,57,NA
"2024-2025","03/18/2025","Roosevelt","DI Independent","Bethel (IN)","L 1-3",4,NA,42,23,108,0.176,40,2,19,35,8,1,14,1,52,NA
"2024-2025","03/21/2025","Roosevelt","DI Independent","LeMoyne-Owen @Rolla, MO","W 3-0",3,NA,40,7,69,0.478,33,11,12,24,4,1,5,NA,54.5,NA
"2024-2025","03/22/2025","Roosevelt","DI Independent","Rockhurst @Rolla, MO","L 0-3",3,NA,32,17,81,0.185,29,1,10,21,7,NA,2,3,34,NA
"2024-2025","03/22/2025","Roosevelt","DI Independent","@ Missouri S&T","L 1-3",4,NA,48,29,122,0.156,45,2,14,38,1,NA,10,3,55,NA
"2024-2025","03/26/2025","Roosevelt","DI Independent","@ Wis.-Stevens Point","W 3-2",5,NA,70,25,153,0.294,69,2,20,60,5,3,8,2,79,1
"2024-2025","04/04/2025","Roosevelt","DI Independent","@ Maryville (MO)","L 0-3",3,NA,26,19,78,0.09,24,2,13,28,7,1,10,NA,34,NA
"2024-2025","04/08/2025","Roosevelt","DI Independent","@ Trinity Christian","W 3-0",3,NA,34,17,71,0.239,31,3,14,21,4,4,14,NA,48,NA
"2024-2025","04/18/2025","Roosevelt","DI Independent","#8 Thomas More @St. Louis, MO (2025 MVB IVA Tournament)","L 2-3",5,NA,50,33,148,0.115,45,2,20,45,6,3,10,NA,60,NA
"2024-2025","01/09/2025","Thomas More","DI Independent","Roberts Wesleyan","L 1-3",4,NA,34,29,106,0.047,32,5,11,34,7,4,6,NA,46,1
"2024-2025","01/14/2025","Thomas More","DI Independent","Central St. (OH)","W 3-0",3,NA,37,22,88,0.17,37,3,13,40,5,5,NA,NA,45,NA
"2024-2025","01/16/2025","Thomas More","DI Independent","@ Mt. St. Joseph","W 3-1",4,NA,46,16,96,0.313,41,7,16,37,4,7,10,1,65,NA
"2024-2025","01/30/2025","Thomas More","DI Independent","Indiana Tech","L 0-3",3,NA,31,17,79,0.177,30,NA,17,28,7,2,NA,NA,33,NA
"2024-2025","02/11/2025","Thomas More","DI Independent","Georgetown (KY)","L 2-3",5,NA,46,25,132,0.159,45,6,14,40,6,8,6,NA,63,NA
"2024-2025","02/18/2025","Thomas More","DI Independent","Mt. St. Joseph","W 3-0",3,NA,38,12,96,0.271,36,4,7,41,2,NA,2,NA,54,NA
"2024-2025","03/02/2025","Thomas More","DI Independent","Missouri S&T","L 0-3",3,NA,35,23,89,0.135,33,5,8,33,4,3,NA,NA,43,NA
"2024-2025","03/05/2025","Thomas More","DI Independent","@ Central St. (OH)","W 3-0",3,NA,36,16,83,0.241,33,9,9,29,5,NA,10,NA,50,NA
"2024-2025","03/07/2025","Thomas More","DI Independent","@ Purdue Fort Wayne","L 0-3",3,NA,23,7,58,0.276,23,6,11,12,6,NA,22,2,40,NA
"2024-2025","03/08/2025","Thomas More","DI Independent","@ Rockhurst","L 0-3",3,NA,27,18,68,0.132,25,1,8,15,10,1,6,4,32,NA
"2024-2025","03/09/2025","Thomas More","DI Independent","@ Rockhurst","L 0-3",3,NA,31,19,82,0.146,30,1,9,23,6,NA,5,3,34.5,NA
"2024-2025","03/10/2025","Thomas More","DI Independent","@ Missouri S&T","L 0-3",3,NA,29,19,101,0.099,26,3,8,37,4,2,14,NA,41,NA
"2024-2025","03/12/2025","Thomas More","DI Independent","Maryville (MO)","L 0-3",3,NA,32,17,84,0.179,30,1,18,18,2,2,8,NA,39,NA
"2024-2025","03/13/2025","Thomas More","DI Independent","@ Roberts Wesleyan","W 3-2",5,NA,48,19,129,0.225,45,6,12,35,7,1,22,6,66,NA
"2024-2025","03/14/2025","Thomas More","DI Independent","@ D'Youville","W 3-1",4,NA,53,23,131,0.229,50,8,15,43,5,2,12,3,69,NA
"2024-2025","03/14/2025","Thomas More","DI Independent","@ Dominican (NY)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","03/15/2025","Thomas More","DI Independent","@ D'Youville","W 3-0",3,NA,40,22,103,0.175,38,2,14,42,2,7,10,1,54,NA
"2024-2025","03/22/2025","Thomas More","DI Independent","@ Charleston (WV)","L 0-3",3,NA,24,18,82,0.073,22,1,9,23,3,8,NA,NA,33,NA
"2024-2025","03/28/2025","Thomas More","DI Independent","Tusculum","L 2-3",5,NA,61,28,137,0.241,55,10,23,38,5,2,8,NA,77,NA
"2024-2025","04/10/2025","Thomas More","DI Independent","Charleston (WV)","L 0-3",3,NA,35,22,92,0.141,34,4,11,26,7,3,10,NA,47,NA
"2024-2025","04/11/2025","Thomas More","DI Independent","@ Maryville (MO)","L 0-3",3,NA,38,17,105,0.2,36,3,9,34,6,1,6,NA,45,NA
"2024-2025","04/12/2025","Thomas More","DI Independent","@ Tusculum","L 1-3",4,NA,39,28,110,0.1,36,2,13,27,11,1,12,4,48,NA
"2024-2025","04/18/2025","Thomas More","DI Independent","#9 Roosevelt  @St. Louis, MO (2025 MVB IVA Tournament)","W 3-2",5,NA,43,30,135,0.096,42,6,13,48,2,2,21,NA,61.5,NA
"2024-2025","04/18/2025","Thomas More","DI Independent","#1 Lincoln Memorial @St. Louis, MO (2025 MVB IVA Tournament)","L 0-3",3,NA,20,21,91,-0.011,20,2,17,27,2,2,5,NA,26.5,NA
"2024-2025","01/09/2025","Tusculum","DI Independent","CSUN @Santa Barbara, CA","L 0-3",3,NA,23,12,58,0.19,22,1,9,9,10,3,12,3,33,NA
"2024-2025","01/10/2025","Tusculum","DI Independent","UC Irvine @Santa Barbara, CA","L 0-3",3,NA,21,12,56,0.161,21,NA,12,17,13,NA,NA,NA,21,NA
"2024-2025","01/11/2025","Tusculum","DI Independent","@ UC Santa Barbara","L 0-3",3,NA,22,11,63,0.175,22,2,9,19,8,2,12,NA,32,NA
"2024-2025","01/17/2025","Tusculum","DI Independent","@ Erskine","W 3-0",3,NA,28,10,71,0.254,24,5,16,17,1,2,22,1,46,NA
"2024-2025","01/19/2025","Tusculum","DI Independent","@ Queens (NC)","L 1-3",4,NA,37,25,93,0.129,33,4,18,26,NA,3,NA,5,44,NA
"2024-2025","01/19/2025","Tusculum","DI Independent","Barton @Charlotte, NC","L 1-3",4,NA,60,21,122,0.32,55,8,13,36,4,5,NA,3,73,NA
"2024-2025","01/21/2025","Tusculum","DI Independent","Quincy","W 3-1",4,NA,49,22,133,0.203,45,3,15,53,11,4,8,3,60,NA
"2024-2025","01/28/2025","Tusculum","DI Independent","@ North Greenville","W 3-1",4,NA,52,20,118,0.271,45,4,13,48,6,2,8,NA,62,NA
"2024-2025","01/30/2025","Tusculum","DI Independent","@ Ball St.","L 0-3",3,NA,29,17,79,0.152,24,2,11,21,7,2,10,NA,38,1
