"team","Season","Date","Team","Conference","Opponent Team","Opponent Conference","Location","Number","Player","P","S","MS","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RErr","BlockSolos","BlockAssists","BErr","TB","PTS","BHE"
"Boston College","2021-2022",2021-03-21,"Boston College","ACC","NC State","ACC","Away",12,"Izzy Clavenna","OH",2,0,3,2,8,0.125,0,0,0,1,0,0,0,0,0,3,0
"Boston College","2021-2022",2021-03-21,"Boston College","ACC","NC State","ACC","Away",16,"Annie Cornay","MB",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-03-21,"Boston College","ACC","NC State","ACC","Away",11,"Alayna Crabtree","OH",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-03-21,"Boston College","ACC","NC State","ACC","Away",7,"Mackenzie Fuhrmann","OH",3,0,2,1,16,0.063,1,0,0,3,0,0,5,1,3.5,4.5,0
"Boston College","2021-2022",2021-03-21,"Boston College","ACC","NC State","ACC","Away",18,"Bridget Green","L",3,0,0,0,1,0,0,1,0,4,0,0,0,0,0,1,0
"Boston College","2021-2022",2021-03-21,"Boston College","ACC","NC State","ACC","Away",2,"Silvia Ianeselli","OH",2,0,1,2,6,-0.167,0,0,0,1,0,0,0,0,0,1,0
"Boston College","2021-2022",2021-03-21,"Boston College","ACC","NC State","ACC","Away",9,"Katrina Jensen","OH",2,0,4,1,13,0.231,0,0,0,0,0,0,0,0,0,4,0
"Boston College","2021-2022",2021-03-21,"Boston College","ACC","NC State","ACC","Away",5,"Sophia Lambros","S",3,0,0,0,0,0,10,3,1,11,0,0,0,0,0,3,0
"Boston College","2021-2022",2021-03-21,"Boston College","ACC","NC State","ACC","Away",3,"Gabby McCaa","MB",3,0,2,2,7,0,0,0,0,0,0,1,4,0,3,5,0
"Boston College","2021-2022",2021-03-21,"Boston College","ACC","NC State","ACC","Away",4,"Anna Murphy","L",3,0,1,0,2,0.5,0,1,0,8,1,0,0,0,0,2,0
"Boston College","2021-2022",2021-03-21,"Boston College","ACC","NC State","ACC","Away",8,"Clare Naughton","OH",3,0,4,3,34,0.029,0,0,1,4,0,0,0,0,0,4,0
"Boston College","2021-2022",2021-03-21,"Boston College","ACC","NC State","ACC","Away",1,"Grace Penn","S",3,0,0,1,1,-1,9,0,1,3,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-03-21,"Boston College","ACC","NC State","ACC","Away",20,"Jewel Strawberry","OH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-03-22,"Boston College","ACC","Duke","ACC","Away",14,"Amaka Chukwujekwu","MB",3,0,2,1,3,0.333,0,0,2,0,0,0,1,0,0.5,2.5,0
"Boston College","2021-2022",2021-03-22,"Boston College","ACC","Duke","ACC","Away",12,"Izzy Clavenna","OH",2,0,2,2,10,0,0,0,0,0,0,0,0,0,0,2,0
"Boston College","2021-2022",2021-03-22,"Boston College","ACC","Duke","ACC","Away",16,"Annie Cornay","MB",1,0,4,2,8,0.25,0,0,0,2,0,0,0,0,0,4,0
"Boston College","2021-2022",2021-03-22,"Boston College","ACC","Duke","ACC","Away",11,"Alayna Crabtree","OH",3,0,2,4,10,-0.2,0,0,0,2,0,0,0,0,0,2,0
"Boston College","2021-2022",2021-03-22,"Boston College","ACC","Duke","ACC","Away",7,"Mackenzie Fuhrmann","OH",2,0,3,3,14,0,0,0,1,2,0,0,1,0,0.5,3.5,0
"Boston College","2021-2022",2021-03-22,"Boston College","ACC","Duke","ACC","Away",18,"Bridget Green","L",3,0,0,0,0,0,2,0,2,7,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-03-22,"Boston College","ACC","Duke","ACC","Away",9,"Katrina Jensen","OH",3,0,12,4,22,0.364,0,0,1,4,0,0,0,0,0,12,0
"Boston College","2021-2022",2021-03-22,"Boston College","ACC","Duke","ACC","Away",5,"Sophia Lambros","S",3,0,1,1,2,0,25,1,1,3,0,0,1,0,0.5,2.5,0
"Boston College","2021-2022",2021-03-22,"Boston College","ACC","Duke","ACC","Away",3,"Gabby McCaa","MB",3,0,3,2,8,0.125,0,0,0,1,0,1,1,1,2.5,4.5,0
"Boston College","2021-2022",2021-03-22,"Boston College","ACC","Duke","ACC","Away",10,"Peyton Minyard","MB",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"Boston College","2021-2022",2021-03-22,"Boston College","ACC","Duke","ACC","Away",4,"Anna Murphy","L",3,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-03-22,"Boston College","ACC","Duke","ACC","Away",8,"Clare Naughton","OH",3,0,5,5,24,0,1,0,0,4,1,0,0,0,0,5,0
"Boston College","2021-2022",2021-03-22,"Boston College","ACC","Duke","ACC","Away",1,"Grace Penn","S",2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-03-22,"Boston College","ACC","Duke","ACC","Away",20,"Jewel Strawberry","OH",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Boston College","2021-2022",2021-03-26,"Boston College","ACC","Miami (FL)","ACC","Home",14,"Amaka Chukwujekwu","MB",4,0,5,2,10,0.3,0,0,0,0,0,0,4,0,2,7,0
"Boston College","2021-2022",2021-03-26,"Boston College","ACC","Miami (FL)","ACC","Home",12,"Izzy Clavenna","OH",4,0,5,1,14,0.286,0,0,0,2,0,0,3,2,3.5,6.5,0
"Boston College","2021-2022",2021-03-26,"Boston College","ACC","Miami (FL)","ACC","Home",7,"Mackenzie Fuhrmann","OH",4,0,2,5,17,-0.176,0,0,0,3,0,0,4,0,2,4,0
"Boston College","2021-2022",2021-03-26,"Boston College","ACC","Miami (FL)","ACC","Home",18,"Bridget Green","L",3,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0
"Boston College","2021-2022",2021-03-26,"Boston College","ACC","Miami (FL)","ACC","Home",9,"Katrina Jensen","OH",4,0,13,2,36,0.306,0,0,0,1,1,0,2,0,1,14,0
"Boston College","2021-2022",2021-03-26,"Boston College","ACC","Miami (FL)","ACC","Home",5,"Sophia Lambros","S",4,0,0,0,0,0,17,2,4,12,0,0,2,0,1,3,0
"Boston College","2021-2022",2021-03-26,"Boston College","ACC","Miami (FL)","ACC","Home",3,"Gabby McCaa","MB",4,0,10,1,17,0.529,0,2,2,0,0,0,7,0,3.5,15.5,0
"Boston College","2021-2022",2021-03-26,"Boston College","ACC","Miami (FL)","ACC","Home",10,"Peyton Minyard","MB",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-03-26,"Boston College","ACC","Miami (FL)","ACC","Home",4,"Anna Murphy","L",4,0,0,0,0,0,0,1,1,8,2,0,0,0,0,1,0
"Boston College","2021-2022",2021-03-26,"Boston College","ACC","Miami (FL)","ACC","Home",8,"Clare Naughton","OH",4,0,7,4,35,0.086,1,1,0,18,1,0,0,0,0,8,0
"Boston College","2021-2022",2021-03-26,"Boston College","ACC","Miami (FL)","ACC","Home",1,"Grace Penn","S",4,0,0,0,0,0,18,0,1,5,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-03-26,"Boston College","ACC","Miami (FL)","ACC","Home",20,"Jewel Strawberry","OH",3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-03-28,"Boston College","ACC","Virginia Tech","ACC","Home",14,"Amaka Chukwujekwu","MB",3,0,9,1,12,0.667,0,0,0,1,0,0,4,0,2,11,0
"Boston College","2021-2022",2021-03-28,"Boston College","ACC","Virginia Tech","ACC","Home",12,"Izzy Clavenna","OH",1,0,0,1,3,-0.333,0,0,0,0,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-03-28,"Boston College","ACC","Virginia Tech","ACC","Home",7,"Mackenzie Fuhrmann","OH",3,0,6,2,12,0.333,0,0,0,2,0,0,2,0,1,7,1
"Boston College","2021-2022",2021-03-28,"Boston College","ACC","Virginia Tech","ACC","Home",18,"Bridget Green","L",3,0,0,0,2,0,2,1,1,4,0,0,0,0,0,1,0
"Boston College","2021-2022",2021-03-28,"Boston College","ACC","Virginia Tech","ACC","Home",2,"Silvia Ianeselli","OH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-03-28,"Boston College","ACC","Virginia Tech","ACC","Home",9,"Katrina Jensen","OH",3,0,5,4,27,0.037,0,0,0,2,1,0,0,0,0,5,0
"Boston College","2021-2022",2021-03-28,"Boston College","ACC","Virginia Tech","ACC","Home",5,"Sophia Lambros","S",3,0,4,2,13,0.154,19,1,0,5,0,0,4,1,3,7,1
"Boston College","2021-2022",2021-03-28,"Boston College","ACC","Virginia Tech","ACC","Home",3,"Gabby McCaa","MB",3,0,7,3,12,0.333,0,1,0,2,0,0,3,0,1.5,9.5,0
"Boston College","2021-2022",2021-03-28,"Boston College","ACC","Virginia Tech","ACC","Home",4,"Anna Murphy","L",3,0,0,0,0,0,0,2,0,11,1,0,0,0,0,2,0
"Boston College","2021-2022",2021-03-28,"Boston College","ACC","Virginia Tech","ACC","Home",8,"Clare Naughton","OH",3,0,12,3,24,0.375,2,0,0,13,1,0,1,0,0.5,12.5,0
"Boston College","2021-2022",2021-03-28,"Boston College","ACC","Virginia Tech","ACC","Home",1,"Grace Penn","S",3,0,0,0,0,0,19,0,1,6,0,0,0,0,0,0,1
"Boston College","2021-2022",2021-04-01,"Boston College","ACC","Wake Forest","ACC","Away",14,"Amaka Chukwujekwu","MB",4,0,2,0,7,0.286,0,0,0,0,0,0,2,0,1,3,0
"Boston College","2021-2022",2021-04-01,"Boston College","ACC","Wake Forest","ACC","Away",12,"Izzy Clavenna","OH",2,0,2,1,4,0.25,0,0,0,0,0,0,0,0,0,2,0
"Boston College","2021-2022",2021-04-01,"Boston College","ACC","Wake Forest","ACC","Away",16,"Annie Cornay","MB",3,0,2,5,7,-0.429,0,0,0,0,0,0,2,0,1,3,0
"Boston College","2021-2022",2021-04-01,"Boston College","ACC","Wake Forest","ACC","Away",11,"Alayna Crabtree","OH",4,0,10,4,24,0.25,0,0,0,1,0,0,0,0,0,10,0
"Boston College","2021-2022",2021-04-01,"Boston College","ACC","Wake Forest","ACC","Away",7,"Mackenzie Fuhrmann","OH",4,0,3,3,16,0,0,0,0,1,0,1,1,0,1.5,4.5,0
"Boston College","2021-2022",2021-04-01,"Boston College","ACC","Wake Forest","ACC","Away",18,"Bridget Green","L",4,0,0,0,0,0,0,3,1,6,0,0,0,0,0,3,0
"Boston College","2021-2022",2021-04-01,"Boston College","ACC","Wake Forest","ACC","Away",2,"Silvia Ianeselli","OH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-04-01,"Boston College","ACC","Wake Forest","ACC","Away",9,"Katrina Jensen","OH",1,0,1,3,8,-0.25,0,0,0,3,0,0,0,0,0,1,0
"Boston College","2021-2022",2021-04-01,"Boston College","ACC","Wake Forest","ACC","Away",5,"Sophia Lambros","S",4,0,0,1,4,-0.25,15,6,0,5,0,0,0,0,0,6,0
"Boston College","2021-2022",2021-04-01,"Boston College","ACC","Wake Forest","ACC","Away",3,"Gabby McCaa","MB",4,0,2,3,9,-0.111,0,0,0,1,0,0,4,0,2,4,0
"Boston College","2021-2022",2021-04-01,"Boston College","ACC","Wake Forest","ACC","Away",4,"Anna Murphy","L",4,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-04-01,"Boston College","ACC","Wake Forest","ACC","Away",8,"Clare Naughton","OH",4,0,13,4,29,0.31,0,0,0,6,2,0,3,0,1.5,14.5,0
"Boston College","2021-2022",2021-04-01,"Boston College","ACC","Wake Forest","ACC","Away",1,"Grace Penn","S",4,0,0,0,1,0,17,3,1,4,0,0,0,0,0,3,0
"Boston College","2021-2022",2021-04-01,"Boston College","ACC","Wake Forest","ACC","Away",20,"Jewel Strawberry","OH",3,0,0,1,1,-1,0,0,0,2,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-04-02,"Boston College","ACC","Wake Forest","ACC","Away",14,"Amaka Chukwujekwu","MB",5,0,8,5,16,0.188,0,0,0,1,0,0,3,0,1.5,9.5,0
"Boston College","2021-2022",2021-04-02,"Boston College","ACC","Wake Forest","ACC","Away",12,"Izzy Clavenna","OH",5,0,11,2,24,0.375,0,0,0,2,0,0,5,0,2.5,13.5,0
"Boston College","2021-2022",2021-04-02,"Boston College","ACC","Wake Forest","ACC","Away",11,"Alayna Crabtree","OH",1,0,1,1,4,0,0,0,0,0,0,0,1,0,0.5,1.5,0
"Boston College","2021-2022",2021-04-02,"Boston College","ACC","Wake Forest","ACC","Away",7,"Mackenzie Fuhrmann","OH",5,0,5,6,23,-0.043,0,0,1,1,0,0,3,0,1.5,6.5,0
"Boston College","2021-2022",2021-04-02,"Boston College","ACC","Wake Forest","ACC","Away",18,"Bridget Green","L",5,0,0,0,0,0,3,2,3,6,2,0,0,0,0,2,0
"Boston College","2021-2022",2021-04-02,"Boston College","ACC","Wake Forest","ACC","Away",9,"Katrina Jensen","OH",5,0,23,4,38,0.5,0,0,0,3,0,0,0,0,0,23,0
"Boston College","2021-2022",2021-04-02,"Boston College","ACC","Wake Forest","ACC","Away",5,"Sophia Lambros","S",5,0,0,0,0,0,24,2,4,2,0,0,0,0,0,2,0
"Boston College","2021-2022",2021-04-02,"Boston College","ACC","Wake Forest","ACC","Away",3,"Gabby McCaa","MB",5,0,4,1,10,0.3,0,1,1,0,0,0,8,0,4,9,0
"Boston College","2021-2022",2021-04-02,"Boston College","ACC","Wake Forest","ACC","Away",4,"Anna Murphy","L",5,0,0,0,0,0,1,2,0,22,0,0,0,0,0,2,0
"Boston College","2021-2022",2021-04-02,"Boston College","ACC","Wake Forest","ACC","Away",8,"Clare Naughton","OH",5,0,14,2,40,0.3,3,2,1,12,1,0,2,0,1,17,0
"Boston College","2021-2022",2021-04-02,"Boston College","ACC","Wake Forest","ACC","Away",1,"Grace Penn","S",5,0,0,0,0,0,33,1,0,7,0,0,0,0,0,1,0
"Boston College","2021-2022",2021-04-02,"Boston College","ACC","Wake Forest","ACC","Away",20,"Jewel Strawberry","OH",3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-04-03,"Boston College","ACC","Merrimack","NEC","Home",12,"Izzy Clavenna","OH",4,0,9,3,19,0.316,1,0,0,3,0,0,0,0,0,9,0
"Boston College","2021-2022",2021-04-03,"Boston College","ACC","Merrimack","NEC","Home",16,"Annie Cornay","MB",4,0,2,3,7,-0.143,0,0,0,0,0,0,1,1,1.5,2.5,0
"Boston College","2021-2022",2021-04-03,"Boston College","ACC","Merrimack","NEC","Home",11,"Alayna Crabtree","OH",2,0,1,2,5,-0.2,0,0,1,1,0,0,1,0,0.5,1.5,0
"Boston College","2021-2022",2021-04-03,"Boston College","ACC","Merrimack","NEC","Home",7,"Mackenzie Fuhrmann","OH",3,0,5,4,16,0.063,0,0,0,1,0,0,0,0,0,5,0
"Boston College","2021-2022",2021-04-03,"Boston College","ACC","Merrimack","NEC","Home",18,"Bridget Green","L",4,0,0,0,0,0,5,3,0,5,1,0,0,0,0,3,0
"Boston College","2021-2022",2021-04-03,"Boston College","ACC","Merrimack","NEC","Home",15,"Payton Hielscher","S",1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1
"Boston College","2021-2022",2021-04-03,"Boston College","ACC","Merrimack","NEC","Home",2,"Silvia Ianeselli","OH",4,0,11,3,32,0.25,0,3,1,16,0,1,0,1,2,15,0
"Boston College","2021-2022",2021-04-03,"Boston College","ACC","Merrimack","NEC","Home",9,"Katrina Jensen","OH",4,0,14,6,30,0.267,0,0,0,2,0,0,1,0,0.5,14.5,0
"Boston College","2021-2022",2021-04-03,"Boston College","ACC","Merrimack","NEC","Home",5,"Sophia Lambros","S",4,0,2,0,5,0.4,24,3,2,3,0,0,0,0,0,5,1
"Boston College","2021-2022",2021-04-03,"Boston College","ACC","Merrimack","NEC","Home",3,"Gabby McCaa","MB",1,0,3,1,6,0.333,0,0,1,0,0,0,0,0,0,3,0
"Boston College","2021-2022",2021-04-03,"Boston College","ACC","Merrimack","NEC","Home",10,"Peyton Minyard","MB",4,0,11,0,15,0.733,0,3,1,0,0,1,1,0,1.5,15.5,0
"Boston College","2021-2022",2021-04-03,"Boston College","ACC","Merrimack","NEC","Home",4,"Anna Murphy","L",4,0,0,0,0,0,0,1,2,18,0,0,0,0,0,1,0
"Boston College","2021-2022",2021-04-03,"Boston College","ACC","Merrimack","NEC","Home",1,"Grace Penn","S",4,0,0,0,0,0,24,0,0,7,0,0,0,0,0,0,1
"Boston College","2021-2022",2021-04-03,"Boston College","ACC","Merrimack","NEC","Home",20,"Jewel Strawberry","OH",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Clemson","2020-2021",2020-10-08,"Clemson","ACC","Miami (FL)","ACC","Home",15,"Ashtynne Alberts","OH",2,0,0,2,5,-0.4,0,0,0,1,2,1,0,0,1,1,0
"Clemson","2020-2021",2020-10-08,"Clemson","ACC","Miami (FL)","ACC","Home",8,"Crystal Childs","OH",5,0,0,0,1,0,2,0,3,6,1,0,0,0,0,0,0
"Clemson","2020-2021",2020-10-08,"Clemson","ACC","Miami (FL)","ACC","Home",34,"Ani Clark","MB",5,0,9,1,16,0.5,0,0,0,0,0,0,2,1,2,10,0
"Clemson","2020-2021",2020-10-08,"Clemson","ACC","Miami (FL)","ACC","Home",13,"Colleen Finney","OH",5,0,9,4,17,0.294,0,0,3,2,0,0,3,1,2.5,10.5,0
"Clemson","2020-2021",2020-10-08,"Clemson","ACC","Miami (FL)","ACC","Home",24,"Camryn Hannah","OH",5,0,15,5,35,0.286,0,0,6,9,4,0,1,1,1.5,15.5,0
"Clemson","2020-2021",2020-10-08,"Clemson","ACC","Miami (FL)","ACC","Home",19,"Madi Howell","L",5,0,0,0,0,0,1,0,0,18,1,0,0,0,0,0,0
"Clemson","2020-2021",2020-10-08,"Clemson","ACC","Miami (FL)","ACC","Home",10,"Cate Long","OH",5,0,10,3,28,0.25,1,2,0,13,1,0,1,0,0.5,12.5,0
"Clemson","2020-2021",2020-10-08,"Clemson","ACC","Miami (FL)","ACC","Home",18,"Mckenna Slavik","S",5,0,4,1,7,0.429,46,2,2,10,0,0,1,0,0.5,6.5,0
"Clemson","2020-2021",2020-10-08,"Clemson","ACC","Miami (FL)","ACC","Home",22,"Solei Thomas","OH",5,0,10,4,26,0.231,0,0,2,2,0,0,2,1,2,11,0
"Clemson","2020-2021",2020-10-09,"Clemson","ACC","Miami (FL)","ACC","Home",15,"Ashtynne Alberts","OH",1,0,0,0,7,0,0,1,0,1,0,0,1,0,0.5,1.5,0
"Clemson","2020-2021",2020-10-09,"Clemson","ACC","Miami (FL)","ACC","Home",8,"Crystal Childs","OH",3,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0
"Clemson","2020-2021",2020-10-09,"Clemson","ACC","Miami (FL)","ACC","Home",34,"Ani Clark","MB",3,0,2,2,6,0,0,0,0,1,0,0,2,0,1,3,0
"Clemson","2020-2021",2020-10-09,"Clemson","ACC","Miami (FL)","ACC","Home",13,"Colleen Finney","OH",3,0,2,5,12,-0.25,0,0,0,1,0,0,1,0,0.5,2.5,0
"Clemson","2020-2021",2020-10-09,"Clemson","ACC","Miami (FL)","ACC","Home",24,"Camryn Hannah","OH",3,0,4,7,17,-0.176,0,0,1,8,1,0,0,0,0,4,0
"Clemson","2020-2021",2020-10-09,"Clemson","ACC","Miami (FL)","ACC","Home",19,"Madi Howell","L",3,0,0,0,0,0,2,1,1,15,0,0,0,0,0,1,0
"Clemson","2020-2021",2020-10-09,"Clemson","ACC","Miami (FL)","ACC","Home",5,"Lisie Kit","S",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Clemson","2020-2021",2020-10-09,"Clemson","ACC","Miami (FL)","ACC","Home",10,"Cate Long","OH",3,0,13,6,41,0.171,1,0,1,3,0,0,0,0,0,13,0
"Clemson","2020-2021",2020-10-09,"Clemson","ACC","Miami (FL)","ACC","Home",20,"Ava Pritchard","MB",1,0,3,1,8,0.25,0,0,0,0,0,0,0,0,0,3,0
"Clemson","2020-2021",2020-10-09,"Clemson","ACC","Miami (FL)","ACC","Home",18,"Mckenna Slavik","S",3,0,2,0,6,0.333,22,0,0,7,0,1,0,0,1,3,0
"Clemson","2020-2021",2020-10-09,"Clemson","ACC","Miami (FL)","ACC","Home",22,"Solei Thomas","OH",3,0,2,2,13,0,0,0,0,0,0,0,2,0,1,3,0
"Clemson","2020-2021",2020-10-22,"Clemson","ACC","Georgia Tech","ACC","Away",15,"Ashtynne Alberts","OH",1,0,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0
"Clemson","2020-2021",2020-10-22,"Clemson","ACC","Georgia Tech","ACC","Away",6,"Alyssa Deloney","MB",3,0,3,0,7,0.429,0,0,1,0,1,0,2,0,1,4,0
"Clemson","2020-2021",2020-10-22,"Clemson","ACC","Georgia Tech","ACC","Away",13,"Colleen Finney","MB",3,0,4,2,10,0.2,1,0,1,0,0,1,2,2,4,6,0
"Clemson","2020-2021",2020-10-22,"Clemson","ACC","Georgia Tech","ACC","Away",24,"Camryn Hannah","OH",3,0,6,4,18,0.111,0,0,0,1,0,0,1,0,0.5,6.5,0
"Clemson","2020-2021",2020-10-22,"Clemson","ACC","Georgia Tech","ACC","Away",19,"Madi Howell","L",3,0,0,0,0,0,1,1,0,6,2,0,0,0,0,1,0
"Clemson","2020-2021",2020-10-22,"Clemson","ACC","Georgia Tech","ACC","Away",5,"Lisie Kit","S",3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
"Clemson","2020-2021",2020-10-22,"Clemson","ACC","Georgia Tech","ACC","Away",10,"Cate Long","OH",3,0,5,3,23,0.087,0,1,3,2,0,0,1,1,1.5,6.5,0
"Clemson","2020-2021",2020-10-22,"Clemson","ACC","Georgia Tech","ACC","Away",20,"Ava Pritchard","MB",1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
"Clemson","2020-2021",2020-10-22,"Clemson","ACC","Georgia Tech","ACC","Away",4,"Anna Renwick","L",3,0,0,0,0,0,1,1,1,6,0,0,0,0,0,1,0
"Clemson","2020-2021",2020-10-22,"Clemson","ACC","Georgia Tech","ACC","Away",18,"Mckenna Slavik","S",3,0,3,1,9,0.222,23,0,0,4,0,0,0,0,0,3,0
"Clemson","2020-2021",2020-10-22,"Clemson","ACC","Georgia Tech","ACC","Away",22,"Solei Thomas","OPP",3,0,8,4,19,0.211,1,0,1,2,0,0,2,0,1,9,0
"Clemson","2020-2021",2020-10-23,"Clemson","ACC","Georgia Tech","ACC","Away",34,"Ani Clark","MB",3,0,3,1,7,0.286,0,0,0,0,0,0,1,0,0.5,3.5,0
"Clemson","2020-2021",2020-10-23,"Clemson","ACC","Georgia Tech","ACC","Away",6,"Alyssa Deloney","MB",2,0,1,3,6,-0.333,0,0,0,0,0,0,3,0,1.5,2.5,0
"Clemson","2020-2021",2020-10-23,"Clemson","ACC","Georgia Tech","ACC","Away",13,"Colleen Finney","MB",4,0,8,3,21,0.238,0,0,1,1,0,0,2,0,1,9,1
"Clemson","2020-2021",2020-10-23,"Clemson","ACC","Georgia Tech","ACC","Away",24,"Camryn Hannah","OH",4,0,10,9,37,0.027,0,0,0,2,1,0,2,0,1,11,0
"Clemson","2020-2021",2020-10-23,"Clemson","ACC","Georgia Tech","ACC","Away",19,"Madi Howell","L",4,0,0,0,0,0,5,2,0,11,1,0,0,0,0,2,0
"Clemson","2020-2021",2020-10-23,"Clemson","ACC","Georgia Tech","ACC","Away",5,"Lisie Kit","S",4,0,0,0,0,0,1,1,0,6,0,0,0,0,0,1,0
"Clemson","2020-2021",2020-10-23,"Clemson","ACC","Georgia Tech","ACC","Away",10,"Cate Long","OH",4,0,10,6,35,0.114,0,5,3,9,0,0,0,0,0,15,0
"Clemson","2020-2021",2020-10-23,"Clemson","ACC","Georgia Tech","ACC","Away",20,"Ava Pritchard","MB",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0
"Clemson","2020-2021",2020-10-23,"Clemson","ACC","Georgia Tech","ACC","Away",4,"Anna Renwick","L",4,0,0,0,0,0,1,1,1,5,0,0,0,0,0,1,0
"Clemson","2020-2021",2020-10-23,"Clemson","ACC","Georgia Tech","ACC","Away",18,"Mckenna Slavik","S",4,0,3,0,7,0.429,33,0,0,7,0,0,2,0,1,4,1
"Clemson","2020-2021",2020-10-23,"Clemson","ACC","Georgia Tech","ACC","Away",22,"Solei Thomas","OPP",4,0,10,3,24,0.292,0,0,0,2,0,0,2,0,1,11,1
"Clemson","2020-2021",2020-10-29,"Clemson","ACC","Wake Forest","ACC","Home",15,"Ashtynne Alberts","OH",1,0,3,1,5,0.4,0,0,0,0,0,0,0,0,0,3,0
"Clemson","2020-2021",2020-10-29,"Clemson","ACC","Wake Forest","ACC","Home",9,"Katelyn DeGuzman","DS-L",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clemson","2020-2021",2020-10-29,"Clemson","ACC","Wake Forest","ACC","Home",6,"Alyssa Deloney","MB",4,0,8,0,20,0.4,0,3,2,2,0,0,2,1,2,12,0
"Clemson","2020-2021",2020-10-29,"Clemson","ACC","Wake Forest","ACC","Home",13,"Colleen Finney","OH",4,0,11,2,24,0.375,0,0,0,1,0,0,2,0,1,12,0
"Clemson","2020-2021",2020-10-29,"Clemson","ACC","Wake Forest","ACC","Home",24,"Camryn Hannah","OH",4,0,15,7,35,0.229,1,0,0,1,0,0,1,0,0.5,15.5,0
"Clemson","2020-2021",2020-10-29,"Clemson","ACC","Wake Forest","ACC","Home",19,"Madi Howell","DS-L",4,0,0,0,1,0,4,1,1,15,2,0,0,0,0,1,0
"Clemson","2020-2021",2020-10-29,"Clemson","ACC","Wake Forest","ACC","Home",5,"Lisie Kit","S",4,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0
"Clemson","2020-2021",2020-10-29,"Clemson","ACC","Wake Forest","ACC","Home",10,"Cate Long","OH",4,0,14,7,47,0.149,2,1,1,7,0,0,1,0,0.5,15.5,0
"Clemson","2020-2021",2020-10-29,"Clemson","ACC","Wake Forest","ACC","Home",4,"Anna Renwick","DS-L",4,0,0,0,0,0,5,1,1,10,1,0,0,0,0,1,0
"Clemson","2020-2021",2020-10-29,"Clemson","ACC","Wake Forest","ACC","Home",18,"Mckenna Slavik","S",4,0,4,1,12,0.25,48,4,0,7,0,0,1,0,0.5,8.5,0
"Clemson","2020-2021",2020-10-29,"Clemson","ACC","Wake Forest","ACC","Home",22,"Solei Thomas","OH",4,0,12,2,22,0.455,0,1,2,1,0,0,1,0,0.5,13.5,0
"Clemson","2020-2021",2020-10-30,"Clemson","ACC","Wake Forest","ACC","Home",15,"Ashtynne Alberts","OH",2,0,6,3,13,0.231,0,0,0,2,0,0,1,0,0.5,6.5,0
"Clemson","2020-2021",2020-10-30,"Clemson","ACC","Wake Forest","ACC","Home",9,"Katelyn DeGuzman","DS-L",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Clemson","2020-2021",2020-10-30,"Clemson","ACC","Wake Forest","ACC","Home",6,"Alyssa Deloney","MB",4,0,8,2,13,0.462,1,2,1,2,0,0,5,0,2.5,12.5,0
"Clemson","2020-2021",2020-10-30,"Clemson","ACC","Wake Forest","ACC","Home",13,"Colleen Finney","OH",4,0,6,3,17,0.176,1,0,0,2,0,1,4,0,3,9,0
