"team","Season","Date","Team","Conference","Opponent Team","Opponent Conference","Location","Number","Player","P","S","MS","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RErr","BlockSolos","BlockAssists","BErr","TB","PTS","BHE"
"Presbyterian","2021-2022",2021-03-25,"Presbyterian","Big South","Winthrop","Big South","Away",14,"Allie Wright","MB",4,1,6,4,27,0.074,1,0,0,4,0,0,2,0,2,7,0
"Presbyterian","2021-2022",2021-03-26,"Presbyterian","Big South","Winthrop","Big South","Away",18,"Kasey Battle","OH",3,1,5,5,21,0,0,0,0,4,1,0,0,0,0,5,0
"Presbyterian","2021-2022",2021-03-26,"Presbyterian","Big South","Winthrop","Big South","Away",6,"Paige Cairns","RS",3,0,6,4,21,0.095,0,0,0,3,0,0,1,0,1,6.5,0
"Presbyterian","2021-2022",2021-03-26,"Presbyterian","Big South","Winthrop","Big South","Away",1,"Hannah Chapman","MB",3,1,1,2,13,-0.077,0,0,0,0,0,1,3,0,4,3.5,0
"Presbyterian","2021-2022",2021-03-26,"Presbyterian","Big South","Winthrop","Big South","Away",3,"Erin Cooke","S",3,1,7,6,25,0.04,10,2,1,7,0,0,3,0,3,10.5,0
"Presbyterian","2021-2022",2021-03-26,"Presbyterian","Big South","Winthrop","Big South","Away",16,"Hailey Grocholski","MB",3,1,2,0,12,0.167,0,0,0,5,0,0,1,0,1,2.5,0
"Presbyterian","2021-2022",2021-03-26,"Presbyterian","Big South","Winthrop","Big South","Away",11,"Anna Hewitt","L/DS",3,0,0,0,0,0,3,0,0,15,2,0,0,0,0,0,0
"Presbyterian","2021-2022",2021-03-26,"Presbyterian","Big South","Winthrop","Big South","Away",21,"Sierra Jones","S",3,1,0,0,1,0,11,2,2,4,1,0,0,0,0,2,0
"Presbyterian","2021-2022",2021-03-26,"Presbyterian","Big South","Winthrop","Big South","Away",23,"Abigail Sparkman","DS",3,0,0,1,1,-1,0,0,2,9,1,0,0,0,0,0,0
"Presbyterian","2021-2022",2021-03-26,"Presbyterian","Big South","Winthrop","Big South","Away",5,"Samantha Stanko","L/DS",3,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0
"Presbyterian","2021-2022",2021-03-26,"Presbyterian","Big South","Winthrop","Big South","Away",14,"Allie Wright","MB",3,1,5,2,23,0.13,0,0,1,2,0,0,2,0,2,6,0
"Radford","2021-2022",2021-03-11,"Radford","Big South","UNC Asheville","Big South","Away",7,"Jordan Coomes","S",2,0,1,0,2,0.5,3,0,0,2,0,0,0,0,0,1,0
"Radford","2021-2022",2021-03-11,"Radford","Big South","UNC Asheville","Big South","Away",23,"Emily Dykes","MB",4,0,3,4,16,-0.063,0,0,0,1,0,0,3,0,1.5,4.5,0
"Radford","2021-2022",2021-03-11,"Radford","Big South","UNC Asheville","Big South","Away",8,"Hailey Flowers","OH",5,0,13,1,31,0.387,1,1,1,10,2,0,0,0,0,14,0
"Radford","2021-2022",2021-03-11,"Radford","Big South","UNC Asheville","Big South","Away",18,"Grace Green","DS",5,0,0,0,1,0,6,2,2,7,0,0,0,0,0,2,0
"Radford","2021-2022",2021-03-11,"Radford","Big South","UNC Asheville","Big South","Away",5,"Shelby Hernandez","DS",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-11,"Radford","Big South","UNC Asheville","Big South","Away",17,"Erin Hetherington","S",5,0,0,0,6,0,16,2,0,5,0,0,0,0,0,2,0
"Radford","2021-2022",2021-03-11,"Radford","Big South","UNC Asheville","Big South","Away",12,"Kennedi Johnson","MB",5,0,6,3,17,0.176,3,0,0,3,0,0,8,0,4,10,0
"Radford","2021-2022",2021-03-11,"Radford","Big South","UNC Asheville","Big South","Away",26,"Maddie Lentz","S",5,0,2,0,8,0.25,16,1,2,8,0,0,0,0,0,3,0
"Radford","2021-2022",2021-03-11,"Radford","Big South","UNC Asheville","Big South","Away",6,"Taylor Moore","DS",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-11,"Radford","Big South","UNC Asheville","Big South","Away",2,"Taylor O'Neal","OH",5,0,9,5,29,0.138,1,2,1,11,0,0,3,0,1.5,12.5,0
"Radford","2021-2022",2021-03-11,"Radford","Big South","UNC Asheville","Big South","Away",22,"Raella Papes","OH",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-11,"Radford","Big South","UNC Asheville","Big South","Away",13,"Samantha Reitz","OH",5,0,10,8,36,0.056,0,0,0,3,0,0,3,0,1.5,11.5,0
"Radford","2021-2022",2021-03-11,"Radford","Big South","UNC Asheville","Big South","Away",24,"Tytianna Roberts","OH",3,0,2,1,7,0.143,0,0,0,0,0,0,0,0,0,2,0
"Radford","2021-2022",2021-03-11,"Radford","Big South","UNC Asheville","Big South","Away",16,"Laila Wallace","MB",5,0,5,1,8,0.5,1,0,1,2,0,0,1,0,0.5,5.5,0
"Radford","2021-2022",2021-03-11,"Radford","Big South","UNC Asheville","Big South","Away",20,"Emma Young","OH",2,0,0,1,1,-1,0,0,0,1,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-12,"Radford","Big South","UNC Asheville","Big South","Away",7,"Jordan Coomes","S",5,0,0,0,4,0,36,1,0,10,0,0,0,0,0,1,2
"Radford","2021-2022",2021-03-12,"Radford","Big South","UNC Asheville","Big South","Away",23,"Emily Dykes","MB",5,0,11,5,34,0.176,0,0,0,4,0,0,3,1,2.5,12.5,0
"Radford","2021-2022",2021-03-12,"Radford","Big South","UNC Asheville","Big South","Away",8,"Hailey Flowers","OH",5,0,6,3,20,0.15,0,1,1,16,1,0,4,0,2,9,0
"Radford","2021-2022",2021-03-12,"Radford","Big South","UNC Asheville","Big South","Away",18,"Grace Green","DS",5,0,1,0,4,0.25,6,0,1,17,2,0,0,0,0,1,0
"Radford","2021-2022",2021-03-12,"Radford","Big South","UNC Asheville","Big South","Away",5,"Shelby Hernandez","DS",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-12,"Radford","Big South","UNC Asheville","Big South","Away",17,"Erin Hetherington","S",3,0,0,0,0,0,13,0,2,6,0,0,0,0,0,0,2
"Radford","2021-2022",2021-03-12,"Radford","Big South","UNC Asheville","Big South","Away",12,"Kennedi Johnson","MB",5,0,12,3,20,0.45,0,0,0,0,0,1,4,0,3,15,0
"Radford","2021-2022",2021-03-12,"Radford","Big South","UNC Asheville","Big South","Away",3,"Morgan Lawson","OH",4,0,8,4,22,0.182,0,1,1,3,1,0,0,0,0,9,0
"Radford","2021-2022",2021-03-12,"Radford","Big South","UNC Asheville","Big South","Away",26,"Maddie Lentz","S",2,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-12,"Radford","Big South","UNC Asheville","Big South","Away",6,"Taylor Moore","DS",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-12,"Radford","Big South","UNC Asheville","Big South","Away",2,"Taylor O'Neal","OH",5,0,1,4,10,-0.3,2,0,1,6,2,0,1,0,0.5,1.5,0
"Radford","2021-2022",2021-03-12,"Radford","Big South","UNC Asheville","Big South","Away",13,"Samantha Reitz","OH",5,0,24,5,42,0.452,0,0,0,5,0,0,0,0,0,24,0
"Radford","2021-2022",2021-03-12,"Radford","Big South","UNC Asheville","Big South","Away",16,"Laila Wallace","MB",5,0,9,4,18,0.278,0,1,0,0,0,0,4,0,2,12,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",25,"Daria Burrows","OH",1,0,0,1,2,-0.5,0,0,0,0,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",7,"Jordan Coomes","S",2,0,0,0,1,0,11,1,1,3,0,0,0,0,0,1,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",23,"Emily Dykes","MB",3,0,4,2,14,0.143,0,0,0,0,0,0,0,1,1,4,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",8,"Hailey Flowers","OH",3,0,4,5,26,-0.038,0,0,1,7,0,0,1,0,0.5,4.5,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",18,"Grace Green","DS",3,0,0,0,0,0,1,1,0,6,2,0,0,0,0,1,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",5,"Shelby Hernandez","DS",2,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",17,"Erin Hetherington","S",3,0,0,1,1,-1,5,0,1,3,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",12,"Kennedi Johnson","MB",3,0,0,3,6,-0.5,0,0,0,0,0,0,1,0,0.5,0.5,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",3,"Morgan Lawson","OH",2,0,2,2,5,0,0,0,0,0,0,0,1,0,0.5,2.5,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",26,"Maddie Lentz","S",2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",6,"Taylor Moore","DS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",2,"Taylor O'Neal","OH",2,0,3,3,10,0,0,1,1,4,1,0,2,0,1,5,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",22,"Raella Papes","OH",1,0,1,0,2,0.5,0,1,0,0,0,0,0,0,0,2,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",13,"Samantha Reitz","OH",3,0,11,5,21,0.286,0,0,0,2,0,0,0,0,0,11,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",24,"Tytianna Roberts","OH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",16,"Laila Wallace","MB",3,0,1,0,4,0.25,0,1,0,1,0,0,3,0,1.5,3.5,0
"Radford","2021-2022",2021-03-18,"Radford","Big South","Winthrop","Big South","Home",20,"Emma Young","OH",2,0,1,1,8,0,1,0,1,2,2,0,0,2,2,1,0
"Radford","2021-2022",2021-03-19,"Radford","Big South","Winthrop","Big South","Home",14,"Brenna Ankrum","DS",3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-19,"Radford","Big South","Winthrop","Big South","Home",7,"Jordan Coomes","S",1,0,0,1,3,-0.333,6,0,0,2,0,1,0,0,1,1,1
"Radford","2021-2022",2021-03-19,"Radford","Big South","Winthrop","Big South","Home",23,"Emily Dykes","MB",1,0,3,2,11,0.091,0,0,0,0,0,0,0,0,0,3,0
"Radford","2021-2022",2021-03-19,"Radford","Big South","Winthrop","Big South","Home",8,"Hailey Flowers","OH",3,0,10,4,28,0.214,0,0,1,7,0,0,0,0,0,10,0
"Radford","2021-2022",2021-03-19,"Radford","Big South","Winthrop","Big South","Home",18,"Grace Green","DS",2,0,0,0,0,0,2,0,3,10,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-19,"Radford","Big South","Winthrop","Big South","Home",5,"Shelby Hernandez","DS",2,0,1,0,1,1,1,0,0,10,0,0,0,0,0,1,0
"Radford","2021-2022",2021-03-19,"Radford","Big South","Winthrop","Big South","Home",17,"Erin Hetherington","S",1,0,0,0,4,0,10,1,1,2,0,0,1,0,0.5,1.5,1
"Radford","2021-2022",2021-03-19,"Radford","Big South","Winthrop","Big South","Home",3,"Morgan Lawson","OH",1,0,1,2,9,-0.111,0,0,0,1,0,0,1,1,1.5,1.5,0
"Radford","2021-2022",2021-03-19,"Radford","Big South","Winthrop","Big South","Home",26,"Maddie Lentz","S",1,0,1,1,2,0,7,0,0,5,0,0,0,0,0,1,1
"Radford","2021-2022",2021-03-19,"Radford","Big South","Winthrop","Big South","Home",6,"Taylor Moore","DS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-19,"Radford","Big South","Winthrop","Big South","Home",22,"Raella Papes","OH",2,0,1,4,11,-0.273,0,0,0,1,0,0,0,0,0,1,0
"Radford","2021-2022",2021-03-19,"Radford","Big South","Winthrop","Big South","Home",13,"Samantha Reitz","OH",3,0,5,1,21,0.19,0,0,0,0,0,0,2,0,1,6,0
"Radford","2021-2022",2021-03-19,"Radford","Big South","Winthrop","Big South","Home",24,"Tytianna Roberts","OH",2,0,3,2,13,0.077,0,0,0,0,0,0,1,0,0.5,3.5,0
"Radford","2021-2022",2021-03-19,"Radford","Big South","Winthrop","Big South","Home",16,"Laila Wallace","MB",3,0,5,3,15,0.133,0,1,1,1,0,0,1,0,0.5,6.5,0
"Radford","2021-2022",2021-03-19,"Radford","Big South","Winthrop","Big South","Home",20,"Emma Young","OH",2,0,0,2,5,-0.4,0,0,0,3,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-25,"Radford","Big South","USC Upstate","Big South","Away",25,"Daria Burrows","OH",3,0,3,3,10,0,0,0,0,0,0,0,0,1,1,3,0
"Radford","2021-2022",2021-03-25,"Radford","Big South","USC Upstate","Big South","Away",7,"Jordan Coomes","S",3,0,0,0,0,0,12,1,1,6,0,0,0,0,0,1,0
"Radford","2021-2022",2021-03-25,"Radford","Big South","USC Upstate","Big South","Away",23,"Emily Dykes","MB",1,0,2,1,4,0.25,0,0,0,0,0,0,1,0,0.5,2.5,0
"Radford","2021-2022",2021-03-25,"Radford","Big South","USC Upstate","Big South","Away",8,"Hailey Flowers","OH",3,0,7,2,13,0.385,0,0,0,8,1,0,0,0,0,7,0
"Radford","2021-2022",2021-03-25,"Radford","Big South","USC Upstate","Big South","Away",18,"Grace Green","DS",3,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0
"Radford","2021-2022",2021-03-25,"Radford","Big South","USC Upstate","Big South","Away",5,"Shelby Hernandez","DS",3,0,0,0,0,0,1,1,0,3,1,0,0,0,0,1,0
"Radford","2021-2022",2021-03-25,"Radford","Big South","USC Upstate","Big South","Away",17,"Erin Hetherington","S",3,0,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-25,"Radford","Big South","USC Upstate","Big South","Away",12,"Kennedi Johnson","MB",3,0,3,0,8,0.375,0,0,0,0,0,0,1,0,0.5,3.5,0
"Radford","2021-2022",2021-03-25,"Radford","Big South","USC Upstate","Big South","Away",3,"Morgan Lawson","OH",1,0,1,1,4,0,0,1,0,0,1,0,0,0,0,2,0
"Radford","2021-2022",2021-03-25,"Radford","Big South","USC Upstate","Big South","Away",26,"Maddie Lentz","S",1,0,0,0,0,0,4,1,0,4,0,0,0,0,0,1,0
"Radford","2021-2022",2021-03-25,"Radford","Big South","USC Upstate","Big South","Away",2,"Taylor O'Neal","OH",2,0,1,1,5,0,0,0,0,0,1,0,0,0,0,1,0
"Radford","2021-2022",2021-03-25,"Radford","Big South","USC Upstate","Big South","Away",13,"Samantha Reitz","OH",3,0,2,3,17,-0.059,1,0,0,0,0,1,0,0,1,3,0
"Radford","2021-2022",2021-03-25,"Radford","Big South","USC Upstate","Big South","Away",24,"Tytianna Roberts","OH",1,0,0,0,4,0,0,0,0,0,0,0,1,0,0.5,0.5,0
"Radford","2021-2022",2021-03-25,"Radford","Big South","USC Upstate","Big South","Away",16,"Laila Wallace","MB",3,0,1,2,9,-0.111,0,0,0,0,0,2,1,1,3.5,3.5,0
"Radford","2021-2022",2021-03-25,"Radford","Big South","USC Upstate","Big South","Away",20,"Emma Young","OH",3,0,8,5,25,0.12,0,0,1,8,1,0,0,0,0,8,0
"Radford","2021-2022",2021-03-26,"Radford","Big South","USC Upstate","Big South","Away",25,"Daria Burrows","OH",3,0,3,4,19,-0.053,0,0,0,1,0,0,1,0,0.5,3.5,0
"Radford","2021-2022",2021-03-26,"Radford","Big South","USC Upstate","Big South","Away",7,"Jordan Coomes","S",1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-26,"Radford","Big South","USC Upstate","Big South","Away",23,"Emily Dykes","MB",3,0,5,3,19,0.105,0,0,0,1,0,0,2,0,1,6,0
"Radford","2021-2022",2021-03-26,"Radford","Big South","USC Upstate","Big South","Away",8,"Hailey Flowers","OH",2,0,1,2,10,-0.1,0,0,1,1,0,0,0,1,1,1,0
"Radford","2021-2022",2021-03-26,"Radford","Big South","USC Upstate","Big South","Away",18,"Grace Green","DS",3,0,0,0,1,0,1,0,0,10,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-26,"Radford","Big South","USC Upstate","Big South","Away",5,"Shelby Hernandez","DS",1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
"Radford","2021-2022",2021-03-26,"Radford","Big South","USC Upstate","Big South","Away",17,"Erin Hetherington","S",3,0,0,0,1,0,12,0,2,5,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-26,"Radford","Big South","USC Upstate","Big South","Away",3,"Morgan Lawson","OH",1,0,0,0,2,0,0,0,0,0,0,0,1,0,0.5,0.5,0
"Radford","2021-2022",2021-03-26,"Radford","Big South","USC Upstate","Big South","Away",26,"Maddie Lentz","S",3,0,0,1,1,-1,8,0,1,5,0,0,0,0,0,0,0
"Radford","2021-2022",2021-03-26,"Radford","Big South","USC Upstate","Big South","Away",2,"Taylor O'Neal","OH",2,0,2,1,18,0.056,0,0,1,11,1,0,0,0,0,2,0
"Radford","2021-2022",2021-03-26,"Radford","Big South","USC Upstate","Big South","Away",22,"Raella Papes","OH",2,0,3,2,13,0.077,0,0,0,1,0,0,1,0,0.5,3.5,0
"Radford","2021-2022",2021-03-26,"Radford","Big South","USC Upstate","Big South","Away",13,"Samantha Reitz","OH",3,0,7,1,17,0.353,0,0,0,1,0,0,3,0,1.5,8.5,0
"Radford","2021-2022",2021-03-26,"Radford","Big South","USC Upstate","Big South","Away",16,"Laila Wallace","MB",3,0,7,1,11,0.545,0,0,1,1,0,0,2,1,2,8,0
"Radford","2021-2022",2021-03-26,"Radford","Big South","USC Upstate","Big South","Away",20,"Emma Young","OH",3,0,0,0,2,0,1,1,0,10,2,0,0,0,0,1,0
"UNC Asheville","2021-2022",2021-03-18,"UNC Asheville","Big South","USC Upstate","Big South","Away",9,"Lexy Cole","MB",3,0,4,2,14,0.143,0,0,0,1,0,1,4,0,3,7,0
"UNC Asheville","2021-2022",2021-03-18,"UNC Asheville","Big South","USC Upstate","Big South","Away",10,"Kat Cruser","OH",2,0,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0
"UNC Asheville","2021-2022",2021-03-18,"UNC Asheville","Big South","USC Upstate","Big South","Away",7,"Ona Elkins","S",3,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0
"UNC Asheville","2021-2022",2021-03-18,"UNC Asheville","Big South","USC Upstate","Big South","Away",11,"Molly Hackett","OH",3,0,11,2,24,0.375,0,0,0,6,1,0,1,0,0.5,11.5,0
"UNC Asheville","2021-2022",2021-03-18,"UNC Asheville","Big South","USC Upstate","Big South","Away",8,"Peyton McClinton","OH",3,0,17,4,50,0.26,0,0,2,10,1,0,1,0,0.5,17.5,0
"UNC Asheville","2021-2022",2021-03-18,"UNC Asheville","Big South","USC Upstate","Big South","Away",2,"Anna Skryd","L",3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
"UNC Asheville","2021-2022",2021-03-18,"UNC Asheville","Big South","USC Upstate","Big South","Away",13,"Hannah Spicer","OH",3,0,0,3,10,-0.3,1,0,0,0,0,0,3,0,1.5,1.5,0
"UNC Asheville","2021-2022",2021-03-18,"UNC Asheville","Big South","USC Upstate","Big South","Away",4,"Cecilia Stack","MB",3,0,6,3,14,0.214,1,1,0,0,1,0,1,0,0.5,7.5,0
"UNC Asheville","2021-2022",2021-03-18,"UNC Asheville","Big South","USC Upstate","Big South","Away",1,"Kasey Thacker","OH",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UNC Asheville","2021-2022",2021-03-18,"UNC Asheville","Big South","USC Upstate","Big South","Away",17,"Grace Volk","S",3,0,4,0,7,0.571,34,0,0,7,0,0,4,0,2,6,0
"UNC Asheville","2021-2022",2021-03-18,"UNC Asheville","Big South","USC Upstate","Big South","Away",16,"Kasey West","DS",3,0,0,0,3,0,2,0,1,22,0,0,0,0,0,0,0
"UNC Asheville","2021-2022",2021-03-19,"UNC Asheville","Big South","USC Upstate","Big South","Away",9,"Lexy Cole","MB",3,0,7,5,25,0.08,0,0,0,1,0,0,1,0,0.5,7.5,0
"UNC Asheville","2021-2022",2021-03-19,"UNC Asheville","Big South","USC Upstate","Big South","Away",10,"Kat Cruser","OH",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"UNC Asheville","2021-2022",2021-03-19,"UNC Asheville","Big South","USC Upstate","Big South","Away",7,"Ona Elkins","S",3,0,0,1,2,-0.5,0,0,0,8,0,0,0,0,0,0,0
"UNC Asheville","2021-2022",2021-03-19,"UNC Asheville","Big South","USC Upstate","Big South","Away",11,"Molly Hackett","OH",3,0,5,7,29,-0.069,0,0,0,9,1,0,1,0,0.5,5.5,0
"UNC Asheville","2021-2022",2021-03-19,"UNC Asheville","Big South","USC Upstate","Big South","Away",8,"Peyton McClinton","OH",3,0,10,6,45,0.089,0,2,1,7,1,0,0,0,0,12,0
"UNC Asheville","2021-2022",2021-03-19,"UNC Asheville","Big South","USC Upstate","Big South","Away",2,"Anna Skryd","L",3,0,0,1,1,-1,0,0,0,7,2,0,0,0,0,0,0
"UNC Asheville","2021-2022",2021-03-19,"UNC Asheville","Big South","USC Upstate","Big South","Away",13,"Hannah Spicer","OH",2,0,1,3,7,-0.286,0,0,0,0,0,0,1,0,0.5,1.5,0
"UNC Asheville","2021-2022",2021-03-19,"UNC Asheville","Big South","USC Upstate","Big South","Away",4,"Cecilia Stack","MB",3,0,3,2,11,0.091,0,0,0,2,0,0,1,0,0.5,3.5,0
"UNC Asheville","2021-2022",2021-03-19,"UNC Asheville","Big South","USC Upstate","Big South","Away",1,"Kasey Thacker","OH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UNC Asheville","2021-2022",2021-03-19,"UNC Asheville","Big South","USC Upstate","Big South","Away",17,"Grace Volk","S",3,0,2,1,5,0.2,23,0,1,11,0,0,2,0,1,3,0
"UNC Asheville","2021-2022",2021-03-19,"UNC Asheville","Big South","USC Upstate","Big South","Away",16,"Kasey West","DS",3,0,0,0,1,0,1,2,1,19,0,0,0,0,0,2,0
"UNC Asheville","2021-2022",2021-03-30,"UNC Asheville","Big South","Winthrop","Big South","Home",9,"Lexy Cole","MB",3,0,8,1,13,0.538,0,0,0,1,1,0,2,0,1,9,0
"UNC Asheville","2021-2022",2021-03-30,"UNC Asheville","Big South","Winthrop","Big South","Home",10,"Kat Cruser","OH",2,0,3,0,5,0.6,0,0,0,2,0,0,0,0,0,3,0
"UNC Asheville","2021-2022",2021-03-30,"UNC Asheville","Big South","Winthrop","Big South","Home",7,"Ona Elkins","S",3,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0
"UNC Asheville","2021-2022",2021-03-30,"UNC Asheville","Big South","Winthrop","Big South","Home",11,"Molly Hackett","OH",3,0,12,3,23,0.391,1,0,1,8,1,0,1,0,0.5,12.5,0
"UNC Asheville","2021-2022",2021-03-30,"UNC Asheville","Big South","Winthrop","Big South","Home",8,"Peyton McClinton","OH",3,0,19,6,41,0.317,1,0,0,3,0,0,2,0,1,20,0
"UNC Asheville","2021-2022",2021-03-30,"UNC Asheville","Big South","Winthrop","Big South","Home",2,"Anna Skryd","L",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"UNC Asheville","2021-2022",2021-03-30,"UNC Asheville","Big South","Winthrop","Big South","Home",13,"Hannah Spicer","OH",2,0,1,2,7,-0.143,0,0,0,0,0,0,1,0,0.5,1.5,0
"UNC Asheville","2021-2022",2021-03-30,"UNC Asheville","Big South","Winthrop","Big South","Home",4,"Cecilia Stack","MB",3,0,2,5,14,-0.214,0,1,0,2,0,0,3,0,1.5,4.5,0
"UNC Asheville","2021-2022",2021-03-30,"UNC Asheville","Big South","Winthrop","Big South","Home",1,"Kasey Thacker","OH",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"UNC Asheville","2021-2022",2021-03-30,"UNC Asheville","Big South","Winthrop","Big South","Home",17,"Grace Volk","S",3,0,3,0,11,0.273,35,1,0,12,0,1,1,0,1.5,5.5,1
"UNC Asheville","2021-2022",2021-03-30,"UNC Asheville","Big South","Winthrop","Big South","Home",16,"Kasey West","DS",3,0,0,0,5,0,6,1,1,13,0,0,0,0,0,1,0
"UNC Asheville","2021-2022",2021-03-31,"UNC Asheville","Big South","Winthrop","Big South","Home",9,"Lexy Cole","MB",5,0,9,2,20,0.35,0,0,0,0,0,2,3,1,4.5,12.5,0
"UNC Asheville","2021-2022",2021-03-31,"UNC Asheville","Big South","Winthrop","Big South","Home",10,"Kat Cruser","OH",4,0,5,5,22,0,0,0,0,2,0,0,0,0,0,5,0
"UNC Asheville","2021-2022",2021-03-31,"UNC Asheville","Big South","Winthrop","Big South","Home",7,"Ona Elkins","S",5,0,0,0,0,0,2,3,2,11,0,0,0,0,0,3,0
"UNC Asheville","2021-2022",2021-03-31,"UNC Asheville","Big South","Winthrop","Big South","Home",11,"Molly Hackett","OH",5,0,21,6,54,0.278,0,1,1,14,0,0,1,0,0.5,22.5,0
"UNC Asheville","2021-2022",2021-03-31,"UNC Asheville","Big South","Winthrop","Big South","Home",8,"Peyton McClinton","OH",5,0,11,6,35,0.143,2,1,1,11,2,0,4,0,2,14,0
"UNC Asheville","2021-2022",2021-03-31,"UNC Asheville","Big South","Winthrop","Big South","Home",3,"Harley Middleton","OH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UNC Asheville","2021-2022",2021-03-31,"UNC Asheville","Big South","Winthrop","Big South","Home",13,"Hannah Spicer","OH",4,0,4,0,20,0.2,0,0,0,2,0,0,3,0,1.5,5.5,0
"UNC Asheville","2021-2022",2021-03-31,"UNC Asheville","Big South","Winthrop","Big South","Home",4,"Cecilia Stack","MB",5,0,6,3,17,0.176,0,1,1,5,0,1,6,0,4,11,0
"UNC Asheville","2021-2022",2021-03-31,"UNC Asheville","Big South","Winthrop","Big South","Home",17,"Grace Volk","S",5,0,3,0,15,0.2,43,2,0,23,0,0,1,0,0.5,5.5,1
"UNC Asheville","2021-2022",2021-03-31,"UNC Asheville","Big South","Winthrop","Big South","Home",16,"Kasey West","DS",5,0,0,0,4,0,5,1,3,20,0,0,0,0,0,1,0
"USC Upstate","2021-2022",2021-02-11,"USC Upstate","Big South","Winthrop","Big South","Away",7,"Bruna Avila","S",1,1,0,1,1,-1,4,0,1,4,0,0,0,0,0,0,1
"USC Upstate","2021-2022",2021-02-11,"USC Upstate","Big South","Winthrop","Big South","Away",13,"Nikki Deslatte","MB",3,1,3,1,11,0.182,0,0,0,0,0,0,3,0,3,4.5,0
"USC Upstate","2021-2022",2021-02-11,"USC Upstate","Big South","Winthrop","Big South","Away",19,"Zelasia Edwards","OH",1,0,1,3,11,-0.182,0,0,0,1,1,0,3,0,3,2.5,0
"USC Upstate","2021-2022",2021-02-11,"USC Upstate","Big South","Winthrop","Big South","Away",8,"Breeana Gamueda","OH",2,1,3,4,20,-0.05,0,0,0,2,1,0,0,0,0,3,0
