"Season","Date","Team","Conference","Opponent","Result","S","MS","Kills","Errors","Total Attacks","Hit Pct","Assists","Aces","SErr","Digs","RErr","Block Solos","Block Assists","BErr","PTS","BHE"
"2022-2023","02/17/2023","Barton","Conference Carolinas","Erskine","L 1-3",4,NA,49,32,131,0.13,46,1,7,37,1,6,10,NA,61,NA
"2022-2023","02/18/2023","Barton","Conference Carolinas","Emmanuel (GA)","W 3-1",4,NA,46,9,115,0.322,44,2,11,49,5,4,NA,NA,67,NA
"2022-2023","02/21/2023","Barton","Conference Carolinas","@ Mount Olive","L 1-3",4,NA,37,17,110,0.182,35,3,5,40,8,5,6,NA,48,NA
"2022-2023","02/24/2023","Barton","Conference Carolinas","Lees-McRae","W 3-0",3,NA,30,8,76,0.289,25,2,6,28,5,4,10,NA,41,NA
"2022-2023","02/25/2023","Barton","Conference Carolinas","King (TN)","W 3-1",4,NA,49,16,104,0.317,45,3,12,42,2,4,2,NA,57,NA
"2022-2023","03/04/2023","Barton","Conference Carolinas","@ George Mason","L 1-3",4,NA,35,25,108,0.093,33,3,7,32,12,1,15,NA,46.5,NA
"2022-2023","03/17/2023","Barton","Conference Carolinas","@ Emmanuel (GA)","L 2-3",5,NA,52,29,148,0.155,48,4,10,48,6,3,12,NA,65,1
"2022-2023","03/18/2023","Barton","Conference Carolinas","@ Erskine","L 1-3",4,NA,34,22,102,0.118,32,1,6,35,10,1,20,3,46,NA
"2022-2023","03/24/2023","Barton","Conference Carolinas","Belmont Abbey","L 2-3",5,NA,56,19,131,0.282,53,3,11,44,8,7,10,NA,71,NA
"2022-2023","03/25/2023","Barton","Conference Carolinas","North Greenville","L 2-3",5,NA,59,25,140,0.243,58,4,8,49,4,6,2,NA,70,NA
"2022-2023","03/28/2023","Barton","Conference Carolinas","@ Queens (NC)","L 2-3",5,NA,39,27,124,0.097,37,4,11,38,7,4,14,NA,54,1
"2022-2023","03/31/2023","Barton","Conference Carolinas","@ King (TN)","L 0-3",3,NA,34,22,100,0.12,34,2,9,32,2,1,2,2,38,NA
"2022-2023","04/01/2023","Barton","Conference Carolinas","@ Lees-McRae","W 3-2",5,NA,37,26,131,0.084,33,6,7,36,10,9,18,NA,61,1
"2022-2023","04/07/2023","Barton","Conference Carolinas","Tusculum","W 3-2",5,NA,50,20,122,0.246,45,3,9,45,15,3,16,NA,64,1
"2022-2023","04/08/2023","Barton","Conference Carolinas","Lincoln Memorial","L 0-3",3,NA,24,22,84,0.024,24,NA,8,27,3,3,2,NA,28,NA
"2022-2023","04/13/2023","Barton","Conference Carolinas","Mount Olive","L 0-3",3,NA,34,20,95,0.147,32,3,11,37,3,2,12,NA,45,NA
"2022-2023","01/06/2023","Belmont Abbey","Conference Carolinas","Eastern Nazarene @Atlantic City, NJ","W 3-0",3,NA,35,12,65,0.354,34,10,24,18,2,1,13,1,52.5,NA
"2022-2023","01/06/2023","Belmont Abbey","Conference Carolinas","St. Francis Brooklyn @Atlantic City, NJ","L 0-3",3,NA,24,16,70,0.114,21,3,15,24,7,3,6,2,33,NA
"2022-2023","01/07/2023","Belmont Abbey","Conference Carolinas","FDU @Atlantic City, NJ","L 1-3",4,NA,37,18,98,0.194,35,8,19,28,11,3,12,2,54,NA
"2022-2023","01/10/2023","Belmont Abbey","Conference Carolinas","LIU","L 0-3",3,NA,28,16,78,0.154,26,3,8,27,8,2,5,NA,35.5,NA
"2022-2023","01/13/2023","Belmont Abbey","Conference Carolinas","@ Charleston (WV)","L 0-3",3,NA,29,13,80,0.2,27,2,12,25,1,5,NA,NA,36,3
"2022-2023","01/14/2023","Belmont Abbey","Conference Carolinas","D'Youville @Charleston, WV","L 0-3",3,NA,24,20,75,0.053,23,2,14,25,4,3,12,NA,35,1
"2022-2023","01/26/2023","Belmont Abbey","Conference Carolinas","Hawaii","L 0-3",3,NA,26,17,81,0.111,24,2,18,17,3,4,NA,4,32,1
"2022-2023","02/08/2023","Belmont Abbey","Conference Carolinas","@ Erskine","L 2-3",5,NA,49,31,136,0.132,48,9,16,48,5,5,16,1,71,NA
"2022-2023","02/10/2023","Belmont Abbey","Conference Carolinas","Mount Olive","W 3-0",3,NA,38,10,84,0.333,38,2,11,37,1,1,14,2,48,NA
"2022-2023","02/11/2023","Belmont Abbey","Conference Carolinas","Barton","W 3-1",4,NA,51,19,109,0.294,50,9,12,31,2,2,14,3,69,NA
"2022-2023","02/14/2023","Belmont Abbey","Conference Carolinas","@ North Greenville","L 1-3",4,NA,57,24,129,0.256,53,3,13,48,6,4,8,NA,68,1
"2022-2023","02/16/2023","Belmont Abbey","Conference Carolinas","King (TN)","W 3-1",4,NA,53,24,117,0.248,52,3,16,40,4,2,18,4,67,NA
"2022-2023","02/17/2023","Belmont Abbey","Conference Carolinas","Fort Valley St.","W 3-1",4,NA,38,22,108,0.148,35,8,9,32,1,1,10,5,52,NA
"2022-2023","02/21/2023","Belmont Abbey","Conference Carolinas","Emmanuel (GA)","W 3-0",3,NA,37,8,88,0.33,34,2,12,31,1,NA,28,3,53,NA
"2022-2023","02/23/2023","Belmont Abbey","Conference Carolinas","Queens (NC)","L 1-3",4,NA,51,23,128,0.219,50,1,12,43,5,1,18,1,62,NA
"2022-2023","02/25/2023","Belmont Abbey","Conference Carolinas","Erskine","L 1-3",4,NA,55,16,125,0.312,53,2,15,32,2,1,17,NA,66.5,NA
"2022-2023","02/28/2023","Belmont Abbey","Conference Carolinas","Limestone","L 0-3",3,NA,24,21,80,0.038,24,2,6,23,8,2,15,NA,35.5,NA
"2022-2023","03/10/2023","Belmont Abbey","Conference Carolinas","@ Morehouse","W 3-0",3,NA,33,5,55,0.509,28,17,14,27,NA,2,8,NA,56,NA
"2022-2023","03/11/2023","Belmont Abbey","Conference Carolinas","@ Fort Valley St.","W 3-0",3,NA,40,10,83,0.361,36,3,11,28,4,1,4,NA,46,1
"2022-2023","03/14/2023","Belmont Abbey","Conference Carolinas","@ King (TN)","L 2-3",5,NA,54,20,130,0.262,53,2,24,49,8,NA,28,3,70,3
"2022-2023","03/16/2023","Belmont Abbey","Conference Carolinas","FDU","W 3-2",5,NA,63,22,152,0.27,62,7,18,57,3,4,15,5,81.5,NA
"2022-2023","03/18/2023","Belmont Abbey","Conference Carolinas","Lees-McRae","W 3-0",3,NA,38,10,75,0.373,37,5,14,24,3,2,21,NA,55.5,NA
"2022-2023","03/22/2023","Belmont Abbey","Conference Carolinas","@ Limestone","W 3-2",5,NA,50,20,115,0.261,50,4,21,36,7,3,12,NA,63,NA
"2022-2023","03/24/2023","Belmont Abbey","Conference Carolinas","@ Barton","W 3-2",5,NA,60,23,140,0.264,57,8,17,42,3,2,8,NA,74,1
"2022-2023","03/25/2023","Belmont Abbey","Conference Carolinas","@ Mount Olive","W 3-1",4,NA,56,20,135,0.267,54,5,16,58,3,2,12,2,69,NA
"2022-2023","03/31/2023","Belmont Abbey","Conference Carolinas","@ Queens (NC)","L 0-3",3,NA,29,17,77,0.156,28,4,10,28,4,2,6,1,38,1
"2022-2023","04/01/2023","Belmont Abbey","Conference Carolinas","@ Emmanuel (GA)","W 3-2",5,NA,55,21,129,0.264,54,4,14,41,3,2,14,NA,68,NA
"2022-2023","04/05/2023","Belmont Abbey","Conference Carolinas","@ Lees-McRae","L 1-3",4,NA,40,23,109,0.156,36,3,15,24,9,3,8,1,50,NA
"2022-2023","04/13/2023","Belmont Abbey","Conference Carolinas","North Greenville","L 1-3",4,NA,49,27,134,0.164,46,NA,10,43,2,2,8,NA,55,NA
"2022-2023","04/18/2023","Belmont Abbey","Conference Carolinas","#5 Lees-McRae 2023 CC MVB Tournament","W 3-0",3,NA,36,17,104,0.183,34,1,8,40,4,5,9,2,46.5,NA
"2022-2023","04/21/2023","Belmont Abbey","Conference Carolinas","#1 North Greenville @Bristol, TN (2023 CC MVB Tournament)","L 0-3",3,NA,38,19,104,0.183,36,2,5,39,4,1,13,1,47.5,NA
"2022-2023","01/07/2023","Emmanuel (GA)","Conference Carolinas","Tusculum","W 3-1",4,NA,58,18,115,0.348,55,5,12,35,10,1,8,1,68,NA
"2022-2023","01/13/2023","Emmanuel (GA)","Conference Carolinas","@ UC Irvine","L 0-3",3,NA,25,24,83,0.012,23,1,9,19,4,1,6,2,30,NA
"2022-2023","01/14/2023","Emmanuel (GA)","Conference Carolinas","@ Pepperdine","L 0-3",3,NA,16,14,66,0.03,14,1,3,19,9,NA,8,6,21,NA
"2022-2023","01/16/2023","Emmanuel (GA)","Conference Carolinas","@ Master's","L 0-3",3,NA,22,25,69,-0.043,21,3,5,17,8,1,7,NA,29.5,NA
"2022-2023","01/17/2023","Emmanuel (GA)","Conference Carolinas","@ UC San Diego","L 0-3",3,NA,13,20,64,-0.109,12,2,6,14,4,1,2,NA,17,NA
"2022-2023","01/24/2023","Emmanuel (GA)","Conference Carolinas","Fort Valley St.","W 3-1",4,NA,53,18,114,0.307,46,6,17,36,5,1,10,NA,65,NA
"2022-2023","01/31/2023","Emmanuel (GA)","Conference Carolinas","@ Fort Valley St.","W 3-1",4,NA,56,16,105,0.381,50,2,14,26,4,NA,10,NA,63,NA
"2022-2023","02/10/2023","Emmanuel (GA)","Conference Carolinas","@ King (TN)","L 1-3",4,NA,45,28,118,0.144,43,1,11,35,4,5,4,5,53,NA
"2022-2023","02/11/2023","Emmanuel (GA)","Conference Carolinas","@ Lees-McRae","L 1-3",4,NA,34,25,105,0.086,30,1,14,25,4,NA,6,NA,38,2
"2022-2023","02/15/2023","Emmanuel (GA)","Conference Carolinas","Limestone","W 3-2",5,NA,61,20,115,0.357,53,11,12,31,7,2,6,NA,77,1
"2022-2023","02/17/2023","Emmanuel (GA)","Conference Carolinas","@ Mount Olive","W 3-1",4,NA,52,15,107,0.346,46,10,13,44,5,5,NA,NA,67,NA
"2022-2023","02/18/2023","Emmanuel (GA)","Conference Carolinas","@ Barton","L 1-3",4,NA,61,32,156,0.186,56,5,14,56,2,1,NA,NA,67,NA
"2022-2023","02/21/2023","Emmanuel (GA)","Conference Carolinas","@ Belmont Abbey","L 0-3",3,NA,38,24,99,0.141,36,1,11,37,2,NA,7,5,42.5,NA
"2022-2023","02/25/2023","Emmanuel (GA)","Conference Carolinas","North Greenville","L 2-3",5,NA,58,25,154,0.214,52,4,15,NA,8,2,10,NA,69,NA
"2022-2023","03/03/2023","Emmanuel (GA)","Conference Carolinas","@ Maryville (MO)","W 3-1",4,NA,53,29,122,0.197,51,2,11,36,5,3,14,NA,65,NA
"2022-2023","03/04/2023","Emmanuel (GA)","Conference Carolinas","Missouri S&T @Washington, MO","L 0-3",3,NA,37,17,89,0.225,32,5,13,28,8,6,NA,NA,48,2
"2022-2023","03/10/2023","Emmanuel (GA)","Conference Carolinas","@ Lincoln Memorial","L 0-3",3,NA,18,15,61,0.049,17,NA,8,12,9,NA,2,NA,19,NA
"2022-2023","03/11/2023","Emmanuel (GA)","Conference Carolinas","@ Tusculum","L 2-3",5,NA,52,27,137,0.182,51,2,10,50,5,3,16,3,65,3
"2022-2023","03/14/2023","Emmanuel (GA)","Conference Carolinas","Erskine","L 0-3",3,NA,44,21,101,0.228,43,1,11,29,2,1,4,NA,48,1
"2022-2023","03/17/2023","Emmanuel (GA)","Conference Carolinas","Barton","W 3-2",5,NA,65,25,148,0.27,60,6,12,59,4,NA,17,NA,79.5,NA
"2022-2023","03/18/2023","Emmanuel (GA)","Conference Carolinas","Mount Olive","L 1-3",4,NA,49,27,136,0.162,48,3,9,41,2,NA,14,2,59,1
"2022-2023","03/23/2023","Emmanuel (GA)","Conference Carolinas","King (TN)","L 1-3",4,NA,47,NA,134,0.104,47,2,10,44,3,1,14,4,57,1
"2022-2023","03/24/2023","Emmanuel (GA)","Conference Carolinas","Lees-McRae","W 3-2",5,NA,49,19,128,0.234,43,8,15,39,10,1,22,NA,69,NA
"2022-2023","03/26/2023","Emmanuel (GA)","Conference Carolinas","Lincoln Memorial","L 0-3",3,NA,24,23,94,0.011,21,1,9,31,5,NA,8,NA,29,NA
"2022-2023","03/29/2023","Emmanuel (GA)","Conference Carolinas","@ Limestone","L 0-3",3,NA,23,21,86,0.023,23,NA,8,22,3,1,2,1,25,NA
"2022-2023","04/01/2023","Emmanuel (GA)","Conference Carolinas","Belmont Abbey","L 2-3",5,NA,56,26,132,0.227,54,3,15,43,4,1,4,NA,62,2
"2022-2023","04/05/2023","Emmanuel (GA)","Conference Carolinas","@ North Greenville","L 0-3",3,NA,30,17,84,0.155,29,1,7,33,9,2,9,2,37.5,NA
"2022-2023","04/13/2023","Emmanuel (GA)","Conference Carolinas","@ Erskine","L 0-3",3,NA,23,20,72,0.042,22,1,5,23,5,2,NA,NA,26,1
"2022-2023","01/06/2023","Erskine","Conference Carolinas","Tusculum","W 3-0",3,NA,32,14,79,0.228,32,3,15,25,4,8,10,NA,48,NA
"2022-2023","01/11/2023","Erskine","Conference Carolinas","Central St. (OH)","L 2-3",5,NA,50,26,122,0.197,48,9,14,46,7,2,23,1,72.5,NA
"2022-2023","01/17/2023","Erskine","Conference Carolinas","@ Tusculum","L 1-3",4,NA,41,24,112,0.152,39,3,12,37,7,3,4,NA,49,1
"2022-2023","01/21/2023","Erskine","Conference Carolinas","Fort Valley St.","W 3-1",4,NA,43,19,98,0.245,39,3,16,30,4,3,19,NA,58.5,NA
"2022-2023","01/27/2023","Erskine","Conference Carolinas","@ Grand Canyon","L 0-3",3,NA,29,11,71,0.254,27,3,14,18,6,3,NA,NA,35,NA
"2022-2023","01/28/2023","Erskine","Conference Carolinas","UC San Diego @Phoenix, AZ","L 0-3",3,NA,26,12,72,0.194,22,2,9,18,11,4,NA,NA,32,NA
"2022-2023","02/03/2023","Erskine","Conference Carolinas","@ Alderson Broaddus","W 3-0",3,NA,36,19,90,0.189,32,4,9,38,4,1,14,NA,48,NA
"2022-2023","02/04/2023","Erskine","Conference Carolinas","@ Charleston (WV)","L 0-3",3,NA,29,16,85,0.153,26,3,4,26,10,1,4,NA,35,NA
"2022-2023","02/08/2023","Erskine","Conference Carolinas","Belmont Abbey","W 3-2",5,NA,56,30,141,0.184,50,5,14,47,9,9,8,NA,74,NA
"2022-2023","02/10/2023","Erskine","Conference Carolinas","@ Lees-McRae","L 0-3",3,NA,27,14,77,0.169,25,3,11,22,9,NA,9,NA,34.5,1
"2022-2023","02/11/2023","Erskine","Conference Carolinas","@ King (TN)","L 2-3",5,NA,60,30,132,0.227,56,2,9,43,3,3,14,1,72,NA
"2022-2023","02/17/2023","Erskine","Conference Carolinas","@ Barton","W 3-1",4,NA,57,26,124,0.25,55,1,17,37,1,8,8,NA,70,NA
"2022-2023","02/18/2023","Erskine","Conference Carolinas","@ Mount Olive","W 3-1",4,NA,54,23,115,0.27,49,7,12,42,5,4,13,NA,71.5,NA
"2022-2023","02/21/2023","Erskine","Conference Carolinas","North Greenville","W 3-1",4,NA,62,16,121,0.38,58,3,19,45,6,NA,14,NA,72,2
"2022-2023","02/25/2023","Erskine","Conference Carolinas","@ Belmont Abbey","W 3-1",4,NA,66,21,133,0.338,65,2,16,44,2,1,13,5,75.5,NA
"2022-2023","02/28/2023","Erskine","Conference Carolinas","Benedict","W 3-1",4,NA,53,24,110,0.264,50,5,12,31,4,2,12,NA,66,NA
"2022-2023","03/09/2023","Erskine","Conference Carolinas","@ Kentucky St.","W 3-0",3,NA,39,18,82,0.256,36,4,11,32,2,NA,6,NA,46,2
"2022-2023","03/10/2023","Erskine","Conference Carolinas","@ Lewis","L 2-3",5,NA,57,21,128,0.281,55,6,19,44,12,1,23,1,75.5,NA
"2022-2023","03/14/2023","Erskine","Conference Carolinas","@ Emmanuel (GA)","W 3-0",3,NA,41,9,83,0.386,40,2,10,27,1,2,22,NA,56,NA
"2022-2023","03/17/2023","Erskine","Conference Carolinas","Mount Olive","L 1-3",4,NA,44,21,113,0.204,42,2,16,30,5,2,4,3,50,1
"2022-2023","03/18/2023","Erskine","Conference Carolinas","Barton","W 3-1",4,NA,56,28,123,0.228,53,10,15,40,1,NA,11,NA,71.5,NA
"2022-2023","03/24/2023","Erskine","Conference Carolinas","King (TN)","W 3-2",5,NA,59,26,130,0.254,56,5,18,45,6,2,8,2,70,NA
"2022-2023","03/25/2023","Erskine","Conference Carolinas","Lees-McRae","L 1-3",4,NA,44,23,117,0.179,44,9,15,36,5,1,10,5,59,1
"2022-2023","04/01/2023","Erskine","Conference Carolinas","@ North Greenville","L 0-3",3,NA,29,17,76,0.158,24,1,13,23,7,NA,6,NA,33,NA
"2022-2023","04/04/2023","Erskine","Conference Carolinas","Limestone","L 1-3",4,NA,43,11,104,0.308,40,3,16,46,NA,2,19,2,57.5,1
"2022-2023","04/13/2023","Erskine","Conference Carolinas","Emmanuel (GA)","W 3-0",3,NA,44,11,78,0.423,41,5,16,23,1,2,16,2,59,NA
"2022-2023","04/21/2023","Erskine","Conference Carolinas","@#3 King (TN) 2023 CC MVB Tournament","L 0-3",3,NA,29,18,77,0.143,26,3,12,25,5,1,2,5,34,NA
"2022-2023","01/06/2023","King (TN)","Conference Carolinas","@ Purdue Fort Wayne","L 0-3",3,NA,27,20,82,0.085,26,2,20,19,6,NA,6,NA,32,NA
"2022-2023","01/11/2023","King (TN)","Conference Carolinas","@ Lewis","L 0-3",3,NA,29,15,81,0.173,27,1,15,19,10,2,2,NA,33,1
"2022-2023","01/12/2023","King (TN)","Conference Carolinas","@ Loyola Chicago","L 0-3",3,NA,24,14,64,0.156,22,5,6,18,13,3,10,1,37,NA
"2022-2023","01/13/2023","King (TN)","Conference Carolinas","@ Long Beach St.","L 0-3",3,NA,19,18,60,0.017,18,1,12,9,7,NA,6,2,23,NA
"2022-2023","01/14/2023","King (TN)","Conference Carolinas","Southern California @Long Beach, CA","L 0-3",3,NA,29,18,72,0.153,29,1,10,18,5,NA,3,5,31.5,NA
"2022-2023","01/19/2023","King (TN)","Conference Carolinas","Quincy","W 3-1",4,NA,52,17,130,0.269,50,4,16,50,4,2,16,1,66,NA
"2022-2023","01/20/2023","King (TN)","Conference Carolinas","Limestone","L 1-3",4,NA,34,24,127,0.079,34,8,13,54,6,3,18,2,54,NA
"2022-2023","01/21/2023","King (TN)","Conference Carolinas","Charleston (WV)","L 0-3",3,NA,30,20,80,0.125,26,3,11,21,4,1,4,NA,36,NA
"2022-2023","01/24/2023","King (TN)","Conference Carolinas","@ Tusculum","W 3-2",5,NA,65,17,121,0.397,60,3,19,42,5,3,12,1,77,NA
"2022-2023","01/27/2023","King (TN)","Conference Carolinas","@ Fort Valley St.","W 3-2",5,NA,NA,23,148,0.318,NA,4,15,53,4,NA,6,NA,77,1
"2022-2023","01/31/2023","King (TN)","Conference Carolinas","@ Lincoln Memorial","L 0-3",3,NA,32,13,76,0.25,28,NA,16,23,11,3,4,NA,37,1
"2022-2023","02/03/2023","King (TN)","Conference Carolinas","@ Queens (NC)","W 3-1",4,NA,51,19,120,0.267,44,5,12,41,9,5,18,3,70,NA
"2022-2023","02/04/2023","King (TN)","Conference Carolinas","Fort Valley St.","W 3-2",5,NA,63,21,134,0.313,58,5,23,43,4,3,6,5,74,NA
"2022-2023","02/08/2023","King (TN)","Conference Carolinas","North Greenville","W 3-2",5,NA,64,18,130,0.354,62,2,10,43,5,2,22,3,79,NA
"2022-2023","02/10/2023","King (TN)","Conference Carolinas","Emmanuel (GA)","W 3-1",4,NA,53,21,115,0.278,47,4,13,37,1,1,18,4,67,NA
"2022-2023","02/11/2023","King (TN)","Conference Carolinas","Erskine","W 3-2",5,NA,NA,23,142,0.331,64,3,15,35,2,3,8,1,80,1
"2022-2023","02/14/2023","King (TN)","Conference Carolinas","@ Lees-McRae","L 2-3",5,NA,44,24,105,0.19,40,6,19,22,6,3,12,NA,59,NA
"2022-2023","02/16/2023","King (TN)","Conference Carolinas","@ Belmont Abbey","L 1-3",4,NA,45,16,104,0.279,41,4,18,35,3,NA,28,NA,63,NA
"2022-2023","02/18/2023","King (TN)","Conference Carolinas","@ George Mason","L 0-3",3,NA,16,18,65,-0.031,15,1,9,19,12,1,6,NA,21,NA
"2022-2023","02/24/2023","King (TN)","Conference Carolinas","@ Mount Olive","W 3-0",3,NA,42,13,88,0.33,37,3,15,23,3,3,6,NA,51,NA
"2022-2023","02/25/2023","King (TN)","Conference Carolinas","@ Barton","L 1-3",4,NA,46,22,119,0.202,44,2,21,33,3,3,2,NA,52,NA
"2022-2023","02/28/2023","King (TN)","Conference Carolinas","Lincoln Memorial","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/01/2023","King (TN)","Conference Carolinas","Queens (NC)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/10/2023","King (TN)","Conference Carolinas","@ McKendree","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/11/2023","King (TN)","Conference Carolinas","@ Lindenwood","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/14/2023","King (TN)","Conference Carolinas","Belmont Abbey","W 3-2",5,NA,56,30,146,0.178,48,8,19,47,2,NA,18,3,73,3
"2022-2023","03/16/2023","King (TN)","Conference Carolinas","NJIT @Charlotte, NC","Ppd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/21/2023","King (TN)","Conference Carolinas","@ North Greenville","L 1-3",4,NA,44,21,107,0.215,41,6,16,31,8,NA,18,3,59,NA
"2022-2023","03/23/2023","King (TN)","Conference Carolinas","@ Emmanuel (GA)","W 3-1",4,NA,50,18,119,0.269,48,3,9,45,2,4,24,1,69,NA
"2022-2023","03/24/2023","King (TN)","Conference Carolinas","@ Erskine","L 2-3",5,NA,59,30,146,0.199,55,6,22,30,5,1,16,4,74,NA
"2022-2023","03/31/2023","King (TN)","Conference Carolinas","Barton","W 3-0",3,NA,44,7,86,0.43,43,2,12,38,2,3,22,2,60,NA
"2022-2023","04/01/2023","King (TN)","Conference Carolinas","Mount Olive","W 3-2",5,NA,64,25,155,0.252,60,4,15,56,5,3,20,4,81,NA
"2022-2023","04/04/2023","King (TN)","Conference Carolinas","Tusculum","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","04/13/2023","King (TN)","Conference Carolinas","Lees-McRae","L 1-3",4,NA,50,26,118,0.203,46,2,17,36,4,1,14,4,60,NA
"2022-2023","04/18/2023","King (TN)","Conference Carolinas","#6 Mount Olive 2023 CC MVB Tournament","W 3-2",5,NA,57,27,154,0.195,57,2,16,66,5,1,14,1,67,NA
"2022-2023","04/21/2023","King (TN)","Conference Carolinas","#2 Erskine 2023 CC MVB Tournament","W 3-0",3,NA,38,12,84,0.31,33,5,15,24,3,1,4,1,46,NA
"2022-2023","04/22/2023","King (TN)","Conference Carolinas","#1 North Greenville 2023 CC MVB Tournament","W 3-2",5,NA,68,26,150,0.28,65,6,11,56,4,2,26,6,NA,1
"2022-2023","04/30/2023","King (TN)","Conference Carolinas","Ohio St. @Fairfax, VA (2023 NC MVB Championship)","L 0-3",3,NA,37,15,95,0.232,37,NA,15,25,1,2,8,3,43,NA
"2022-2023","01/18/2023","Lees-McRae","Conference Carolinas","@ Queens (NC)","L 0-3",3,NA,22,20,73,0.027,22,4,13,27,5,3,10,2,34,NA
"2022-2023","01/21/2023","Lees-McRae","Conference Carolinas","Limestone","W 3-2",5,NA,58,25,132,0.25,52,13,NA,36,2,3,14,1,81,1
"2022-2023","01/28/2023","Lees-McRae","Conference Carolinas","St. Andrews","W 3-0",3,NA,34,16,73,0.247,32,13,14,21,3,1,16,1,56,1
"2022-2023","01/31/2023","Lees-McRae","Conference Carolinas","@ Grand Canyon","L 0-3",3,NA,33,10,68,0.338,32,1,18,15,7,3,NA,NA,37,1
"2022-2023","02/01/2023","Lees-McRae","Conference Carolinas","@ Grand Canyon","L 1-3",4,NA,48,25,106,0.217,43,4,20,20,5,5,NA,NA,57,NA
"2022-2023","02/02/2023","Lees-McRae","Conference Carolinas","@ Park (AZ)","W 3-0",3,NA,39,13,76,0.342,36,8,14,19,1,3,2,NA,51,1
"2022-2023","02/10/2023","Lees-McRae","Conference Carolinas","Erskine","W 3-0",3,NA,41,15,91,0.286,40,9,14,28,3,4,2,NA,55,NA
"2022-2023","02/11/2023","Lees-McRae","Conference Carolinas","Emmanuel (GA)","W 3-1",4,NA,40,16,108,0.222,37,4,20,27,1,5,20,NA,59,2
"2022-2023","02/14/2023","Lees-McRae","Conference Carolinas","King (TN)","W 3-2",5,NA,64,26,115,0.33,61,6,27,31,6,4,16,1,82,1
"2022-2023","02/16/2023","Lees-McRae","Conference Carolinas","Fort Valley St.","L 1-3",4,NA,27,21,84,0.071,25,9,17,21,8,4,6,NA,43,1
"2022-2023","02/18/2023","Lees-McRae","Conference Carolinas","@ North Greenville","L 1-3",4,NA,44,26,115,0.157,43,9,13,43,8,1,14,2,61,2
"2022-2023","02/24/2023","Lees-McRae","Conference Carolinas","@ Barton","L 0-3",3,NA,37,24,97,0.134,36,5,15,33,2,1,4,NA,45,NA
"2022-2023","02/25/2023","Lees-McRae","Conference Carolinas","@ Mount Olive","W 3-1",4,NA,50,20,124,0.242,46,5,18,50,6,6,4,NA,63,NA
"2022-2023","02/28/2023","Lees-McRae","Conference Carolinas","Tusculum","L 0-3",3,NA,23,21,61,0.033,23,4,14,19,6,2,2,NA,30,1
"2022-2023","03/02/2023","Lees-McRae","Conference Carolinas","Queens (NC)","L 0-3",3,NA,41,14,100,0.27,38,6,17,19,1,1,6,2,51,NA
"2022-2023","03/04/2023","Lees-McRae","Conference Carolinas","Randolph-Macon","W 3-0",3,NA,30,11,60,0.317,29,5,14,21,3,2,16,1,45,NA
"2022-2023","03/07/2023","Lees-McRae","Conference Carolinas","North Greenville","Ppd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/14/2023","Lees-McRae","Conference Carolinas","North Greenville","Ppd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/18/2023","Lees-McRae","Conference Carolinas","@ Belmont Abbey","L 0-3",3,NA,37,23,91,0.154,34,3,14,24,5,1,7,2,44.5,NA
"2022-2023","03/22/2023","Lees-McRae","Conference Carolinas","@ Tusculum","L 1-3",4,NA,43,29,116,0.121,43,2,18,37,4,3,18,1,57,NA
"2022-2023","03/24/2023","Lees-McRae","Conference Carolinas","@ Emmanuel (GA)","L 2-3",5,NA,61,29,141,0.227,56,10,19,46,8,NA,6,NA,74,1
"2022-2023","03/25/2023","Lees-McRae","Conference Carolinas","@ Erskine","W 3-1",4,NA,54,23,118,0.263,52,5,16,43,9,3,13,NA,68.5,1
"2022-2023","03/28/2023","Lees-McRae","Conference Carolinas","North Greenville","L 1-3",4,NA,58,26,121,0.264,54,6,20,24,2,1,8,NA,69,2
"2022-2023","03/31/2023","Lees-McRae","Conference Carolinas","Mount Olive","L 0-3",3,NA,46,17,91,0.319,42,2,8,22,6,1,8,1,53,NA
"2022-2023","04/01/2023","Lees-McRae","Conference Carolinas","Barton","L 2-3",5,NA,57,32,133,0.188,55,10,18,53,6,3,16,NA,78,1
"2022-2023","04/05/2023","Lees-McRae","Conference Carolinas","Belmont Abbey","W 3-1",4,NA,46,24,109,0.202,44,9,16,28,3,2,8,NA,61,1
"2022-2023","04/13/2023","Lees-McRae","Conference Carolinas","@ King (TN)","W 3-1",4,NA,42,22,109,0.183,40,4,13,34,2,3,16,1,57,NA
