"Season","Date","Team","Conference","Opponent","Result","S","MS","Kills","Errors","Total Attacks","Hit Pct","Assists","Aces","SErr","Digs","RErr","Block Solos","Block Assists","BErr","PTS","BHE"
"2022-2023","03/17/2023","Mount Olive","Conference Carolinas","@ Erskine","W 3-1",4,NA,52,12,104,0.385,47,5,13,39,2,3,19,1,69.5,1
"2022-2023","03/18/2023","Mount Olive","Conference Carolinas","@ Emmanuel (GA)","W 3-1",4,NA,59,18,124,0.331,57,2,13,57,3,1,26,NA,75,NA
"2022-2023","03/24/2023","Mount Olive","Conference Carolinas","North Greenville","W 3-1",4,NA,58,22,147,0.245,54,12,13,NA,5,3,19,NA,82.5,NA
"2022-2023","03/25/2023","Mount Olive","Conference Carolinas","Belmont Abbey","L 1-3",4,NA,44,17,129,0.209,39,3,11,50,5,2,15,1,56.5,NA
"2022-2023","03/31/2023","Mount Olive","Conference Carolinas","@ Lees-McRae","W 3-0",3,NA,48,12,85,0.424,42,6,10,23,2,2,16,NA,64,NA
"2022-2023","04/01/2023","Mount Olive","Conference Carolinas","@ King (TN)","L 2-3",5,NA,57,21,144,0.25,55,5,14,53,4,5,16,2,75,1
"2022-2023","04/04/2023","Mount Olive","Conference Carolinas","@ Queens (NC)","L 0-3",3,NA,34,19,116,0.129,33,2,12,48,5,1,10,NA,42,NA
"2022-2023","04/07/2023","Mount Olive","Conference Carolinas","Lincoln Memorial","L 1-3",4,NA,48,22,134,0.194,43,3,9,49,4,8,15,2,66.5,NA
"2022-2023","04/08/2023","Mount Olive","Conference Carolinas","Tusculum","W 3-1",4,NA,51,15,110,0.327,47,5,17,45,NA,4,20,NA,70,NA
"2022-2023","04/13/2023","Mount Olive","Conference Carolinas","@ Barton","W 3-0",3,NA,43,15,103,0.272,42,3,18,35,3,3,12,NA,55,NA
"2022-2023","04/18/2023","Mount Olive","Conference Carolinas","@#3 King (TN) 2023 CC MVB Tournament","L 2-3",5,NA,58,29,160,0.181,54,5,14,63,2,4,14,1,74,1
"2022-2023","01/14/2023","North Greenville","Conference Carolinas","Queens (NC)","W 3-0",3,NA,43,13,82,0.366,43,3,14,22,1,3,6,NA,52,NA
"2022-2023","01/19/2023","North Greenville","Conference Carolinas","Tusculum","W 3-0",3,NA,41,10,78,0.397,36,8,15,23,3,1,4,2,52,NA
"2022-2023","01/25/2023","North Greenville","Conference Carolinas","Limestone","W 3-0",3,NA,33,10,75,0.307,32,12,11,29,4,1,10,NA,51,NA
"2022-2023","01/27/2023","North Greenville","Conference Carolinas","@ Harvard","L 0-3",3,NA,32,12,74,0.27,31,4,11,22,8,1,6,1,40,NA
"2022-2023","01/28/2023","North Greenville","Conference Carolinas","Saint Francis @Cambridge, MA","W 3-2",5,NA,42,17,128,0.195,40,10,16,53,6,2,12,NA,60,NA
"2022-2023","02/01/2023","North Greenville","Conference Carolinas","@ Limestone","L 2-3",5,NA,62,20,146,0.288,59,6,17,40,5,2,2,NA,71,NA
"2022-2023","02/03/2023","North Greenville","Conference Carolinas","Campbellsville","W 3-0",3,NA,36,8,60,0.467,33,8,15,26,3,2,12,1,52,1
"2022-2023","02/08/2023","North Greenville","Conference Carolinas","@ King (TN)","L 2-3",5,NA,NA,23,147,0.32,NA,5,16,44,2,2,10,1,82,NA
"2022-2023","02/10/2023","North Greenville","Conference Carolinas","Barton","W 3-0",3,NA,42,4,70,NA,40,7,16,17,1,5,8,NA,58,NA
"2022-2023","02/11/2023","North Greenville","Conference Carolinas","Mount Olive","W 3-0",3,NA,47,14,100,0.33,45,7,11,41,3,1,6,1,58,NA
"2022-2023","02/14/2023","North Greenville","Conference Carolinas","Belmont Abbey","W 3-1",4,NA,52,19,133,0.248,50,6,13,38,3,3,19,3,70.5,NA
"2022-2023","02/18/2023","North Greenville","Conference Carolinas","Lees-McRae","W 3-1",4,NA,45,14,105,0.295,42,8,17,33,9,3,16,NA,64,1
"2022-2023","02/21/2023","North Greenville","Conference Carolinas","@ Erskine","L 1-3",4,NA,44,15,118,0.246,40,6,9,39,3,2,7,NA,55.5,NA
"2022-2023","02/25/2023","North Greenville","Conference Carolinas","@ Emmanuel (GA)","W 3-2",5,NA,52,19,157,0.21,47,8,16,56,4,NA,16,NA,68,2
"2022-2023","03/03/2023","North Greenville","Conference Carolinas","@ George Mason","L 0-3",3,NA,31,12,79,0.241,28,NA,10,23,2,4,6,NA,38,3
"2022-2023","03/07/2023","North Greenville","Conference Carolinas","@ Lees-McRae","Ppd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/10/2023","North Greenville","Conference Carolinas","@ Tusculum","W 3-0",3,NA,37,14,83,0.277,37,3,12,30,3,2,14,NA,49,NA
"2022-2023","03/13/2023","North Greenville","Conference Carolinas","Reinhardt","W 3-0",3,NA,43,10,80,0.413,40,8,11,28,4,NA,8,NA,55,NA
"2022-2023","03/14/2023","North Greenville","Conference Carolinas","NJIT","L 2-3",5,NA,52,14,131,0.29,52,2,12,47,13,4,20,5,68,1
"2022-2023","03/14/2023","North Greenville","Conference Carolinas","@ Lees-McRae","Ppd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/21/2023","North Greenville","Conference Carolinas","King (TN)","W 3-1",4,NA,50,19,110,0.282,49,8,19,31,6,NA,15,1,65.5,NA
"2022-2023","03/24/2023","North Greenville","Conference Carolinas","@ Mount Olive","L 1-3",4,NA,51,21,152,0.197,47,5,11,51,12,4,16,NA,68,NA
"2022-2023","03/25/2023","North Greenville","Conference Carolinas","@ Barton","W 3-2",5,NA,69,21,154,0.312,NA,4,13,48,4,NA,4,NA,85,1
"2022-2023","03/28/2023","North Greenville","Conference Carolinas","@ Lees-McRae","W 3-1",4,NA,53,11,98,0.429,49,2,17,28,6,1,16,NA,64,NA
"2022-2023","04/01/2023","North Greenville","Conference Carolinas","Erskine","W 3-0",3,NA,35,14,80,0.263,32,7,12,25,1,2,4,1,46,NA
"2022-2023","04/05/2023","North Greenville","Conference Carolinas","Emmanuel (GA)","W 3-0",3,NA,41,11,91,0.33,40,9,10,33,1,2,13,NA,58.5,1
"2022-2023","04/13/2023","North Greenville","Conference Carolinas","@ Belmont Abbey","W 3-1",4,NA,57,16,128,0.32,55,2,11,49,NA,2,14,NA,68,NA
"2022-2023","04/21/2023","North Greenville","Conference Carolinas","#4 Belmont Abbey @Bristol, TN (2023 CC MVB Tournament)","W 3-0",3,NA,46,14,102,0.314,44,4,12,38,2,NA,10,1,55,NA
"2022-2023","04/22/2023","North Greenville","Conference Carolinas","@#3 King (TN) 2023 CC MVB Tournament","L 2-3",5,NA,68,28,NA,0.237,65,4,15,49,6,4,16,1,84,NA
"2022-2023","01/20/2023","Alderson Broaddus","DI Independent","Adrian @Hiram, OH","L 2-3",5,NA,46,21,126,0.198,38,8,25,34,6,8,2,4,63,NA
"2022-2023","01/21/2023","Alderson Broaddus","DI Independent","Kentucky St.","W 3-2",5,NA,60,22,133,0.286,46,6,NA,41,5,6,NA,7,72,NA
"2022-2023","01/21/2023","Alderson Broaddus","DI Independent","@ Hiram","W 3-0",3,NA,31,8,67,0.343,27,6,16,27,3,4,NA,NA,41,NA
"2022-2023","01/27/2023","Alderson Broaddus","DI Independent","Tusculum","L 1-3",4,NA,47,17,107,0.28,45,4,21,20,7,5,2,1,57,2
"2022-2023","01/28/2023","Alderson Broaddus","DI Independent","Thomas More","L 2-3",5,NA,46,21,118,0.212,45,3,23,37,10,3,16,NA,60,NA
"2022-2023","02/03/2023","Alderson Broaddus","DI Independent","Erskine","L 0-3",3,NA,29,17,93,0.129,26,4,17,29,4,2,8,NA,39,1
"2022-2023","02/04/2023","Alderson Broaddus","DI Independent","@ Saint Francis","L 0-3",3,NA,26,12,66,0.212,24,3,12,18,9,NA,2,NA,30,1
"2022-2023","02/07/2023(1)","Alderson Broaddus","DI Independent","Charleston (WV)","L 0-3",3,NA,28,27,87,0.011,24,5,13,19,3,NA,NA,NA,33,1
"2022-2023","02/10/2023","Alderson Broaddus","DI Independent","Missouri S&T @St. Louis, MO","L 2-3",5,NA,40,18,116,0.19,33,7,22,31,4,NA,18,1,56,4
"2022-2023","02/11/2023","Alderson Broaddus","DI Independent","Central St. (OH) @St. Louis, MO","L 0-3",3,NA,27,14,78,0.167,23,4,20,25,6,1,8,NA,36,1
"2022-2023","02/11/2023","Alderson Broaddus","DI Independent","@ Maryville (MO)","L 0-3",3,NA,24,24,82,NA,22,3,17,19,5,1,8,1,32,NA
"2022-2023","02/17/2023(1)","Alderson Broaddus","DI Independent","CarolinaU","W 3-1",4,NA,35,17,73,0.247,33,6,25,22,5,4,12,2,51,1
"2022-2023","02/17/2023(2)","Alderson Broaddus","DI Independent","CarolinaU","W 3-0",3,NA,24,9,68,0.221,18,6,20,22,2,1,8,NA,35,NA
"2022-2023","02/24/2023","Alderson Broaddus","DI Independent","Webber Int'l","L 0-3",3,NA,31,24,88,0.08,30,11,17,20,7,3,6,NA,48,1
"2022-2023","02/24/2023","Alderson Broaddus","DI Independent","Truett-McConnell @Laurinburg, NC","W 3-0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","02/25/2023","Alderson Broaddus","DI Independent","Milligan @Laurinburg, NC","Ppd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/03/2023","Alderson Broaddus","DI Independent","@ D'Youville","L 1-3",4,NA,38,25,100,0.13,34,10,18,29,8,NA,8,2,52,2
"2022-2023","03/04/2023","Alderson Broaddus","DI Independent","@ Daemen","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/18/2023","Alderson Broaddus","DI Independent","Carlow","W 3-0",3,NA,42,9,75,0.44,35,8,19,26,NA,3,6,NA,56,NA
"2022-2023","03/21/2023","Alderson Broaddus","DI Independent","@ Charleston (WV)","L 0-3",3,NA,23,16,79,0.089,22,1,17,17,6,NA,10,NA,29,1
"2022-2023","03/24/2023(1)","Alderson Broaddus","DI Independent","@ Carlow","W 3-0",3,NA,41,9,85,0.376,40,7,13,31,1,4,4,NA,54,NA
"2022-2023","03/24/2023(2)","Alderson Broaddus","DI Independent","@ Carlow","W 3-0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/25/2023","Alderson Broaddus","DI Independent","Thiel","W 3-2",5,NA,68,29,NA,0.238,62,6,27,55,NA,3,14,2,84,1
"2022-2023","03/25/2023","Alderson Broaddus","DI Independent","@ Geneva","L 1-3",4,NA,44,18,106,0.245,42,2,19,34,12,2,8,3,52,1
"2022-2023","03/30/2023","Alderson Broaddus","DI Independent","@ Queens (NC)","L 0-3",3,NA,24,17,76,0.092,22,NA,12,18,10,3,NA,3,27,NA
"2022-2023","03/31/2023","Alderson Broaddus","DI Independent","@ Lincoln Memorial","L 0-3",3,NA,18,21,71,-0.042,18,NA,11,23,8,2,2,NA,21,NA
"2022-2023","04/01/2023","Alderson Broaddus","DI Independent","Tusculum @Harrogate, TN","L 2-3",5,NA,44,27,118,0.144,40,11,22,31,8,NA,8,NA,59,1
"2022-2023","04/14/2023","Alderson Broaddus","DI Independent","#3 Limestone @Charlotte, NC (2023 IVA MVB Tournament)","L 0-3",3,NA,34,18,85,0.188,32,2,9,32,11,1,2,1,38,2
"2022-2023","04/15/2023","Alderson Broaddus","DI Independent","Tusculum @Charlotte, N.C.","W 3-1",4,NA,47,19,123,0.228,44,3,11,46,8,2,14,6,59,NA
"2022-2023","01/07/2023","American Int'l","DI Independent","Eastern Nazarene @Atlantic City, NJ","L 0-3",3,NA,25,25,74,NA,22,5,12,29,7,1,4,4,33,2
"2022-2023","01/07/2023","American Int'l","DI Independent","St. Francis Brooklyn @Atlantic City, NJ","L 0-3",3,NA,24,19,72,0.069,21,4,12,19,5,NA,NA,2,28,NA
"2022-2023","01/13/2023","American Int'l","DI Independent","FDU","L 0-3",3,NA,25,23,96,0.021,25,4,13,31,2,NA,8,NA,33,NA
"2022-2023","01/14/2023","American Int'l","DI Independent","@ FDU","L 0-3",3,NA,26,21,95,0.053,25,1,7,32,2,1,4,5,30,1
"2022-2023","01/20/2023","American Int'l","DI Independent","@ D'Youville","L 0-3",3,NA,18,16,62,0.032,16,1,9,14,7,NA,NA,NA,19,3
"2022-2023","01/21/2023","American Int'l","DI Independent","@ Daemen","L 0-3",3,NA,17,14,51,0.059,16,NA,13,14,9,3,2,1,21,1
"2022-2023","01/28/2023","American Int'l","DI Independent","@ Eastern Nazarene","L 1-3",4,NA,44,19,100,0.25,38,5,21,34,7,NA,12,NA,55,1
"2022-2023","01/28/2023","American Int'l","DI Independent","Emerson @Boston, MA","W 3-0",3,NA,38,8,80,0.375,33,4,13,24,1,NA,20,4,52,1
"2022-2023","02/03/2023","American Int'l","DI Independent","Merrimack","L 1-3",4,NA,37,16,88,0.239,36,6,18,22,7,3,6,NA,49,NA
"2022-2023","02/04/2023","American Int'l","DI Independent","Daemen","L 0-3",3,NA,18,21,71,-0.042,18,1,6,19,6,2,NA,4,21,3
"2022-2023","02/07/2023","American Int'l","DI Independent","Sacred Heart","L 1-3",4,NA,36,26,115,0.087,36,9,10,39,4,3,4,NA,50,NA
"2022-2023","02/10/2023","American Int'l","DI Independent","King's (PA)","L 1-3",4,NA,69,29,154,0.26,NA,3,11,NA,3,2,2,8,75,NA
"2022-2023","02/25/2023","American Int'l","DI Independent","Widener","W 3-1",4,NA,58,24,127,0.268,57,4,16,43,5,2,16,2,72,NA
"2022-2023","03/03/2023","American Int'l","DI Independent","LIU","L 0-3",3,NA,25,20,94,0.053,23,3,10,30,6,NA,4,1,30,NA
"2022-2023","03/04/2023","American Int'l","DI Independent","St. Francis Brooklyn","Ppd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/10/2023","American Int'l","DI Independent","D'Youville","L 1-3",4,NA,37,25,117,0.103,37,3,11,34,1,6,16,1,54,1
"2022-2023","03/11/2023","American Int'l","DI Independent","D'Youville","L 0-3",3,NA,26,21,92,0.054,25,3,12,28,3,2,10,NA,36,NA
"2022-2023","03/17/2023","American Int'l","DI Independent","@ Merrimack","L 1-3",4,NA,41,24,112,0.152,37,3,12,47,5,4,NA,NA,48,NA
"2022-2023","03/18/2023","American Int'l","DI Independent","@ LIU","L 0-3",3,NA,22,29,74,-0.095,20,3,11,23,4,NA,2,1,26,1
"2022-2023","03/22/2023","American Int'l","DI Independent","Rivier","L 1-3",4,NA,32,27,102,0.049,32,7,13,26,6,1,8,2,44,1
"2022-2023","03/24/2023","American Int'l","DI Independent","@ Harvard","L 0-3",3,NA,25,17,59,0.136,24,1,14,15,6,1,NA,NA,27,1
"2022-2023","03/28/2023","American Int'l","DI Independent","@ Rivier","L 0-3",3,NA,29,19,97,0.103,26,NA,10,32,3,3,8,4,36,NA
"2022-2023","04/01/2023","American Int'l","DI Independent","Vassar","L 0-3",3,NA,23,21,81,0.025,21,2,9,15,4,1,2,NA,27,NA
"2022-2023","04/04/2023","American Int'l","DI Independent","@ Sacred Heart","L 0-3",3,NA,23,20,69,0.043,22,1,13,11,7,1,4,2,27,NA
"2022-2023","04/07/2023","American Int'l","DI Independent","@ Endicott","L 0-3",3,NA,33,15,87,0.207,31,6,12,27,6,1,2,1,41,1
"2022-2023","01/12/2023","Limestone","DI Independent","LIU","W 3-1",4,NA,50,23,117,0.231,47,11,12,34,5,2,12,2,69,NA
"2022-2023","01/19/2023","Limestone","DI Independent","Quincy @Bristol, TN","L 2-3",5,NA,52,19,111,0.297,51,2,21,31,7,1,12,3,61,NA
"2022-2023","01/20/2023","Limestone","DI Independent","@ King (TN)","W 3-1",4,NA,55,30,146,0.171,51,6,14,57,8,NA,18,NA,70,2
"2022-2023","01/21/2023","Limestone","DI Independent","@ Lees-McRae","L 2-3",5,NA,41,15,99,0.263,37,2,24,38,NA,1,16,3,52,1
"2022-2023","01/25/2023","Limestone","DI Independent","@ North Greenville","L 0-3",3,NA,27,14,75,0.173,24,4,13,26,12,NA,6,1,34,NA
"2022-2023","01/27/2023","Limestone","DI Independent","Edward Waters","W 3-0",3,NA,38,12,86,0.302,35,4,11,20,1,2,7,1,47.5,NA
"2022-2023","01/28/2023","Limestone","DI Independent","@ Cumberland (TN)","W 3-0",3,NA,34,11,68,0.338,32,7,11,30,2,NA,10,1,46,2
"2022-2023","02/01/2023","Limestone","DI Independent","North Greenville","W 3-2",5,NA,64,19,128,0.352,62,5,14,47,6,2,14,NA,78,NA
"2022-2023","02/10/2023","Limestone","DI Independent","@ Tusculum","W 3-0",3,NA,36,11,78,0.321,33,1,12,28,3,4,14,2,48,NA
"2022-2023","02/11/2023","Limestone","DI Independent","@ Lincoln Memorial","L 0-3",3,NA,29,20,71,0.127,28,4,7,24,6,2,4,NA,37,NA
"2022-2023","02/15/2023","Limestone","DI Independent","@ Emmanuel (GA)","L 2-3",5,NA,55,18,109,0.339,54,7,10,31,10,NA,9,NA,66.5,1
"2022-2023","02/18/2023","Limestone","DI Independent","Fort Valley St.","W 3-1",4,NA,49,20,106,0.274,49,8,17,42,2,2,12,NA,65,NA
"2022-2023","02/24/2023","Limestone","DI Independent","@ Queens (NC)","L 0-3",3,NA,37,21,115,0.139,32,3,8,41,4,2,12,NA,48,NA
"2022-2023","02/28/2023","Limestone","DI Independent","@ Belmont Abbey","W 3-0",3,NA,40,15,82,0.305,37,8,9,28,2,NA,14,1,55,NA
"2022-2023","03/10/2023","Limestone","DI Independent","@ George Mason","L 0-3",3,NA,34,19,88,0.17,33,2,12,26,7,1,6,NA,40,NA
"2022-2023","03/11/2023","Limestone","DI Independent","@ George Mason","L 1-3",4,NA,44,19,113,0.221,42,6,19,29,3,2,23,NA,63.5,NA
"2022-2023","03/15/2023","Limestone","DI Independent","Edward Waters","W 3-0",3,NA,43,14,96,0.302,42,5,16,28,4,1,8,NA,53,NA
"2022-2023","03/18/2023","Limestone","DI Independent","Reinhardt","W 3-0",3,NA,33,8,75,0.333,32,5,10,21,2,1,12,NA,45,NA
"2022-2023","03/22/2023","Limestone","DI Independent","Belmont Abbey","L 2-3",5,NA,63,24,131,0.298,62,7,27,42,4,2,12,NA,78,NA
"2022-2023","03/24/2023","Limestone","DI Independent","Tusculum","W 3-1",4,NA,54,17,134,0.276,52,3,13,46,5,1,12,NA,64,NA
"2022-2023","03/25/2023","Limestone","DI Independent","Lincoln Memorial","L 0-3",3,NA,43,11,87,0.368,41,NA,11,22,3,NA,8,NA,47,NA
"2022-2023","03/29/2023","Limestone","DI Independent","Emmanuel (GA)","W 3-0",3,NA,43,12,81,0.383,38,3,11,34,NA,5,7,NA,54.5,NA
"2022-2023","03/31/2023","Limestone","DI Independent","Kentucky St.","W 3-0",3,NA,29,10,66,0.288,27,10,10,28,NA,4,10,NA,48,NA
"2022-2023","04/04/2023","Limestone","DI Independent","@ Erskine","W 3-1",4,NA,48,22,128,0.203,47,NA,12,45,3,NA,8,1,69,NA
"2022-2023","04/06/2023","Limestone","DI Independent","Queens (NC)","L 0-3",3,NA,22,25,92,-0.033,21,1,8,28,4,5,6,NA,31,NA
"2022-2023","04/14/2023","Limestone","DI Independent","#6 Alderson Broaddus @Charlotte, NC (2023 IVA MVB Tournament)","W 3-0",3,NA,34,6,77,0.364,31,11,11,30,2,3,8,1,52,1
"2022-2023","04/14/2023","Limestone","DI Independent","@#2 Queens (NC) 2023 IVA MVB Tournament","L 2-3",5,NA,61,22,134,0.291,57,6,26,37,11,1,NA,NA,80.5,1
"2022-2023","04/15/2023","Limestone","DI Independent","Maryville (MO)","W 3-1",4,NA,49,23,131,0.198,43,4,17,53,5,2,14,1,62,NA
"2022-2023","01/04/2023","Lincoln Memorial","DI Independent","@ Pepperdine","L 0-3",3,NA,31,14,87,0.195,31,3,16,30,7,2,16,1,44,NA
"2022-2023","01/05/2023","Lincoln Memorial","DI Independent","UC San Diego @Santa Barbara, CA","L 2-3",5,NA,55,16,113,0.345,54,4,23,37,5,3,18,1,71,2
"2022-2023","01/06/2023","Lincoln Memorial","DI Independent","@ UC Santa Barbara","W 3-2",5,NA,58,20,127,0.299,54,5,21,32,2,1,12,1,70,2
"2022-2023","01/07/2023","Lincoln Memorial","DI Independent","CSUN @Santa Barbara, CA","L 0-3",3,NA,26,19,62,0.113,24,6,11,13,8,1,4,2,35,NA
"2022-2023","01/13/2023","Lincoln Memorial","DI Independent","Mount Olive","W 3-0",3,NA,42,10,79,0.405,41,8,14,23,NA,3,8,NA,57,NA
"2022-2023","01/14/2023","Lincoln Memorial","DI Independent","Barton","W 3-0",3,NA,42,10,77,0.416,40,6,9,35,NA,2,14,NA,57,NA
"2022-2023","01/19/2023","Lincoln Memorial","DI Independent","Charleston (WV) @Bristol, TN","L 0-3",3,NA,26,26,88,NA,26,NA,11,29,2,2,11,NA,33.5,NA
"2022-2023","01/20/2023","Lincoln Memorial","DI Independent","Quincy @Bristol, TN","W 3-0",3,NA,42,12,71,0.423,40,4,9,23,3,1,2,2,48,NA
"2022-2023","01/31/2023","Lincoln Memorial","DI Independent","King (TN)","W 3-0",3,NA,34,16,81,0.222,33,11,11,25,NA,NA,12,NA,51,NA
"2022-2023","02/03/2023","Lincoln Memorial","DI Independent","Central St. (OH)","W 3-0",3,NA,33,8,75,0.333,33,8,15,34,3,NA,8,NA,45,NA
"2022-2023","02/04/2023","Lincoln Memorial","DI Independent","Central St. (OH)","W 3-0",3,NA,39,8,81,0.383,39,4,8,33,5,1,6,1,47,NA
"2022-2023","02/10/2023","Lincoln Memorial","DI Independent","Queens (NC)","W 3-1",4,NA,53,29,111,0.216,51,4,21,22,2,4,6,NA,64,NA
"2022-2023","02/11/2023","Lincoln Memorial","DI Independent","Limestone","W 3-0",3,NA,42,7,83,0.422,41,6,15,19,4,2,10,NA,55,NA
"2022-2023","02/14/2023","Lincoln Memorial","DI Independent","@ Tusculum","W 3-0",3,NA,36,8,56,0.5,35,6,13,21,NA,2,14,1,51,NA
"2022-2023","02/25/2023","Lincoln Memorial","DI Independent","@ Fort Valley St.","W 3-0",3,NA,34,6,58,0.483,25,11,9,28,2,1,14,NA,53,NA
"2022-2023","02/28/2023","Lincoln Memorial","DI Independent","@ King (TN)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/10/2023","Lincoln Memorial","DI Independent","Emmanuel (GA)","W 3-0",3,NA,38,7,60,0.517,37,9,16,24,NA,NA,4,NA,49,NA
"2022-2023","03/18/2023","Lincoln Memorial","DI Independent","Fort Valley St.","W 3-0",3,NA,44,5,66,NA,42,7,17,19,NA,1,2,NA,53,3
"2022-2023","03/24/2023","Lincoln Memorial","DI Independent","@ Queens (NC)","W 3-1",4,NA,49,18,116,0.267,46,10,11,51,9,4,16,1,71,NA
"2022-2023","03/25/2023","Lincoln Memorial","DI Independent","@ Limestone","W 3-0",3,NA,48,10,85,0.447,47,3,11,25,NA,NA,4,NA,53,NA
"2022-2023","03/26/2023","Lincoln Memorial","DI Independent","@ Emmanuel (GA)","W 3-0",3,NA,37,12,85,0.294,37,5,13,44,1,4,10,NA,51,NA
"2022-2023","03/31/2023","Lincoln Memorial","DI Independent","Alderson Broaddus","W 3-0",3,NA,31,8,63,0.365,29,8,15,26,NA,4,6,NA,46,NA
"2022-2023","04/01/2023","Lincoln Memorial","DI Independent","Tusculum","W 3-0",3,NA,43,17,84,0.31,38,7,9,31,NA,2,10,NA,57,NA
"2022-2023","04/07/2023","Lincoln Memorial","DI Independent","@ Mount Olive","W 3-1",4,NA,65,27,152,0.25,61,4,16,58,3,NA,23,3,80.5,NA
"2022-2023","04/08/2023","Lincoln Memorial","DI Independent","@ Barton","W 3-0",3,NA,39,8,81,0.383,37,3,13,29,NA,6,NA,NA,48,NA
"2022-2023","04/14/2023","Lincoln Memorial","DI Independent","#5 Maryville (MO) @Charlotte, NC (2023 IVA MVB Tournament)","W 3-0",3,NA,46,13,97,0.34,41,3,9,43,1,1,2,2,51,1
"2022-2023","04/15/2023","Lincoln Memorial","DI Independent","#2 Queens (NC) 2023 IVA MVB Tournament","W 3-0",3,NA,42,11,84,0.369,39,4,17,25,2,4,10,NA,55,NA
"2022-2023","01/13/2023","Maryville (MO)","DI Independent","Kentucky St.","W 3-1",4,NA,43,17,117,0.222,34,15,17,41,5,2,9,1,64.5,NA
"2022-2023","01/20/2023","Maryville (MO)","DI Independent","@ Ohio St.","L 0-3",3,NA,16,16,60,NA,16,4,13,21,NA,1,9,NA,25.5,NA
"2022-2023","01/21/2023","Maryville (MO)","DI Independent","@ Central St. (OH)","L 1-3",4,NA,31,28,98,0.031,28,3,18,31,4,6,NA,NA,40,NA
"2022-2023","01/25/2023","Maryville (MO)","DI Independent","@ Quincy","L 0-3",3,NA,27,16,83,0.133,27,NA,16,18,4,2,12,NA,35,NA
"2022-2023","01/27/2023","Maryville (MO)","DI Independent","@ Loyola Chicago","L 1-3",4,NA,35,22,101,0.129,35,6,8,27,NA,NA,16,4,49,NA
"2022-2023","01/28/2023","Maryville (MO)","DI Independent","@ Lewis","L 0-3",3,NA,18,18,66,NA,14,2,10,22,8,NA,10,1,25,1
"2022-2023","02/01/2023","Maryville (MO)","DI Independent","@ Missouri S&T","L 0-3",3,NA,29,21,72,0.111,26,1,17,12,5,3,2,2,34,NA
"2022-2023","02/03/2023","Maryville (MO)","DI Independent","Culver-Stockton","W 3-0",3,NA,39,11,73,0.384,34,10,9,24,1,1,12,NA,56,NA
"2022-2023","02/08/2023","Maryville (MO)","DI Independent","Purdue Fort Wayne","L 0-3",3,NA,27,12,67,0.224,22,2,13,13,10,1,6,3,33,1
"2022-2023","02/10/2023","Maryville (MO)","DI Independent","Central St. (OH) @St. Louis, MO","W 3-0",3,NA,33,18,90,0.167,29,6,11,34,5,7,14,1,53,1
"2022-2023","02/11/2023","Maryville (MO)","DI Independent","Alderson Broaddus","W 3-0",3,NA,29,15,68,0.206,27,5,13,27,3,2,11,1,41.5,1
"2022-2023","02/15/2023","Maryville (MO)","DI Independent","@ Fontbonne","L 2-3",5,NA,51,21,150,0.2,48,5,17,51,3,NA,20,2,66,NA
"2022-2023","02/21/2023","Maryville (MO)","DI Independent","Mo. Baptist","L 1-3",4,NA,23,18,79,0.063,20,2,15,23,11,2,13,NA,33.5,NA
"2022-2023","02/23/2023","Maryville (MO)","DI Independent","@ Kentucky St.","W 3-0",3,NA,44,13,77,0.403,39,6,16,27,6,6,4,2,58,NA
"2022-2023","02/25/2023","Maryville (MO)","DI Independent","@ UHSP","W 3-0",3,NA,35,19,89,0.18,32,6,11,34,1,5,10,NA,51,NA
"2022-2023","02/28/2023","Maryville (MO)","DI Independent","MSOE @Clayton, MO","W 3-1",4,NA,39,15,95,0.253,34,6,13,45,10,3,6,NA,51,1
"2022-2023","03/03/2023","Maryville (MO)","DI Independent","Emmanuel (GA)","L 1-3",4,NA,41,22,102,0.186,35,5,15,31,2,2,23,1,59.5,1
"2022-2023","03/04/2023","Maryville (MO)","DI Independent","Lewis","L 0-3",3,NA,28,16,71,0.169,27,3,12,29,6,1,12,2,38,1
"2022-2023","03/06/2023","Maryville (MO)","DI Independent","UHSP","W 3-0",3,NA,54,13,96,0.427,49,7,14,19,4,NA,7,NA,64.5,NA
"2022-2023","03/08/2023","Maryville (MO)","DI Independent","Fontbonne","W 3-2",5,NA,58,23,143,0.245,52,7,15,47,2,NA,17,NA,73.5,NA
"2022-2023","03/10/2023","Maryville (MO)","DI Independent","Quincy","L 1-3",4,NA,41,28,107,0.121,39,1,19,43,7,4,8,1,50,NA
