"Season","Date","Team","Conference","Opponent","Result","S","MS","Kills","Errors","Total Attacks","Hit Pct","Assists","Aces","SErr","Digs","RErr","Block Solos","Block Assists","BErr","PTS","BHE"
"2021-2022","01/22/2022","Quincy","MIVA","St. Xavier","W 3-2",5,NA,46,18,104,0.269,41,8,8,35,NA,3,8,3,61,NA
"2021-2022","01/25/2022","Quincy","MIVA","St. Ambrose","W 3-1",4,NA,49,17,98,0.327,48,8,11,34,7,6,2,1,64,NA
"2021-2022","01/28/2022","Quincy","MIVA","Missouri Valley","L 2-3",5,NA,53,15,120,0.317,48,6,19,36,9,1,16,1,68,NA
"2021-2022","02/04/2022","Quincy","MIVA","Grand View","L 2-3",5,NA,49,NA,123,0.146,46,3,14,41,9,3,16,2,63,NA
"2021-2022","02/10/2022","Quincy","MIVA","@ Loyola Chicago","L 0-3",3,NA,29,16,80,0.163,28,1,10,23,10,2,NA,1,32,NA
"2021-2022","02/12/2022","Quincy","MIVA","@ Purdue Fort Wayne","L 0-3",3,NA,30,12,83,0.217,28,1,13,28,5,2,10,1,38,1
"2021-2022","02/16/2022","Quincy","MIVA","McKendree","L 0-3",3,NA,34,20,95,0.147,33,2,10,32,6,NA,NA,NA,36,1
"2021-2022","02/19/2022","Quincy","MIVA","Lewis","L 0-3",3,NA,34,17,91,0.187,30,NA,8,22,4,1,4,NA,37,NA
"2021-2022","02/24/2022","Quincy","MIVA","@ Ohio St.","L 0-3",3,NA,34,12,80,0.275,32,4,7,17,7,NA,8,1,42,1
"2021-2022","02/25/2022","Quincy","MIVA","@ Ball St.","L 0-3",3,NA,29,19,87,0.115,27,1,8,30,7,1,15,1,38.5,NA
"2021-2022","03/03/2022","Quincy","MIVA","@ Lindenwood","L 2-3",5,NA,43,24,119,0.16,40,NA,18,31,9,4,12,NA,53,NA
"2021-2022","03/05/2022","Quincy","MIVA","Lindenwood","L 0-3",3,NA,28,17,73,0.151,26,NA,8,26,2,5,6,2,36,NA
"2021-2022","03/12/2022","Quincy","MIVA","Limestone @Saint Charles, MO","L 1-3",4,NA,43,23,102,0.196,41,4,11,18,8,2,4,NA,51,1
"2021-2022","03/13/2022","Quincy","MIVA","Lincoln Memorial @Saint Charles, MO","W 3-2",5,NA,61,28,NA,0.181,60,6,15,55,3,3,16,NA,78,NA
"2021-2022","03/16/2022","Quincy","MIVA","@ Lincoln Memorial","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","03/17/2022","Quincy","MIVA","@ King (TN)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","03/25/2022","Quincy","MIVA","Ball St.","L 0-3",3,NA,29,18,75,0.147,29,1,15,24,5,1,4,NA,33,NA
"2021-2022","03/26/2022","Quincy","MIVA","Ohio St.","L 0-3",3,NA,25,14,60,0.183,22,1,9,19,7,2,4,NA,30,NA
"2021-2022","03/31/2022","Quincy","MIVA","Purdue Fort Wayne","L 0-3",3,NA,29,17,74,0.162,29,NA,10,25,2,NA,8,NA,33,NA
"2021-2022","04/02/2022","Quincy","MIVA","Loyola Chicago","L 0-3",3,NA,28,19,83,0.108,27,2,10,22,3,3,NA,2,33,1
"2021-2022","04/07/2022","Quincy","MIVA","@ Lewis","L 1-3",4,NA,45,17,88,0.318,44,2,15,24,9,2,6,2,52,1
"2021-2022","04/09/2022","Quincy","MIVA","@ McKendree","L 0-3",3,NA,29,22,80,0.088,28,3,7,27,6,3,4,1,37,1
"2021-2022","04/16/2022","Quincy","MIVA","@#1 Ball St. 2022 MIVA MVB","L 0-3",3,NA,20,15,66,0.076,18,1,10,26,6,1,7,2,25.5,1
"2021-2022","01/06/2022","BYU","MPSF","@ Penn St.","L 0-3",3,NA,27,18,69,0.13,26,1,12,14,9,NA,6,1,31,1
"2021-2022","01/08/2022","BYU","MPSF","@ Penn St.","L 0-3",3,NA,32,12,70,0.286,28,4,21,17,8,1,6,3,40,1
"2021-2022","01/21/2022","BYU","MPSF","UC Irvine","W 3-2",5,NA,50,23,125,0.216,47,9,19,32,2,3,26,2,75,NA
"2021-2022","01/22/2022","BYU","MPSF","UC Irvine","W 3-0",3,NA,44,12,81,0.395,44,3,16,21,1,2,10,1,54,NA
"2021-2022","01/27/2022","BYU","MPSF","Mount Olive","W 3-2",5,NA,62,15,117,0.402,59,5,28,43,6,2,13,1,75.5,1
"2021-2022","01/29/2022","BYU","MPSF","Mount Olive","W 3-1",4,NA,52,21,127,0.244,44,NA,20,42,1,2,20,2,64,NA
"2021-2022","02/04/2022","BYU","MPSF","Ball St.","W 3-2",5,NA,62,19,133,0.323,59,7,20,40,4,NA,16,2,77,NA
"2021-2022","02/05/2022","BYU","MPSF","Ball St.","L 1-3",4,NA,55,25,129,0.233,53,2,18,32,3,2,18,4,68,1
"2021-2022","02/11/2022","BYU","MPSF","UC San Diego","L 2-3",5,NA,55,24,134,0.231,53,4,25,41,3,NA,14,NA,66,NA
"2021-2022","02/12/2022","BYU","MPSF","UC San Diego","L 2-3",5,NA,54,15,118,0.331,50,3,23,25,5,3,18,NA,69,1
"2021-2022","02/18/2022","BYU","MPSF","@ UC Santa Barbara","L 0-3",3,NA,31,19,80,0.15,31,4,14,25,6,NA,9,NA,39.5,NA
"2021-2022","02/19/2022","BYU","MPSF","@ UC Santa Barbara","L 1-3",4,NA,59,18,117,0.35,58,4,26,40,5,1,13,3,70.5,NA
"2021-2022","02/25/2022","BYU","MPSF","Grand Canyon","L 1-3",4,NA,48,17,100,0.31,47,4,16,18,4,2,11,3,59.5,NA
"2021-2022","02/26/2022","BYU","MPSF","Grand Canyon","L 2-3",5,NA,66,21,142,0.317,63,7,26,43,3,NA,19,4,82.5,NA
"2021-2022","03/04/2022","BYU","MPSF","@ Southern California","L 1-3",4,NA,48,19,110,0.264,45,6,17,33,10,NA,11,4,59.5,1
"2021-2022","03/05/2022","BYU","MPSF","@ Southern California","L 0-3",3,NA,23,18,66,0.076,22,2,12,19,5,NA,2,4,26,NA
"2021-2022","03/11/2022","BYU","MPSF","CUI","W 3-0",3,NA,42,5,65,0.569,39,8,16,21,3,2,16,NA,60,NA
"2021-2022","03/12/2022","BYU","MPSF","CUI","W 3-1",4,NA,55,20,106,0.33,51,7,20,27,4,NA,18,1,71,NA
"2021-2022","03/25/2022","BYU","MPSF","@ Pepperdine","W 3-2",5,NA,55,20,125,0.28,51,15,25,37,13,1,24,2,83,NA
"2021-2022","03/26/2022","BYU","MPSF","@ Pepperdine","L 0-3",3,NA,37,12,77,0.325,35,6,9,8,7,NA,10,1,48,NA
"2021-2022","04/08/2022","BYU","MPSF","@ Stanford","L 0-3",3,NA,42,16,87,0.299,40,4,12,21,4,NA,9,1,50.5,NA
"2021-2022","04/09/2022","BYU","MPSF","@ Stanford","L 2-3",5,NA,69,20,158,0.31,66,4,20,NA,2,NA,22,2,84,NA
"2021-2022","04/15/2022","BYU","MPSF","UCLA","L 1-3",4,NA,38,25,103,0.126,34,5,16,31,3,NA,9,4,47.5,NA
"2021-2022","04/16/2022","BYU","MPSF","UCLA","L 2-3",5,NA,55,11,116,0.379,51,7,22,25,1,2,21,4,74.5,NA
"2021-2022","04/20/2022","BYU","MPSF","#3 Pepperdine @Los Angeles, CA (2022 MPSF MVB)","L 2-3",5,NA,58,26,134,0.239,56,4,13,37,4,2,NA,1,79,NA
"2021-2022","01/06/2022","CUI","MPSF","CSUN @Isla Vista, CA","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/08/2022","CUI","MPSF","UC San Diego @Isla Vista, CA","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/10/2022","CUI","MPSF","St. Xavier","W 3-1",4,NA,51,14,121,0.306,48,2,16,39,7,3,13,2,62.5,NA
"2021-2022","01/13/2022","CUI","MPSF","St. Katherine","W 3-0",3,NA,27,7,80,0.25,22,1,13,41,1,3,29,1,45.5,NA
"2021-2022","01/22/2022","CUI","MPSF","Master's","W 3-0",3,NA,41,6,66,0.53,38,4,12,22,3,3,2,1,49,NA
"2021-2022","01/28/2022","CUI","MPSF","@ St. Katherine","W 3-0",3,NA,33,12,69,0.304,32,7,11,29,2,4,12,2,50,1
"2021-2022","02/04/2022","CUI","MPSF","@ UC San Diego","W 3-1",4,NA,66,18,137,0.35,56,4,18,43,2,2,10,1,77,NA
"2021-2022","02/18/2022","CUI","MPSF","@ UC Irvine","L 0-3",3,NA,36,17,104,0.183,36,2,8,37,4,1,14,NA,46,NA
"2021-2022","02/19/2022","CUI","MPSF","@ UC San Diego","L 0-3",3,NA,28,10,80,0.225,27,4,11,17,5,2,13,NA,40.5,NA
"2021-2022","02/21/2022","CUI","MPSF","Central St. (OH)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","02/23/2022","CUI","MPSF","@ UCLA","L 1-3",4,NA,28,18,94,0.106,27,4,15,26,8,2,16,NA,42,NA
"2021-2022","02/25/2022","CUI","MPSF","UCLA","L 0-3",3,NA,25,17,80,0.1,24,NA,11,18,5,1,4,NA,28,NA
"2021-2022","03/01/2022","CUI","MPSF","@ Vanguard","W 3-1",4,NA,54,17,102,0.363,50,7,19,31,4,2,14,2,70,NA
"2021-2022","03/03/2022","CUI","MPSF","Stanford","W 3-2",5,NA,59,19,137,0.292,57,6,8,43,7,4,10,5,74,NA
"2021-2022","03/04/2022","CUI","MPSF","Stanford","W 3-1",4,NA,58,20,134,0.284,54,NA,6,48,6,3,17,1,69.5,1
"2021-2022","03/05/2022","CUI","MPSF","UC Irvine","L 2-3",5,NA,51,21,126,0.238,47,3,10,39,8,3,16,1,65,NA
"2021-2022","03/09/2022","CUI","MPSF","UC San Diego","L 1-3",4,NA,49,22,131,0.206,47,5,11,39,8,5,16,NA,67,NA
"2021-2022","03/11/2022","CUI","MPSF","@ BYU","L 0-3",3,NA,23,14,63,0.143,23,3,9,15,8,1,2,2,28,2
"2021-2022","03/12/2022","CUI","MPSF","@ BYU","L 1-3",4,NA,42,17,96,0.26,40,4,14,24,7,3,12,NA,55,1
"2021-2022","03/17/2022","CUI","MPSF","Ottawa (KS)","W 3-0",3,NA,39,12,71,0.38,38,7,5,19,2,2,12,1,54,NA
"2021-2022","03/18/2022","CUI","MPSF","@ Long Beach St.","L 0-3",3,NA,33,13,104,0.192,34,1,9,32,8,1,6,NA,38,NA
"2021-2022","03/25/2022","CUI","MPSF","Grand Canyon","W 3-0",3,NA,46,10,94,0.383,44,7,13,25,3,1,8,1,58,1
"2021-2022","03/26/2022","CUI","MPSF","Grand Canyon","L 1-3",4,NA,53,21,123,0.26,51,1,14,36,4,1,13,NA,61.5,NA
"2021-2022","03/31/2022","CUI","MPSF","Pepperdine","L 0-3",3,NA,39,14,89,0.281,39,1,10,31,2,1,15,1,48.5,1
"2021-2022","04/02/2022","CUI","MPSF","@ Pepperdine","L 0-3",3,NA,40,17,87,0.264,37,1,6,13,4,1,5,NA,44.5,1
"2021-2022","04/08/2022","CUI","MPSF","@ Southern California","L 0-3",3,NA,29,15,81,0.173,29,4,8,29,4,1,7,2,37.5,NA
"2021-2022","04/09/2022","CUI","MPSF","Southern California","L 0-3",3,NA,33,12,91,0.231,31,5,7,27,5,2,17,NA,48.5,2
"2021-2022","04/15/2022","CUI","MPSF","UC Santa Barbara","L 0-3",3,NA,38,19,106,0.179,37,4,12,37,2,NA,6,NA,45,1
"2021-2022","04/20/2022","CUI","MPSF","#2 Southern California @Los Angeles, CA (2022 MPSF MVB)","L 0-3",3,NA,32,14,81,0.222,32,3,13,29,6,2,5,1,39.5,NA
"2021-2022","01/07/2022","Grand Canyon","MPSF","McKendree","W 3-1",4,NA,64,18,139,0.331,61,11,23,52,5,3,8,2,82,1
"2021-2022","01/08/2022","Grand Canyon","MPSF","McKendree","W 3-1",4,NA,49,13,120,0.3,43,2,18,49,3,4,18,NA,64,NA
"2021-2022","01/13/2022","Grand Canyon","MPSF","@ Penn St.","L 0-3",3,NA,33,16,79,0.215,33,6,15,17,4,NA,11,1,44.5,NA
"2021-2022","01/15/2022","Grand Canyon","MPSF","@ Penn St.","L 0-3",3,NA,22,12,57,0.175,21,NA,6,16,11,4,5,3,28.5,NA
"2021-2022","01/21/2022","Grand Canyon","MPSF","@ UC San Diego","W 3-1",4,NA,45,18,101,0.267,39,7,15,36,4,6,4,NA,60,NA
"2021-2022","01/27/2022","Grand Canyon","MPSF","Benedictine Mesa","W 3-0",3,NA,33,6,62,0.435,27,5,10,27,5,6,6,1,47,NA
"2021-2022","01/28/2022","Grand Canyon","MPSF","Master's","W 3-0",3,NA,40,10,81,0.37,29,4,12,20,3,3,4,NA,49,1
"2021-2022","02/04/2022","Grand Canyon","MPSF","@ Loyola Chicago","W 3-0",3,NA,44,12,83,0.386,42,6,8,24,3,2,11,4,57.5,NA
"2021-2022","02/05/2022","Grand Canyon","MPSF","@ Lewis","L 2-3",5,NA,59,21,136,0.279,58,7,22,41,4,6,14,1,79,1
"2021-2022","02/11/2022","Grand Canyon","MPSF","UC Santa Barbara","L 2-3",5,NA,56,20,138,0.261,54,8,15,57,9,5,14,1,76,NA
"2021-2022","02/12/2022","Grand Canyon","MPSF","UC Santa Barbara","L 2-3",5,NA,50,23,151,0.179,45,4,16,52,4,7,16,NA,69,1
"2021-2022","02/18/2022","Grand Canyon","MPSF","Pepperdine","L 1-3",4,NA,72,25,146,0.322,69,3,19,33,7,5,6,NA,83,1
"2021-2022","02/20/2022","Grand Canyon","MPSF","Pepperdine","W 3-1",4,NA,49,20,99,0.293,44,4,16,35,5,5,8,NA,62,NA
"2021-2022","02/25/2022","Grand Canyon","MPSF","@ BYU","W 3-1",4,NA,59,17,102,0.412,56,4,16,32,4,3,13,NA,72.5,NA
"2021-2022","02/26/2022","Grand Canyon","MPSF","@ BYU","W 3-2",5,NA,73,20,146,0.363,64,3,27,47,7,2,16,2,NA,NA
"2021-2022","03/03/2022","Grand Canyon","MPSF","@ UCLA","L 0-3",3,NA,37,24,87,0.149,35,2,9,25,5,2,2,1,42,NA
"2021-2022","03/04/2022","Grand Canyon","MPSF","@ UCLA","L 0-3",3,NA,37,15,100,0.22,36,5,6,32,2,NA,7,5,45.5,1
"2021-2022","03/12/2022","Grand Canyon","MPSF","Harvard","W 3-0",3,NA,43,12,77,0.403,40,4,11,28,2,4,2,NA,52,NA
"2021-2022","03/13/2022","Grand Canyon","MPSF","Harvard","W 3-0",3,NA,32,14,89,0.202,32,3,12,32,3,5,8,1,44,NA
"2021-2022","03/18/2022","Grand Canyon","MPSF","Tusculum","W 3-0",3,NA,35,11,66,0.364,32,5,7,28,3,3,8,NA,47,NA
"2021-2022","03/19/2022","Grand Canyon","MPSF","Tusculum","W 3-0",3,NA,41,5,69,0.522,37,6,13,29,1,1,2,1,49,NA
"2021-2022","03/25/2022","Grand Canyon","MPSF","@ CUI","L 0-3",3,NA,49,15,94,0.362,47,3,18,26,7,1,9,1,57.5,NA
"2021-2022","03/26/2022","Grand Canyon","MPSF","@ CUI","W 3-1",4,NA,52,21,117,0.265,46,4,14,33,1,5,15,2,68.5,NA
"2021-2022","03/31/2022","Grand Canyon","MPSF","Stanford","W 3-0",3,NA,38,10,70,0.4,34,6,18,24,3,4,7,NA,51.5,NA
"2021-2022","04/02/2022","Grand Canyon","MPSF","Stanford","W 3-1",4,NA,48,11,114,0.325,45,4,14,44,6,NA,14,5,68,NA
"2021-2022","04/15/2022","Grand Canyon","MPSF","Southern California","L 2-3",5,NA,50,24,114,0.228,48,9,10,37,8,6,2,NA,66,1
"2021-2022","04/16/2022","Grand Canyon","MPSF","Southern California","L 0-3",3,NA,40,17,101,0.228,39,5,8,36,3,3,4,1,50,NA
"2021-2022","04/20/2022","Grand Canyon","MPSF","#5 Stanford @Los Angeles, CA (2022 MPSF MVB)","L 1-3",4,NA,46,25,108,0.194,43,7,17,28,9,2,12,1,61,NA
"2021-2022","01/05/2022","Pepperdine","MPSF","@ Mount Olive","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/06/2022","Pepperdine","MPSF","@ Mount Olive","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/07/2022","Pepperdine","MPSF","@ Barton","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/08/2022","Pepperdine","MPSF","@ Barton","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/13/2022","Pepperdine","MPSF","Erskine","W 3-0",3,NA,30,2,51,0.549,28,10,12,16,2,NA,22,2,51,NA
"2021-2022","01/14/2022","Pepperdine","MPSF","Erskine","W 3-0",3,NA,38,7,70,0.443,36,14,13,12,2,NA,17,2,60.5,NA
"2021-2022","01/17/2022","Pepperdine","MPSF","Princeton","W 3-0",3,NA,45,8,75,0.493,43,6,14,21,5,NA,9,2,55.5,1
"2021-2022","01/21/2022","Pepperdine","MPSF","UC Santa Barbara","L 2-3",5,NA,59,NA,144,0.201,58,8,29,35,7,2,23,NA,80.5,1
"2021-2022","01/28/2022","Pepperdine","MPSF","Lewis","W 3-0",3,NA,45,13,91,0.352,43,5,14,27,2,1,12,NA,57,NA
"2021-2022","02/04/2022","Pepperdine","MPSF","@ UC Santa Barbara","L 1-3",4,NA,47,25,113,0.195,42,1,17,32,5,2,14,4,57,NA
"2021-2022","02/09/2022","Pepperdine","MPSF","UC Irvine","W 3-0",3,NA,36,16,77,0.26,31,6,7,20,1,NA,NA,1,57,1
"2021-2022","02/11/2022","Pepperdine","MPSF","@ UC Irvine","L 1-3",4,NA,61,16,114,0.395,57,6,15,36,7,NA,16,3,75,1
"2021-2022","02/18/2022","Pepperdine","MPSF","@ Grand Canyon","W 3-1",4,NA,62,15,117,0.402,61,7,8,38,3,7,12,NA,82,NA
"2021-2022","02/20/2022","Pepperdine","MPSF","@ Grand Canyon","L 1-3",4,NA,42,20,106,0.208,41,5,22,27,4,5,10,NA,57,NA
"2021-2022","02/23/2022","Pepperdine","MPSF","Southern California","W 3-2",5,NA,58,20,132,0.288,57,10,15,41,3,4,20,3,82,NA
"2021-2022","02/25/2022","Pepperdine","MPSF","@ Southern California","L 1-3",4,NA,62,19,129,0.333,61,1,9,39,1,2,4,2,67,1
"2021-2022","03/04/2022","Pepperdine","MPSF","@ McKendree","W 3-0",3,NA,35,11,70,0.343,34,4,5,24,NA,1,12,NA,46,1
"2021-2022","03/05/2022","Pepperdine","MPSF","@ McKendree","L 2-3",5,NA,62,24,128,0.297,60,3,13,40,6,2,10,NA,72,1
"2021-2022","03/11/2022","Pepperdine","MPSF","George Mason","W 3-0",3,NA,33,4,60,0.483,32,4,10,23,5,1,22,1,49,NA
"2021-2022","03/16/2022","Pepperdine","MPSF","CSUN","W 3-0",3,NA,44,13,77,0.403,42,5,11,26,2,2,13,NA,57.5,NA
"2021-2022","03/18/2022","Pepperdine","MPSF","@ CSUN","W 3-0",3,NA,40,6,58,NA,38,2,11,23,NA,1,8,1,47,NA
"2021-2022","03/25/2022","Pepperdine","MPSF","BYU","L 2-3",5,NA,59,24,128,0.273,57,13,24,39,NA,1,16,4,81,NA
"2021-2022","03/26/2022","Pepperdine","MPSF","BYU","W 3-0",3,NA,47,15,74,0.432,47,7,4,25,6,NA,13,1,60.5,NA
"2021-2022","03/31/2022","Pepperdine","MPSF","@ CUI","W 3-0",3,NA,50,17,100,0.33,48,2,12,31,1,2,4,1,56,NA
"2021-2022","04/02/2022","Pepperdine","MPSF","CUI","W 3-0",3,NA,47,9,72,0.528,44,4,6,20,1,NA,16,2,59,NA
"2021-2022","04/07/2022","Pepperdine","MPSF","UCLA","L 0-3",3,NA,42,26,96,0.167,37,3,9,29,6,1,6,2,49,NA
"2021-2022","04/09/2022","Pepperdine","MPSF","@ UCLA","L 0-3",3,NA,30,17,71,0.183,30,4,11,16,3,NA,2,3,35,NA
"2021-2022","04/14/2022","Pepperdine","MPSF","Stanford","W 3-0",3,NA,40,9,74,0.419,40,7,12,32,2,1,6,2,51,NA
"2021-2022","04/16/2022","Pepperdine","MPSF","Stanford","W 3-2",5,NA,61,24,128,0.289,58,4,19,48,5,2,8,NA,71,NA
"2021-2022","04/20/2022","Pepperdine","MPSF","#6 BYU @Los Angeles, CA (2022 MPSF MVB)","W 3-2",5,NA,66,25,141,0.291,62,4,19,34,4,NA,23,1,81.5,NA
"2021-2022","04/21/2022","Pepperdine","MPSF","#2 Southern California @Los Angeles, CA (2022 MPSF MVB)","W 3-1",4,NA,64,21,134,0.321,58,4,14,25,NA,2,9,NA,74.5,NA
"2021-2022","04/23/2022","Pepperdine","MPSF","#5 Stanford @Los Angeles, CA (2022 MPSF MVB)","W 3-2",5,NA,64,25,130,0.3,60,4,18,45,1,1,12,NA,75,NA
"2021-2022","05/03/2022","Pepperdine","MPSF","@ UCLA 2022 NC MVB Championship","L 1-3",4,NA,52,22,106,0.283,50,4,16,30,3,NA,6,NA,59,NA
"2021-2022","01/06/2022","Southern California","MPSF","@ UC Santa Barbara","W 3-2",5,NA,61,17,134,0.328,58,8,25,35,5,1,10,1,75,NA
"2021-2022","01/07/2022","Southern California","MPSF","UC San Diego @Isla Vista, CA","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/07/2022","Southern California","MPSF","@ UC Santa Barbara","W 3-1",4,NA,48,14,99,0.343,47,3,19,43,3,1,10,NA,57,NA
"2021-2022","01/07/2022","Southern California","MPSF","CSUN @Isla Vista, CA","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/12/2022","Southern California","MPSF","Princeton","W 3-0",3,NA,43,21,99,0.222,41,5,12,31,1,1,12,1,55,NA
"2021-2022","01/14/2022","Southern California","MPSF","Erskine","W 3-0",3,NA,38,5,58,0.569,38,5,13,27,1,1,6,1,47,NA
"2021-2022","01/21/2022","Southern California","MPSF","Penn St. @Los Angeles, CA","W 3-1",4,NA,57,12,112,0.402,54,6,21,40,5,NA,14,2,70,1
"2021-2022","01/22/2022","Southern California","MPSF","Ohio St. @Los Angeles, CA","L 1-3",4,NA,35,15,109,0.183,32,1,18,39,3,2,13,2,44.5,1
"2021-2022","01/26/2022","Southern California","MPSF","UC Irvine","W 3-0",3,NA,39,8,78,0.397,38,5,14,24,2,NA,13,NA,50.5,NA
"2021-2022","01/28/2022","Southern California","MPSF","@ UC Irvine","W 3-2",5,NA,67,18,123,0.398,63,8,20,41,5,1,14,5,83,NA
"2021-2022","02/02/2022","Southern California","MPSF","UC San Diego","W 3-0",3,NA,48,11,109,0.339,47,5,16,39,2,3,7,1,59.5,NA
"2021-2022","02/04/2022","Southern California","MPSF","@ Long Beach St.","L 1-3",4,NA,51,11,103,0.388,49,6,19,31,6,1,8,NA,62,2
"2021-2022","02/09/2022","Southern California","MPSF","UC Santa Barbara","W 3-0",3,NA,38,17,110,0.191,36,4,9,55,1,2,15,2,51.5,2
"2021-2022","02/10/2022","Southern California","MPSF","CSUN","W 3-0",3,NA,38,11,89,0.303,34,2,13,27,2,3,7,1,46.5,NA
"2021-2022","02/23/2022","Southern California","MPSF","@ Pepperdine","L 2-3",5,NA,69,26,150,0.287,66,3,21,47,10,1,20,2,83,NA
"2021-2022","02/25/2022","Southern California","MPSF","Pepperdine","W 3-1",4,NA,66,10,122,0.459,60,1,14,39,1,2,17,1,77.5,NA
"2021-2022","03/04/2022","Southern California","MPSF","BYU","W 3-1",4,NA,46,14,98,0.327,46,10,19,37,6,NA,20,2,66,NA
"2021-2022","03/05/2022","Southern California","MPSF","BYU","W 3-0",3,NA,38,4,65,0.523,35,5,16,22,2,1,12,1,50,NA
"2021-2022","03/09/2022","Southern California","MPSF","George Mason","W 3-0",3,NA,36,8,72,0.389,33,5,16,27,3,NA,13,NA,47.5,1
"2021-2022","03/11/2022","Southern California","MPSF","Vanguard","W 3-1",4,NA,60,13,104,0.452,56,3,21,28,5,1,4,2,66,NA
"2021-2022","03/18/2022","Southern California","MPSF","Menlo","W 3-0",3,NA,39,8,73,0.425,37,4,13,28,4,2,14,1,52,NA
"2021-2022","03/25/2022","Southern California","MPSF","@ Stanford","L 1-3",4,NA,55,18,113,0.327,55,6,19,27,6,1,8,2,66,NA
"2021-2022","03/26/2022","Southern California","MPSF","@ Stanford","W 3-1",4,NA,56,15,116,0.353,56,2,16,44,3,5,11,1,68.5,NA
"2021-2022","03/31/2022","Southern California","MPSF","UCLA","L 0-3",3,NA,29,14,79,0.19,28,1,14,23,6,NA,11,3,35.5,NA
"2021-2022","04/02/2022","Southern California","MPSF","@ UCLA","L 2-3",5,NA,38,22,107,0.15,34,4,21,33,2,1,13,NA,49.5,1
"2021-2022","04/08/2022","Southern California","MPSF","CUI","W 3-0",3,NA,48,10,88,0.432,46,4,18,32,4,2,14,1,61,NA
"2021-2022","04/09/2022","Southern California","MPSF","@ CUI","W 3-0",3,NA,56,17,107,0.364,51,5,16,40,5,1,12,1,68,NA
"2021-2022","04/15/2022","Southern California","MPSF","@ Grand Canyon","W 3-2",5,NA,58,22,126,0.286,52,8,18,34,9,5,8,1,75,NA
"2021-2022","04/16/2022","Southern California","MPSF","@ Grand Canyon","W 3-0",3,NA,49,12,105,0.352,45,3,12,38,5,4,6,NA,59,NA
"2021-2022","04/20/2022","Southern California","MPSF","#7 CUI @Los Angeles, CA (2022 MPSF MVB)","W 3-0",3,NA,42,6,78,0.462,42,6,17,30,3,2,10,1,55,1
"2021-2022","04/21/2022","Southern California","MPSF","#3 Pepperdine @Los Angeles, CA (2022 MPSF MVB)","L 1-3",4,NA,64,15,108,0.454,62,NA,15,34,4,4,17,5,76.5,1
"2021-2022","01/05/2022","Stanford","MPSF","Lindenwood","W 3-0",3,NA,33,8,53,0.472,32,10,14,18,3,1,10,NA,49,NA
"2021-2022","01/06/2022","Stanford","MPSF","Lindenwood","W 3-0",3,NA,40,12,77,0.364,37,3,20,30,4,1,16,1,52,NA
"2021-2022","01/08/2022","Stanford","MPSF","UC Irvine","W 3-2",5,NA,56,24,135,0.237,53,6,20,38,7,NA,21,1,72.5,NA
"2021-2022","01/14/2022","Stanford","MPSF","@ UC Irvine","L 1-3",4,NA,40,23,110,0.155,38,4,17,36,6,NA,18,3,53,NA
"2021-2022","01/15/2022","Stanford","MPSF","@ UC San Diego","L 0-3",3,NA,32,11,81,0.259,28,5,15,36,8,NA,10,NA,42,2
"2021-2022","01/21/2022","Stanford","MPSF","Vanguard","W 3-0",3,NA,34,8,64,0.406,32,4,12,21,2,3,4,NA,43,NA
"2021-2022","01/22/2022","Stanford","MPSF","UC Santa Cruz","W 3-1",4,NA,50,19,114,0.272,46,11,15,44,NA,1,16,NA,70,NA
"2021-2022","02/04/2022","Stanford","MPSF","FDU @Austin, TX","W 3-0",3,NA,41,7,72,0.472,39,3,17,24,3,1,11,NA,50.5,NA
"2021-2022","02/05/2022","Stanford","MPSF","Hawaii @Austin, TX","L 1-3",4,NA,47,22,123,0.203,41,3,17,44,6,2,12,1,58,NA
"2021-2022","02/11/2022","Stanford","MPSF","Menlo","W 3-0",3,NA,45,16,86,0.337,43,7,13,26,2,NA,6,1,55,NA
"2021-2022","02/18/2022","Stanford","MPSF","CSUN","W 3-0",3,NA,44,8,75,0.48,40,5,12,23,2,1,12,1,56,NA
