"Season","Date","Team","Conference","Opponent","Result","S","MS","Kills","Errors","Total Attacks","Hit Pct","Assists","Aces","SErr","Digs","RErr","Block Solos","Block Assists","BErr","PTS","BHE"
"2020-2021","01/23/2021","Erskine","Conference Carolinas","Lancaster Bible @Winston-Salem, NC","W 3-0",3,NA,37,10,77,0.351,33,9,11,32,2,2,8,1,52,NA
"2020-2021","01/23/2021","Erskine","Conference Carolinas","Ottawa (AZ) @Winston-Salem, NC","L 2-3",5,NA,42,28,140,0.1,35,9,19,36,4,2,22,NA,64,NA
"2020-2021","01/27/2021","Erskine","Conference Carolinas","@ Reinhardt","W 3-2",5,NA,50,35,140,0.107,46,11,21,54,7,3,14,5,71,NA
"2020-2021","02/12/2021","Erskine","Conference Carolinas","North Greenville","L 0-3",3,NA,23,21,76,0.026,23,4,11,23,5,1,10,2,33,NA
"2020-2021","02/13/2021","Erskine","Conference Carolinas","Limestone","L 0-3",3,NA,26,14,77,0.156,24,6,5,16,5,NA,15,NA,39.5,1
"2020-2021","02/17/2021","Erskine","Conference Carolinas","Lees-McRae","W 3-1",4,NA,46,17,100,0.29,41,NA,12,36,1,2,14,1,71,1
"2020-2021","02/19/2021","Erskine","Conference Carolinas","King (TN)","W 3-2",5,NA,55,24,126,0.246,50,3,19,41,4,2,18,1,69,2
"2020-2021","02/20/2021","Erskine","Conference Carolinas","@ Limestone","L 0-3",3,NA,27,20,87,0.08,25,2,9,25,6,2,6,NA,34,NA
"2020-2021","02/23/2021","Erskine","Conference Carolinas","@ Belmont Abbey","L 0-3",3,NA,28,16,73,0.164,27,NA,13,18,4,2,12,1,36,2
"2020-2021","02/28/2021","Erskine","Conference Carolinas","Barton","W 3-0",3,NA,39,13,80,0.325,36,3,12,23,2,1,14,NA,50,NA
"2020-2021","03/01/2021","Erskine","Conference Carolinas","Mount Olive","L 0-3",3,NA,26,18,90,0.089,26,3,7,27,5,2,4,NA,33,NA
"2020-2021","03/04/2021","Erskine","Conference Carolinas","@ Lincoln Memorial","L 0-3",3,NA,29,21,80,0.1,29,4,11,24,5,NA,10,NA,38,NA
"2020-2021","03/05/2021","Erskine","Conference Carolinas","Bluefield Univ. @Greeneville, TN","W 3-1",4,NA,39,18,97,0.216,37,13,12,32,4,1,26,4,66,2
"2020-2021","03/05/2021","Erskine","Conference Carolinas","@ Tusculum","W 3-0",3,NA,38,11,73,0.37,36,5,10,31,3,1,2,NA,45,NA
"2020-2021","03/09/2021","Erskine","Conference Carolinas","Jamestown","L 1-3",4,NA,39,21,116,0.155,37,2,9,37,4,2,12,NA,49,NA
"2020-2021","03/16/2021","Erskine","Conference Carolinas","@ Emmanuel (GA)","L 1-3",4,NA,52,25,117,0.231,51,4,16,46,2,NA,10,10,61,NA
"2020-2021","03/19/2021","Erskine","Conference Carolinas","Belmont Abbey","L 0-3",3,NA,34,17,80,0.213,31,1,13,23,6,NA,2,NA,36,1
"2020-2021","03/26/2021","Erskine","Conference Carolinas","@ Lees-McRae","L 1-3",4,NA,60,34,133,0.195,54,8,23,33,3,2,12,1,76,1
"2020-2021","03/27/2021","Erskine","Conference Carolinas","@ King (TN)","W 3-2",5,NA,63,29,141,0.241,61,3,10,50,3,1,10,2,72,NA
"2020-2021","04/01/2021","Erskine","Conference Carolinas","@ North Greenville","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/02/2021","Erskine","Conference Carolinas","@ Mount Olive","L 1-3",4,NA,51,17,119,0.286,49,3,12,34,10,NA,8,NA,58,NA
"2020-2021","04/03/2021","Erskine","Conference Carolinas","@ Barton","L 2-3",5,NA,59,21,135,0.281,56,3,7,54,5,8,NA,1,70,NA
"2020-2021","04/06/2021","Erskine","Conference Carolinas","Emmanuel (GA)","L 0-3",3,NA,33,17,78,0.205,32,4,11,29,6,NA,6,2,40,1
"2020-2021","04/08/2021","Erskine","Conference Carolinas","@#6 Emmanuel (GA) 2021 Conference Carolinas MVB Tournament","L 0-3",3,NA,21,21,73,NA,19,3,8,21,3,NA,12,NA,30,NA
"2020-2021","01/15/2021","King (TN)","Conference Carolinas","Tusculum","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","01/22/2021","King (TN)","Conference Carolinas","@ Saint Francis","W 3-1",4,NA,41,17,103,0.233,37,5,19,35,5,2,4,NA,50,NA
"2020-2021","01/23/2021","King (TN)","Conference Carolinas","@ Saint Francis","W 3-2",5,NA,44,23,123,0.171,40,7,14,35,5,3,6,NA,57,1
"2020-2021","01/23/2021","King (TN)","Conference Carolinas","@ Penn St.","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","01/29/2021","King (TN)","Conference Carolinas","Lindenwood","L 0-3",3,NA,27,16,76,0.145,25,3,16,20,11,NA,4,1,32,1
"2020-2021","02/06/2021","King (TN)","Conference Carolinas","@ Queens (NC)","W 3-0",3,NA,42,14,80,0.35,38,5,9,25,3,NA,22,1,58,2
"2020-2021","02/09/2021","King (TN)","Conference Carolinas","Lincoln Memorial","L 0-3",3,NA,28,23,93,0.054,27,1,11,30,2,1,2,2,31,1
"2020-2021","02/12/2021","King (TN)","Conference Carolinas","Mount Olive","L 0-3",3,NA,29,21,91,0.088,27,1,6,27,5,NA,6,3,33,1
"2020-2021","02/13/2021","King (TN)","Conference Carolinas","Barton","W 3-0",3,NA,34,20,116,0.121,31,3,7,55,1,1,6,2,41,NA
"2020-2021","02/19/2021","King (TN)","Conference Carolinas","@ Erskine","L 2-3",5,NA,50,26,119,0.202,48,4,15,42,3,1,22,1,66,1
"2020-2021","02/20/2021","King (TN)","Conference Carolinas","@ Emmanuel (GA)","W 3-0",3,NA,38,21,94,0.181,36,2,7,41,2,5,12,10,51,NA
"2020-2021","02/24/2021","King (TN)","Conference Carolinas","North Greenville","W 3-2",5,NA,45,32,141,0.092,42,5,13,42,2,1,23,3,62.5,NA
"2020-2021","03/03/2021","King (TN)","Conference Carolinas","@ North Greenville","L 0-3",3,NA,32,17,73,0.205,28,3,9,22,5,NA,14,NA,42,NA
"2020-2021","03/05/2021","King (TN)","Conference Carolinas","@ Barton","L 1-3",4,NA,53,27,162,0.16,49,5,10,61,5,3,25,NA,73.5,NA
"2020-2021","03/06/2021","King (TN)","Conference Carolinas","@ Mount Olive","W 3-2",5,NA,NA,20,NA,0.312,73,2,12,NA,2,5,8,NA,89,NA
"2020-2021","03/10/2021","King (TN)","Conference Carolinas","Queens (NC)","L 0-3",3,NA,38,16,95,0.232,37,1,10,37,3,1,10,2,45,4
"2020-2021","03/12/2021","King (TN)","Conference Carolinas","@ Belmont Abbey","L 1-3",4,NA,41,20,107,0.196,36,4,12,32,8,2,20,2,57,1
"2020-2021","03/16/2021","King (TN)","Conference Carolinas","@ Lincoln Memorial","L 0-3",3,NA,37,21,104,0.154,35,3,12,32,3,NA,16,NA,48,NA
"2020-2021","03/19/2021","King (TN)","Conference Carolinas","Limestone","L 0-3",3,NA,36,23,104,0.125,35,3,7,27,3,1,11,2,45.5,NA
"2020-2021","03/23/2021","King (TN)","Conference Carolinas","Belmont Abbey","L 2-3",5,NA,60,24,146,0.247,56,4,13,52,4,1,10,4,70,NA
"2020-2021","03/26/2021","King (TN)","Conference Carolinas","Emmanuel (GA)","W 3-0",3,NA,40,12,86,0.326,39,3,10,34,3,2,8,1,49,NA
"2020-2021","03/27/2021","King (TN)","Conference Carolinas","Erskine","L 2-3",5,NA,50,22,132,0.212,48,3,12,41,3,6,26,4,72,1
"2020-2021","04/01/2021","King (TN)","Conference Carolinas","@ Lees-McRae","W 3-0",3,NA,46,19,102,0.265,42,1,13,36,2,2,16,NA,57,NA
"2020-2021","04/06/2021","King (TN)","Conference Carolinas","Lees-McRae","W 3-0",3,NA,48,16,97,0.33,47,5,8,40,NA,3,4,2,58,1
"2020-2021","04/08/2021","King (TN)","Conference Carolinas","#8 Lees-McRae 2021 Conference Carolinas MVB Tournament","W 3-0",3,NA,53,13,99,0.404,49,3,7,32,2,NA,2,NA,57,1
"2020-2021","04/13/2021","King (TN)","Conference Carolinas","@#4 Barton 2021 Conference Carolinas MVB Tournament","W 3-0",3,NA,34,15,81,0.235,33,3,7,28,4,2,22,NA,50,1
"2020-2021","04/17/2021","King (TN)","Conference Carolinas","#1 Mount Olive 2021 Conference Carolinas MVB Tournament","L 1-3",4,NA,50,26,142,0.169,49,1,12,53,6,1,23,NA,63.5,NA
"2020-2021","01/16/2021","Lees-McRae","Conference Carolinas","@ Lincoln Memorial","L 0-3",3,NA,22,12,58,0.172,19,5,14,12,13,1,NA,NA,28,NA
"2020-2021","01/26/2021","Lees-McRae","Conference Carolinas","@ Tusculum","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","01/30/2021","Lees-McRae","Conference Carolinas","Bluefield Univ.","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/12/2021","Lees-McRae","Conference Carolinas","Barton","L 0-3",3,NA,19,15,51,0.078,19,2,13,16,9,3,10,1,29,2
"2020-2021","02/13/2021","Lees-McRae","Conference Carolinas","Mount Olive","L 1-3",4,NA,54,22,125,0.256,48,6,21,32,2,3,10,NA,68,2
"2020-2021","02/17/2021","Lees-McRae","Conference Carolinas","@ Erskine","L 1-3",4,NA,35,23,99,0.121,32,1,14,30,NA,NA,12,7,42,NA
"2020-2021","02/19/2021","Lees-McRae","Conference Carolinas","@ Emmanuel (GA)","L 1-3",4,NA,39,20,102,0.186,36,2,13,31,10,4,12,4,51,NA
"2020-2021","02/20/2021","Lees-McRae","Conference Carolinas","Queens (NC)","L 0-3",3,NA,34,16,87,0.207,33,5,14,24,9,3,10,NA,47,2
"2020-2021","02/26/2021","Lees-McRae","Conference Carolinas","Belmont Abbey","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/27/2021","Lees-McRae","Conference Carolinas","North Greenville","L 0-3",3,NA,21,19,63,0.032,20,4,10,19,6,1,6,4,29,NA
"2020-2021","03/02/2021","Lees-McRae","Conference Carolinas","@ Limestone","L 0-3",3,NA,30,14,77,0.208,28,NA,6,26,9,2,6,2,35,3
"2020-2021","03/05/2021","Lees-McRae","Conference Carolinas","@ Mount Olive","L 2-3",5,NA,55,21,171,0.199,52,5,11,57,6,2,20,NA,72,NA
"2020-2021","03/06/2021","Lees-McRae","Conference Carolinas","@ Barton","L 0-3",3,NA,24,19,83,0.06,23,1,7,29,5,NA,4,NA,27,NA
"2020-2021","03/09/2021","Lees-McRae","Conference Carolinas","@ Queens (NC)","L 0-3",3,NA,19,25,84,-0.071,19,NA,6,26,9,3,8,3,26,NA
"2020-2021","03/10/2021","Lees-McRae","Conference Carolinas","Jamestown","L 1-3",4,NA,32,19,91,0.143,32,2,9,36,9,5,8,NA,43,2
"2020-2021","03/12/2021","Lees-McRae","Conference Carolinas","@ North Greenville","L 0-3",3,NA,25,20,67,0.075,25,1,9,19,7,NA,6,1,29,NA
"2020-2021","03/13/2021","Lees-McRae","Conference Carolinas","Belmont Abbey","W 3-2",5,NA,46,20,125,0.208,42,4,9,36,5,3,18,3,62,2
"2020-2021","03/23/2021","Lees-McRae","Conference Carolinas","Limestone","L 1-3",4,NA,46,14,103,0.311,41,8,9,32,8,3,8,3,61,1
"2020-2021","03/26/2021","Lees-McRae","Conference Carolinas","Erskine","W 3-1",4,NA,37,22,103,0.146,32,3,7,31,8,6,12,1,52,1
"2020-2021","03/27/2021","Lees-McRae","Conference Carolinas","Emmanuel (GA)","L 2-3",5,NA,45,23,129,0.171,43,2,10,52,7,4,8,3,55,NA
"2020-2021","03/30/2021","Lees-McRae","Conference Carolinas","@ Belmont Abbey","L 0-3",3,NA,33,9,87,0.276,31,1,9,26,5,2,14,3,43,2
"2020-2021","04/01/2021","Lees-McRae","Conference Carolinas","King (TN)","L 0-3",3,NA,24,19,82,0.061,23,2,8,29,1,4,12,2,36,NA
"2020-2021","04/03/2021","Lees-McRae","Conference Carolinas","Lincoln Memorial","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/06/2021","Lees-McRae","Conference Carolinas","@ King (TN)","L 0-3",3,NA,17,17,82,NA,16,NA,4,28,5,1,11,2,23.5,1
"2020-2021","04/08/2021","Lees-McRae","Conference Carolinas","@#5 King (TN) 2021 Conference Carolinas MVB Tournament","L 0-3",3,NA,35,7,76,0.368,34,2,9,30,3,NA,10,2,42,2
"2020-2021","01/29/2021","Mount Olive","Conference Carolinas","Queens (NC)","W 3-2",5,NA,56,25,161,0.193,51,7,23,50,5,2,16,NA,73,NA
"2020-2021","02/05/2021","Mount Olive","Conference Carolinas","Emmanuel (GA)","W 3-0",3,NA,46,7,103,0.379,43,2,9,41,1,NA,13,NA,54.5,NA
"2020-2021","02/12/2021","Mount Olive","Conference Carolinas","@ King (TN)","W 3-0",3,NA,41,6,77,NA,40,5,8,37,1,2,10,1,53,1
"2020-2021","02/13/2021","Mount Olive","Conference Carolinas","@ Lees-McRae","W 3-1",4,NA,52,15,107,0.346,49,2,14,43,6,2,14,1,63,1
"2020-2021","02/19/2021","Mount Olive","Conference Carolinas","@ Belmont Abbey","W 3-0",3,NA,40,11,85,0.341,38,3,9,34,3,3,19,NA,55.5,1
"2020-2021","02/20/2021","Mount Olive","Conference Carolinas","@ North Greenville","L 1-3",4,NA,54,24,132,0.227,49,6,14,43,6,2,15,2,69.5,NA
"2020-2021","02/24/2021","Mount Olive","Conference Carolinas","Barton","W 3-2",5,NA,49,16,159,0.208,46,8,5,59,2,4,14,NA,68,NA
"2020-2021","02/28/2021","Mount Olive","Conference Carolinas","@ Emmanuel (GA)","W 3-2",5,NA,64,14,164,0.305,58,2,16,70,4,3,18,11,78,NA
"2020-2021","03/01/2021","Mount Olive","Conference Carolinas","@ Erskine","W 3-0",3,NA,44,9,81,0.432,41,5,8,43,3,2,8,1,55,1
"2020-2021","03/05/2021","Mount Olive","Conference Carolinas","Lees-McRae","W 3-2",5,NA,77,27,172,0.291,NA,6,16,74,5,NA,10,NA,88,NA
"2020-2021","03/06/2021","Mount Olive","Conference Carolinas","King (TN)","L 2-3",5,NA,60,18,179,0.235,59,2,4,72,2,3,9,NA,69.5,NA
"2020-2021","03/18/2021","Mount Olive","Conference Carolinas","@ Queens (NC)","L 0-3",3,NA,31,22,104,0.087,27,1,10,36,4,1,6,NA,36,1
"2020-2021","03/26/2021","Mount Olive","Conference Carolinas","Belmont Abbey","W 3-1",4,NA,49,14,117,0.299,45,5,14,47,2,1,20,NA,65,NA
"2020-2021","03/27/2021","Mount Olive","Conference Carolinas","North Greenville","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/02/2021","Mount Olive","Conference Carolinas","Erskine","W 3-1",4,NA,56,16,119,0.336,53,10,9,42,3,NA,8,NA,70,NA
"2020-2021","04/06/2021","Mount Olive","Conference Carolinas","@ Barton","W 3-2",5,NA,65,20,152,0.296,61,5,NA,44,4,6,6,NA,79,1
"2020-2021","04/17/2021","Mount Olive","Conference Carolinas","@#5 King (TN) 2021 Conference Carolinas MVB Tournament","W 3-1",4,NA,60,23,145,0.255,59,6,18,58,1,NA,22,NA,77,2
"2020-2021","04/18/2021","Mount Olive","Conference Carolinas","#2 Belmont Abbey @Bristol, TN (2021 Conference Carolinas MVB Tournament)","L 1-3",4,NA,58,20,129,0.295,56,4,13,41,3,1,4,1,65,2
"2020-2021","01/14/2021","North Greenville","Conference Carolinas","Tusculum","W 3-1",4,NA,42,14,97,0.289,40,7,NA,38,8,4,16,NA,61,NA
"2020-2021","01/30/2021","North Greenville","Conference Carolinas","@ Limestone","W 3-1",4,NA,53,22,129,0.24,52,9,22,29,4,5,11,1,72.5,1
"2020-2021","02/03/2021","North Greenville","Conference Carolinas","Belmont Abbey","L 2-3",5,NA,54,22,124,0.258,48,10,24,30,7,3,16,3,75,NA
"2020-2021","02/12/2021","North Greenville","Conference Carolinas","@ Erskine","W 3-0",3,NA,33,14,72,0.264,32,5,13,27,4,1,18,NA,48,NA
"2020-2021","02/19/2021","North Greenville","Conference Carolinas","Barton","W 3-0",3,NA,36,16,74,0.27,34,8,12,19,4,5,8,NA,53,NA
"2020-2021","02/20/2021","North Greenville","Conference Carolinas","Mount Olive","W 3-1",4,NA,55,21,131,0.26,52,6,16,42,6,5,14,1,73,NA
"2020-2021","02/24/2021","North Greenville","Conference Carolinas","@ King (TN)","L 2-3",5,NA,58,27,138,0.225,57,2,22,52,5,1,24,1,73,1
"2020-2021","02/27/2021","North Greenville","Conference Carolinas","@ Lees-McRae","W 3-0",3,NA,35,13,69,0.319,31,6,12,22,4,2,7,1,46.5,NA
"2020-2021","03/03/2021","North Greenville","Conference Carolinas","King (TN)","W 3-0",3,NA,42,14,86,0.326,38,5,15,19,3,2,12,NA,55,NA
"2020-2021","03/04/2021","North Greenville","Conference Carolinas","Emmanuel (GA)","W 3-0",3,NA,36,13,71,0.324,32,3,12,23,5,3,18,NA,51,NA
"2020-2021","03/06/2021","North Greenville","Conference Carolinas","Queens (NC)","W 3-1",4,NA,56,21,133,0.263,55,4,21,41,4,2,14,4,69,NA
"2020-2021","03/12/2021","North Greenville","Conference Carolinas","Lees-McRae","W 3-0",3,NA,39,10,72,0.403,38,7,12,20,1,2,8,NA,52,NA
"2020-2021","03/17/2021","North Greenville","Conference Carolinas","Limestone","W 3-0",3,NA,42,11,77,0.403,41,11,15,18,NA,NA,14,2,60,NA
"2020-2021","03/19/2021","North Greenville","Conference Carolinas","@ Emmanuel (GA)","L 2-3",5,NA,52,23,134,0.216,46,5,12,51,5,1,NA,NA,73,NA
"2020-2021","03/23/2021","North Greenville","Conference Carolinas","Life (GA)","W 3-0",3,NA,41,11,69,0.435,40,6,15,18,1,2,6,2,52,NA
"2020-2021","03/26/2021","North Greenville","Conference Carolinas","@ Barton","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/27/2021","North Greenville","Conference Carolinas","@ Mount Olive","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/30/2021","North Greenville","Conference Carolinas","@ Tusculum","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/01/2021","North Greenville","Conference Carolinas","Erskine","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/06/2021","North Greenville","Conference Carolinas","@ Belmont Abbey","L 1-3",4,NA,41,18,109,0.211,38,8,16,34,8,2,11,4,56.5,1
"2020-2021","04/13/2021","North Greenville","Conference Carolinas","#6 Emmanuel (GA) 2021 Conference Carolinas MVB Tournament","W 3-0",3,NA,36,13,80,0.288,32,7,13,22,2,2,14,NA,52,NA
"2020-2021","04/17/2021","North Greenville","Conference Carolinas","#2 Belmont Abbey @Bristol, TN (2021 Conference Carolinas MVB Tournament)","L 1-3",4,NA,38,25,121,0.107,37,4,12,28,5,3,10,3,50,1
"2020-2021","01/19/2021","Alderson Broaddus","DI Independent","Mount Union","L 0-3",3,NA,24,18,65,0.092,22,1,12,18,10,4,2,NA,30,1
"2020-2021","01/23/2021","Alderson Broaddus","DI Independent","@ St. Andrews","W 3-1",4,NA,55,21,123,0.276,48,3,17,35,3,5,10,NA,68,1
"2020-2021","01/28/2021","Alderson Broaddus","DI Independent","Geneva","L 1-3",4,NA,46,24,121,0.182,45,4,11,43,12,2,14,NA,59,NA
"2020-2021","02/01/2021","Alderson Broaddus","DI Independent","@ Carlow","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/02/2021","Alderson Broaddus","DI Independent","Bluefield Univ.","W 3-2",5,NA,59,25,143,0.238,54,5,18,49,10,8,4,NA,74,NA
"2020-2021","02/12/2021","Alderson Broaddus","DI Independent","@ Queens (NC)","L 0-3",3,NA,25,20,70,0.071,24,NA,9,19,11,2,4,4,29,1
"2020-2021","02/19/2021","Alderson Broaddus","DI Independent","@ D'Youville","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/20/2021","Alderson Broaddus","DI Independent","@ Daemen","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/20/2021","Alderson Broaddus","DI Independent","@ Juniata","L 0-3",3,NA,23,13,74,0.135,20,1,12,18,8,NA,6,NA,27,NA
"2020-2021","03/19/2021","Alderson Broaddus","DI Independent","D'Youville","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/21/2021","Alderson Broaddus","DI Independent","Tusculum","L 1-3",4,NA,32,25,99,0.071,22,5,19,17,9,8,NA,NA,45,NA
"2020-2021","03/23/2021","Alderson Broaddus","DI Independent","@ Geneva","L 0-3",3,NA,25,30,82,-0.061,24,1,8,20,8,1,4,NA,29,1
"2020-2021","03/25/2021","Alderson Broaddus","DI Independent","Carlow","W 3-0",3,NA,44,14,79,0.38,40,7,13,28,2,1,6,NA,55,NA
"2020-2021","04/01/2021","Alderson Broaddus","DI Independent","@ Carlow","W 3-1",NA,NA,32,16,103,0.155,31,10,17,37,6,2,6,6,47,NA
"2020-2021","04/09/2021","Alderson Broaddus","DI Independent","@ Tusculum","L 1-3",4,NA,38,28,112,0.089,35,5,19,34,5,2,8,NA,49,3
"2020-2021","04/10/2021","Alderson Broaddus","DI Independent","@ Lincoln Memorial","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/16/2021","Alderson Broaddus","DI Independent","Tusculum @Charlotte, N.C.","L 0-3",3,NA,22,23,75,-0.013,21,3,11,23,8,NA,NA,3,25,NA
"2020-2021","02/19/2021","D'Youville","DI Independent","Alderson Broaddus","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/20/2021","D'Youville","DI Independent","Daemen","L 0-3",3,NA,10,17,52,-0.135,10,1,16,14,7,NA,6,1,14,1
"2020-2021","02/24/2021","D'Youville","DI Independent","Medaille","L 0-3",3,NA,27,17,71,0.141,26,5,15,27,4,2,4,NA,36,2
"2020-2021","03/09/2021","D'Youville","DI Independent","@ Medaille","W 3-0",3,NA,32,7,66,0.379,29,5,18,15,4,1,NA,5,38,2
"2020-2021","03/13/2021(1)","D'Youville","DI Independent","@ St. Francis Brooklyn","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/13/2021(2)","D'Youville","DI Independent","@ St. Francis Brooklyn","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/18/2021","D'Youville","DI Independent","@ Daemen","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/18/2021","D'Youville","DI Independent","Hilbert","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/19/2021","D'Youville","DI Independent","@ Alderson Broaddus","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/22/2021","D'Youville","DI Independent","@ Daemen","L 0-3",3,NA,17,20,70,-0.043,17,1,12,16,5,1,NA,NA,19,3
"2020-2021","03/27/2021(1)","D'Youville","DI Independent","@ Carlow","W 3-0",3,NA,35,12,80,0.288,33,NA,17,27,3,3,8,NA,55,NA
"2020-2021","03/27/2021(2)","D'Youville","DI Independent","@ Carlow","W 3-0",3,NA,43,9,82,0.415,42,8,17,31,5,NA,4,2,53,1
"2020-2021","04/03/2021(1)","D'Youville","DI Independent","Elmira","L 1-3",4,NA,29,18,88,0.125,29,8,NA,23,8,2,2,1,40,1
"2020-2021","04/03/2021(2)","D'Youville","DI Independent","Elmira","L 1-3",4,NA,33,18,93,0.161,30,5,21,31,8,1,4,1,41,1
"2020-2021","02/19/2021","Daemen","DI Independent","@ Geneva","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/20/2021","Daemen","DI Independent","Alderson Broaddus","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/20/2021","Daemen","DI Independent","@ D'Youville","W 3-0",3,NA,33,11,63,0.349,31,7,19,21,1,NA,2,NA,41,NA
"2020-2021","02/26/2021","Daemen","DI Independent","Elmira","W 3-0",3,NA,31,10,62,0.339,28,11,15,24,4,1,4,NA,45,NA
"2020-2021","03/05/2021","Daemen","DI Independent","@ Medaille","W 3-1",4,NA,47,15,90,0.356,39,NA,23,23,5,3,NA,3,63,2
"2020-2021","03/06/2021","Daemen","DI Independent","@ St. John Fisher","W 3-2",5,NA,59,28,128,0.242,56,8,20,54,5,1,18,1,77,NA
"2020-2021","03/14/2021(1)","Daemen","DI Independent","@ Elmira","W 3-0",3,NA,38,7,66,0.47,34,9,10,26,4,1,13,1,54.5,NA
"2020-2021","03/14/2021(2)","Daemen","DI Independent","@ Elmira","W 3-0",3,NA,34,13,72,0.292,31,10,12,25,5,1,14,1,52,NA
"2020-2021","03/18/2021","Daemen","DI Independent","D'Youville","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/22/2021","Daemen","DI Independent","D'Youville","W 3-0",3,NA,34,12,65,0.338,32,5,13,29,1,2,11,NA,46.5,NA
"2020-2021","03/24/2021","Daemen","DI Independent","St. John Fisher","W 3-1",4,NA,43,14,81,0.358,41,9,17,34,8,4,18,NA,65,1
"2020-2021","04/02/2021","Daemen","DI Independent","@ St. Francis Brooklyn","W 3-1",4,NA,46,17,103,0.282,42,7,13,40,3,2,14,1,62,2
"2020-2021","04/03/2021","Daemen","DI Independent","@ St. Francis Brooklyn","W 3-1",4,NA,56,16,114,0.351,50,9,16,34,2,NA,18,1,74,NA
"2020-2021","01/15/2021","Limestone","DI Independent","Saint Francis @Charlotte, NC","W 3-1",4,NA,46,22,108,0.222,44,3,20,41,6,3,8,NA,56,NA
"2020-2021","01/23/2021","Limestone","DI Independent","@ Belmont Abbey","L 1-3",4,NA,42,20,101,0.218,39,3,18,31,3,1,10,2,51,2
"2020-2021","01/30/2021","Limestone","DI Independent","North Greenville","L 1-3",4,NA,43,23,106,0.189,43,4,11,37,9,NA,21,2,57.5,NA
"2020-2021","02/02/2021","Limestone","DI Independent","Emmanuel (GA)","W 3-1",4,NA,52,22,123,0.244,49,5,12,46,3,3,12,2,66,2
"2020-2021","02/04/2021","Limestone","DI Independent","@ Queens (NC)","L 2-3",5,NA,64,24,157,0.255,57,5,7,NA,7,2,11,4,76.5,2
"2020-2021","02/10/2021","Limestone","DI Independent","@ Barton","L 1-3",4,NA,39,26,115,0.113,38,7,15,48,3,2,18,1,57,1
"2020-2021","02/13/2021","Limestone","DI Independent","@ Erskine","W 3-0",3,NA,49,14,83,0.422,46,5,12,32,6,1,8,NA,59,2
"2020-2021","02/20/2021","Limestone","DI Independent","Erskine","W 3-0",3,NA,40,13,86,0.314,37,6,12,32,2,NA,16,1,54,NA
